year,state,total_admissions,aggravated_or_simple_assault_total_admissions,burglary_total_admissions,drugs_total_admissions,fraud_total_admissions,motor_vehicle_theft_total_admissions,murder_total_admissions,negligent_manslaughter_total_admissions,other_property_offenses_total_admissions,other_unknown_total_admissions,other_violent_offenses_total_admissions,public_order_total_admissions,rape_or_sexual_assault_total_admissions,robbery_total_admissions,theft_total_admissions,aggravated_or_simple_assault_female_total_admissions,aggravated_or_simple_assault_male_total_admissions,burglary_female_total_admissions,burglary_male_total_admissions,drugs_female_total_admissions,drugs_male_total_admissions,fraud_female_total_admissions,fraud_male_total_admissions,motor_vehicle_theft_female_total_admissions,motor_vehicle_theft_male_total_admissions,murder_female_total_admissions,murder_male_total_admissions,negligent_manslaughter_female_total_admissions,negligent_manslaughter_male_total_admissions,other_property_offenses_female_total_admissions,other_property_offenses_male_total_admissions,other_unknown_female_total_admissions,other_unknown_male_total_admissions,other_violent_offenses_female_total_admissions,other_violent_offenses_male_total_admissions,public_order_female_total_admissions,public_order_male_total_admissions,rape_or_sexual_assault_female_total_admissions,rape_or_sexual_assault_male_total_admissions,robbery_female_total_admissions,robbery_male_total_admissions,theft_female_total_admissions,theft_male_total_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,New Hampshire,803,39,114,157,46,1,12,10,31,1,8,207,91,44,42,1,38,3,111,15,142,12,34,NA,1,2,10,1,9,1,30,NA,1,NA,8,10,197,NA,91,NA,44,4,38,1,4,2,32,1,1,2,110,8,43,5,101,NA,1,2,43,NA,NA,NA,1,NA,1,NA,11,NA,NA,NA,10,2,NA,2,27,NA,NA,NA,1,NA,1,NA,7,11,6,1,189,NA,2,2,87,NA,4,3,37,1,NA,1,40,NA,1,NA,4,1,1,NA,32,NA,1,NA,1,NA,2,3,107,1,7,1,42,NA,5,13,88,NA,NA,NA,1,1,1,11,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,9,NA,NA,NA,NA,NA,NA,1,9,NA,2,NA,NA,NA,2,1,26,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,1,10,NA,6,1,NA,8,181,NA,NA,NA,2,NA,2,NA,87,NA,NA,NA,4,NA,3,NA,37,NA,1,NA,NA,NA,1,4,36
1992,New Hampshire,858,40,111,187,42,4,20,7,38,3,6,245,97,42,16,4,36,NA,111,25,162,6,36,NA,4,1,19,1,6,2,36,NA,3,NA,6,7,238,1,96,1,41,NA,16,1,4,NA,35,3,1,4,103,3,74,1,109,1,NA,NA,41,NA,NA,NA,4,NA,2,NA,18,NA,NA,NA,7,NA,1,1,36,NA,NA,NA,3,NA,NA,NA,6,4,9,1,231,1,NA,1,95,2,2,2,36,NA,1,1,14,NA,1,1,3,NA,NA,3,32,NA,3,NA,1,NA,4,NA,103,NA,3,4,70,1,NA,20,89,NA,1,NA,NA,NA,NA,6,35,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,1,17,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,1,NA,1,2,34,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,9,NA,1,7,224,NA,1,NA,NA,NA,1,1,94,NA,2,NA,2,NA,2,1,35,NA,NA,NA,1,NA,1,NA,14
1993,New Hampshire,929,42,131,193,44,1,13,6,26,NA,8,295,131,31,8,3,39,3,128,36,157,10,34,NA,1,NA,13,NA,6,1,25,NA,NA,1,7,6,289,2,129,2,29,NA,8,1,2,1,38,2,5,2,122,13,67,2,111,1,NA,1,42,NA,NA,NA,1,1,1,NA,11,NA,NA,NA,6,1,NA,1,24,NA,NA,NA,NA,1,1,NA,6,7,21,4,263,3,2,3,123,3,1,NA,27,NA,NA,NA,8,NA,1,NA,2,NA,1,3,35,NA,2,1,4,NA,2,2,120,1,12,8,59,1,1,26,85,1,NA,NA,NA,1,NA,8,34,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,1,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,5,NA,7,NA,21,NA,4,6,257,NA,3,NA,2,NA,3,2,121,NA,3,NA,1,NA,NA,2,25,NA,NA,NA,NA,NA,NA,NA,8
1994,New Hampshire,1031,46,136,181,49,1,13,12,37,NA,12,373,126,37,8,NA,46,2,134,32,149,13,36,NA,1,2,11,1,11,2,35,NA,NA,NA,12,20,353,2,124,2,35,NA,8,4,3,1,38,4,7,NA,125,10,33,6,132,3,NA,NA,46,NA,NA,NA,1,NA,1,NA,12,NA,NA,NA,12,1,1,NA,35,NA,NA,NA,NA,NA,1,NA,11,12,21,6,334,1,3,2,120,3,NA,NA,34,NA,NA,NA,8,NA,4,NA,3,NA,1,NA,38,NA,4,NA,7,NA,NA,2,123,1,9,3,30,NA,6,28,104,2,1,NA,NA,NA,NA,11,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,10,NA,NA,NA,NA,NA,NA,1,11,NA,1,NA,1,NA,NA,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,12,NA,21,NA,6,20,314,NA,1,NA,3,NA,2,2,118,NA,3,NA,NA,NA,NA,2,32,NA,NA,NA,NA,NA,NA,NA,8
1995,New Hampshire,974,52,112,145,39,5,7,7,37,NA,5,407,96,47,15,2,50,2,110,19,126,11,28,NA,5,1,6,NA,7,1,36,NA,NA,NA,5,29,378,NA,96,3,44,3,12,3,4,2,43,4,NA,NA,108,9,37,2,97,NA,NA,2,37,1,NA,NA,4,NA,1,NA,6,NA,NA,NA,7,NA,2,NA,35,NA,NA,NA,NA,NA,NA,NA,5,15,24,3,365,NA,NA,1,95,7,5,NA,35,1,NA,NA,14,NA,3,NA,4,NA,2,2,41,NA,4,NA,NA,NA,NA,2,106,3,6,2,35,1,1,13,84,NA,NA,NA,NA,NA,2,11,26,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,2,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,13,1,23,NA,3,26,339,NA,NA,NA,NA,NA,1,NA,95,1,6,NA,5,NA,NA,2,33,NA,1,NA,NA,NA,NA,3,11
1996,New Hampshire,882,47,97,112,42,2,8,2,34,1,17,394,82,29,15,2,45,3,94,17,95,7,35,NA,2,1,7,NA,2,2,32,NA,1,NA,17,21,373,1,81,3,26,3,12,3,3,NA,41,2,NA,1,94,9,26,1,76,NA,1,NA,41,NA,NA,NA,2,NA,NA,NA,8,NA,1,NA,1,1,NA,NA,33,NA,NA,NA,1,NA,3,NA,14,19,16,10,349,NA,NA,1,81,2,4,NA,23,NA,NA,NA,15,NA,3,NA,3,NA,NA,2,39,NA,2,NA,NA,NA,1,3,91,1,8,3,23,NA,1,13,63,NA,NA,NA,1,NA,NA,7,34,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,31,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,14,NA,19,NA,16,NA,10,21,328,NA,NA,NA,NA,NA,1,1,80,NA,2,NA,4,NA,NA,3,20,NA,NA,NA,NA,NA,NA,3,12
1997,New Hampshire,1034,49,72,134,34,2,11,8,36,2,12,498,109,37,30,NA,49,4,68,20,114,5,29,NA,2,NA,11,NA,8,1,35,NA,2,1,11,27,471,2,107,3,34,4,26,1,1,1,46,3,NA,2,67,12,24,8,90,NA,NA,1,33,NA,1,NA,1,NA,1,NA,10,NA,NA,NA,8,2,3,1,30,1,NA,NA,1,NA,NA,NA,12,26,23,8,441,2,4,1,102,4,2,1,30,3,1,2,24,NA,1,NA,1,NA,1,NA,46,NA,3,NA,NA,NA,2,4,63,NA,12,2,22,NA,8,18,72,NA,NA,NA,NA,NA,1,5,28,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,3,NA,1,1,29,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,11,NA,26,NA,23,NA,8,27,414,NA,2,NA,4,NA,1,2,100,1,3,NA,2,NA,1,2,28,NA,3,NA,1,NA,2,4,20
1998,New Hampshire,981,54,72,124,31,NA,8,9,30,NA,41,456,101,26,29,6,48,2,70,12,112,6,25,NA,NA,NA,8,2,7,4,26,NA,NA,NA,41,24,432,2,99,NA,26,3,26,7,1,NA,46,3,NA,NA,69,8,29,1,86,1,1,NA,29,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,9,1,4,1,24,NA,NA,NA,NA,4,5,NA,32,20,22,7,407,7,1,1,92,2,3,1,20,NA,2,NA,27,2,5,NA,1,NA,NA,4,42,NA,3,NA,NA,NA,NA,2,67,NA,8,1,28,1,NA,10,76,1,NA,NA,1,NA,NA,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,7,1,NA,NA,4,1,NA,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,32,1,19,NA,22,NA,7,23,384,NA,7,NA,1,NA,1,2,90,NA,2,NA,3,NA,1,NA,20,NA,NA,NA,2,NA,NA,3,24
1999,New Hampshire,1065,49,93,157,35,NA,12,3,40,2,38,460,87,34,55,3,46,2,91,19,138,11,24,NA,NA,2,10,NA,3,5,35,NA,2,NA,38,20,440,1,86,1,33,12,43,3,5,1,40,2,1,1,89,16,22,4,115,1,NA,NA,34,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,3,1,2,NA,37,1,NA,NA,1,2,4,NA,32,20,23,2,415,4,3,3,77,2,2,1,29,2,2,NA,51,1,2,NA,5,NA,1,2,38,NA,2,NA,1,NA,1,2,87,1,15,2,20,NA,4,16,99,NA,1,NA,NA,NA,NA,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,NA,5,32,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,4,NA,NA,NA,32,1,19,NA,23,NA,2,19,396,NA,4,NA,3,NA,3,1,76,NA,2,NA,2,NA,1,1,28,1,1,1,1,NA,NA,10,41
2e3,New Hampshire,1130,67,156,155,41,1,10,11,40,2,23,468,102,25,29,3,64,14,142,16,139,16,25,NA,1,NA,10,2,9,4,36,NA,2,1,22,28,440,1,101,1,24,4,25,9,2,3,53,6,6,4,140,20,13,6,116,2,2,NA,37,NA,NA,NA,1,2,NA,NA,8,NA,NA,NA,11,NA,1,2,37,1,NA,NA,1,1,1,NA,21,15,16,9,428,5,NA,4,93,3,1,NA,21,1,1,1,26,NA,9,NA,2,NA,3,3,50,2,4,NA,6,NA,4,12,128,NA,20,1,12,NA,6,15,101,NA,2,NA,2,NA,NA,16,21,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,1,NA,2,4,33,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,20,1,14,NA,16,NA,9,27,401,NA,5,NA,NA,NA,4,1,92,NA,3,NA,1,NA,NA,1,20,NA,1,NA,1,NA,1,4,22
