state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Mississippi,2016,2266009,1854304,2988726,1548961,1439765,1190833,1075176,955778,898526,12307,5999,6308,8468,4204,4264,8261,4044,4217,27373,17181,10192,20841,12691,8150,18892,11246,7646,1132301,605361,526940,822679,448714,373965,716663,386133,330530,87130,39899,47231,54714,24971,29743,52380,23812,28568,32098,16122,15976,16191,8665,7526,13724,7070,6654,1697517,864399,833118,1343116,691588,651528,1044384,523473,520911,2,24,26,4,38,42,515,11656,12171,16,159,175,0,0,0,827,5934,6761
Mississippi,2015,2263210,1854997,2992333,1545520,1446813,1184452,1078758,950440,904557,11086,5559,5527,7701,4069,3632,6976,3599,3377,31223,16639,14584,24380,12832,11548,21524,11250,10274,1130884,601533,529351,813445,444052,369393,710863,382578,328285,85625,37704,47921,55686,22185,33501,52143,19845,32298,28545,15302,13243,14783,7673,7110,12880,6206,6674,1704970,868783,836187,1347215,693641,653574,1050611,526962,523649,4,25,29,1,36,37,537,11757,12294,10,132,142,0,0,0,763,5641,6404
Mississippi,2014,2262018,1866896,2994079,1535297,1458782,1181829,1080189,954836,912060,10514,5554,4960,7749,3662,4087,6857,3150,3707,23766,14006,9760,20296,12157,8139,17778,10411,7367,1129553,595223,534330,813197,440760,372437,716848,381923,334925,79682,34307,45375,53284,22179,31105,49995,20422,29573,37675,15233,22442,15459,6950,8509,13956,5938,8018,1712889,870974,841915,1352033,696121,655912,1061462,532992,528470,2,20,22,3,36,39,589,11889,12478,8,141,149,0,0,0,743,5356,6099
Mississippi,2013,2255085,1874672,2991207,1540005,1451202,1179436,1075649,959433,915239,11073,6159,4914,7426,4203,3223,7160,4131,3029,28321,14980,13341,21491,11748,9743,19711,11158,8553,1127590,596317,531273,807220,439756,367464,714225,381971,332254,79501,35297,44204,54168,21370,32798,49437,18697,30740,30600,17062,13538,13759,7532,6227,12314,6472,5842,1714122,870190,843932,1351021,694827,656194,1071825,537004,534821,5,33,38,1,34,35,710,13769,14479,9,162,171,0,0,0,892,6353,7245
Mississippi,2012,2237499,1872898,2984926,1543407,1441519,1174754,1062745,964306,908592,11835,5853,5982,8264,4175,4089,7562,3627,3935,23808,13152,10656,19094,10651,8443,17496,9607,7889,1124689,599565,525124,794703,435567,359136,707994,382992,325002,76139,33988,42151,51588,20410,31178,50237,19546,30691,30645,16028,14617,13817,7257,6560,11920,6224,5696,1717810,874821,842989,1350033,696694,653339,1077689,542310,535379,3,20,23,0,43,43,719,13956,14675,7,158,165,0,0,0,944,6464,7408
Mississippi,2011,2226732,1866434,2978512,1529416,1449096,1163599,1063133,955544,910890,10950,5130,5820,7985,4019,3966,7554,3746,3808,26766,12342,14424,19579,10461,9118,17784,9357,8427,1116698,590351,526347,787156,429139,358017,699151,374842,324309,81088,32597,48491,53396,19699,33697,50596,18420,32176,25258,13516,11742,10211,5681,4530,9270,5071,4199,1717752,875480,842272,1348405,694600,653805,1082079,544108,537971,3,21,24,3,27,30,668,13510,14178,8,143,151,0,0,0,895,6104,6999
Mississippi,2010,2216967,1859102,2970036,1529348,1440688,1159524,1057443,950830,908272,13124,6706,6418,9226,5083,4143,8728,4889,3839,27051,13514,13537,21006,11291,9715,19871,10818,9053,1105131,584794,520337,773225,419802,353423,686371,366990,319381,74217,31177,43040,49920,19557,30363,47589,18182,29407,27718,15132,12586,13837,7864,5973,12688,7039,5649,1722795,878025,844770,1349753,695927,653826,1083855,542912,540943,4,25,29,1,24,25,678,13351,14029,7,153,160,0,0,0,835,5984,6819
Mississippi,2009,2187529,1837819,2951996,1516807,1435189,1146501,1041028,937377,900442,13690,7126,6564,10401,5474,4927,9717,4944,4773,24189,12549,11640,19833,10429,9404,17943,9103,8840,1094701,578635,516066,761270,412643,348627,676568,359931,316637,65619,27665,37954,42301,17256,25045,40282,15776,24506,35030,17092,17938,18685,10126,8559,16931,8890,8041,1718767,873740,845027,1335039,690573,644466,1076378,538733,537645,4,19,23,1,23,24,822,13610,14432,12,156,168,0,0,0,896,5934,6830
Mississippi,2008,2176235,1834136,2938618,1510775,1427843,1143846,1032389,939889,894247,12336,6170,6166,8138,4451,3687,7606,4101,3505,23497,13226,10271,18763,11903,6860,16817,10440,6377,1102220,578655,523565,759886,413369,346517,678713,362164,316549,56632,25324,31308,38211,15117,23094,36835,14452,22383,25786,13269,12517,13375,5960,7415,11524,4713,6811,1718147,874131,844016,1337862,693046,644816,1082641,544019,538622,3,22,25,2,27,29,1011,14528,15539,11,181,192,0,0,0,953,6001,6954
Mississippi,2007,2158909,1822318,2918785,1504875,1413910,1134121,1024788,930963,891355,11074,5934,5140,7282,3970,3312,6751,3659,3092,24858,13136,11722,18492,9594,8898,17683,8954,8729,1083824,575878,507946,748177,409246,338931,666500,357827,308673,51921,22045,29876,38291,15900,22391,36228,14223,22005,28538,14489,14049,12858,6806,6052,11678,6153,5525,1718570,873393,845177,1333809,688605,645204,1083478,540147,543331,3,18,21,2,37,39,992,14308,15300,7,166,173,0,0,0,956,5922,6878
