year,state,total_prisoners,aggravated_or_simple_assault_total_total_prisoners,burglary_total_total_prisoners,drugs_total_total_prisoners,fraud_total_total_prisoners,motor_vehicle_theft_total_total_prisoners,murder_total_total_prisoners,negligent_manslaughter_total_total_prisoners,other_property_offenses_total_total_prisoners,other_unknown_total_total_prisoners,other_violent_offenses_total_total_prisoners,public_order_total_total_prisoners,rape_or_sexual_assault_total_total_prisoners,robbery_total_total_prisoners,theft_total_total_prisoners,aggravated_or_simple_assault_total_female_prisoners,aggravated_or_simple_assault_total_male_prisoners,burglary_total_female_prisoners,burglary_total_male_prisoners,drugs_total_female_prisoners,drugs_total_male_prisoners,fraud_total_female_prisoners,fraud_total_male_prisoners,motor_vehicle_theft_total_female_prisoners,motor_vehicle_theft_total_male_prisoners,murder_total_female_prisoners,murder_total_male_prisoners,negligent_manslaughter_total_female_prisoners,negligent_manslaughter_total_male_prisoners,other_property_offenses_total_female_prisoners,other_property_offenses_total_male_prisoners,other_unknown_total_female_prisoners,other_unknown_total_male_prisoners,other_violent_offenses_total_female_prisoners,other_violent_offenses_total_male_prisoners,public_order_total_female_prisoners,public_order_total_male_prisoners,rape_or_sexual_assault_total_female_prisoners,rape_or_sexual_assault_total_male_prisoners,robbery_total_female_prisoners,robbery_total_male_prisoners,theft_total_female_prisoners,theft_total_male_prisoners,aggravated_or_simple_assault_black_total_prisoners,aggravated_or_simple_assault_hispanic_total_prisoners,aggravated_or_simple_assault_other_or_unknown_total_prisoners,aggravated_or_simple_assault_white_total_prisoners,burglary_black_total_prisoners,burglary_hispanic_total_prisoners,burglary_other_or_unknown_total_prisoners,burglary_white_total_prisoners,drugs_black_total_prisoners,drugs_hispanic_total_prisoners,drugs_other_or_unknown_total_prisoners,drugs_white_total_prisoners,fraud_black_total_prisoners,fraud_hispanic_total_prisoners,fraud_other_or_unknown_total_prisoners,fraud_white_total_prisoners,motor_vehicle_theft_black_total_prisoners,motor_vehicle_theft_hispanic_total_prisoners,motor_vehicle_theft_other_or_unknown_total_prisoners,motor_vehicle_theft_white_total_prisoners,murder_black_total_prisoners,murder_hispanic_total_prisoners,murder_other_or_unknown_total_prisoners,murder_white_total_prisoners,negligent_manslaughter_black_total_prisoners,negligent_manslaughter_hispanic_total_prisoners,negligent_manslaughter_other_or_unknown_total_prisoners,negligent_manslaughter_white_total_prisoners,other_property_offenses_black_total_prisoners,other_property_offenses_hispanic_total_prisoners,other_property_offenses_other_or_unknown_total_prisoners,other_property_offenses_white_total_prisoners,other_unknown_black_total_prisoners,other_unknown_hispanic_total_prisoners,other_unknown_other_or_unknown_total_prisoners,other_unknown_white_total_prisoners,other_violent_offenses_black_total_prisoners,other_violent_offenses_hispanic_total_prisoners,other_violent_offenses_other_or_unknown_total_prisoners,other_violent_offenses_white_total_prisoners,public_order_black_total_prisoners,public_order_hispanic_total_prisoners,public_order_other_or_unknown_total_prisoners,public_order_white_total_prisoners,rape_or_sexual_assault_black_total_prisoners,rape_or_sexual_assault_hispanic_total_prisoners,rape_or_sexual_assault_other_or_unknown_total_prisoners,rape_or_sexual_assault_white_total_prisoners,robbery_black_total_prisoners,robbery_hispanic_total_prisoners,robbery_other_or_unknown_total_prisoners,robbery_white_total_prisoners,theft_black_total_prisoners,theft_hispanic_total_prisoners,theft_other_or_unknown_total_prisoners,theft_white_total_prisoners,aggravated_or_simple_assault_black_female_prisoners,aggravated_or_simple_assault_black_male_prisoners,aggravated_or_simple_assault_hispanic_female_prisoners,aggravated_or_simple_assault_hispanic_male_prisoners,aggravated_or_simple_assault_other_or_unknown_female_prisoners,aggravated_or_simple_assault_other_or_unknown_male_prisoners,aggravated_or_simple_assault_white_female_prisoners,aggravated_or_simple_assault_white_male_prisoners,burglary_black_female_prisoners,burglary_black_male_prisoners,burglary_hispanic_female_prisoners,burglary_hispanic_male_prisoners,burglary_other_or_unknown_female_prisoners,burglary_other_or_unknown_male_prisoners,burglary_white_female_prisoners,burglary_white_male_prisoners,drugs_black_female_prisoners,drugs_black_male_prisoners,drugs_hispanic_female_prisoners,drugs_hispanic_male_prisoners,drugs_other_or_unknown_female_prisoners,drugs_other_or_unknown_male_prisoners,drugs_white_female_prisoners,drugs_white_male_prisoners,fraud_black_female_prisoners,fraud_black_male_prisoners,fraud_hispanic_female_prisoners,fraud_hispanic_male_prisoners,fraud_other_or_unknown_female_prisoners,fraud_other_or_unknown_male_prisoners,fraud_white_female_prisoners,fraud_white_male_prisoners,motor_vehicle_theft_black_female_prisoners,motor_vehicle_theft_black_male_prisoners,motor_vehicle_theft_hispanic_female_prisoners,motor_vehicle_theft_hispanic_male_prisoners,motor_vehicle_theft_other_or_unknown_female_prisoners,motor_vehicle_theft_other_or_unknown_male_prisoners,motor_vehicle_theft_white_female_prisoners,motor_vehicle_theft_white_male_prisoners,murder_black_female_prisoners,murder_black_male_prisoners,murder_hispanic_female_prisoners,murder_hispanic_male_prisoners,murder_other_or_unknown_female_prisoners,murder_other_or_unknown_male_prisoners,murder_white_female_prisoners,murder_white_male_prisoners,negligent_manslaughter_black_female_prisoners,negligent_manslaughter_black_male_prisoners,negligent_manslaughter_hispanic_female_prisoners,negligent_manslaughter_hispanic_male_prisoners,negligent_manslaughter_other_or_unknown_female_prisoners,negligent_manslaughter_other_or_unknown_male_prisoners,negligent_manslaughter_white_female_prisoners,negligent_manslaughter_white_male_prisoners,other_property_offenses_black_female_prisoners,other_property_offenses_black_male_prisoners,other_property_offenses_hispanic_female_prisoners,other_property_offenses_hispanic_male_prisoners,other_property_offenses_other_or_unknown_female_prisoners,other_property_offenses_other_or_unknown_male_prisoners,other_property_offenses_white_female_prisoners,other_property_offenses_white_male_prisoners,other_unknown_black_female_prisoners,other_unknown_black_male_prisoners,other_unknown_hispanic_female_prisoners,other_unknown_hispanic_male_prisoners,other_unknown_other_or_unknown_female_prisoners,other_unknown_other_or_unknown_male_prisoners,other_unknown_white_female_prisoners,other_unknown_white_male_prisoners,other_violent_offenses_black_female_prisoners,other_violent_offenses_black_male_prisoners,other_violent_offenses_hispanic_female_prisoners,other_violent_offenses_hispanic_male_prisoners,other_violent_offenses_other_or_unknown_female_prisoners,other_violent_offenses_other_or_unknown_male_prisoners,other_violent_offenses_white_female_prisoners,other_violent_offenses_white_male_prisoners,public_order_black_female_prisoners,public_order_black_male_prisoners,public_order_hispanic_female_prisoners,public_order_hispanic_male_prisoners,public_order_other_or_unknown_female_prisoners,public_order_other_or_unknown_male_prisoners,public_order_white_female_prisoners,public_order_white_male_prisoners,rape_or_sexual_assault_black_female_prisoners,rape_or_sexual_assault_black_male_prisoners,rape_or_sexual_assault_hispanic_female_prisoners,rape_or_sexual_assault_hispanic_male_prisoners,rape_or_sexual_assault_other_or_unknown_female_prisoners,rape_or_sexual_assault_other_or_unknown_male_prisoners,rape_or_sexual_assault_white_female_prisoners,rape_or_sexual_assault_white_male_prisoners,robbery_black_female_prisoners,robbery_black_male_prisoners,robbery_hispanic_female_prisoners,robbery_hispanic_male_prisoners,robbery_other_or_unknown_female_prisoners,robbery_other_or_unknown_male_prisoners,robbery_white_female_prisoners,robbery_white_male_prisoners,theft_black_female_prisoners,theft_black_male_prisoners,theft_hispanic_female_prisoners,theft_hispanic_male_prisoners,theft_other_or_unknown_female_prisoners,theft_other_or_unknown_male_prisoners,theft_white_female_prisoners,theft_white_male_prisoners
2002,District of Columbia,6971,646,335,1300,11,78,993,NA,44,1779,4,578,315,757,131,34,612,11,324,65,1235,2,9,1,77,40,953,NA,NA,2,42,40,1739,NA,4,23,555,2,313,21,736,4,127,611,20,1,14,328,1,1,5,1281,11,NA,8,9,NA,1,1,74,1,NA,3,957,20,1,15,NA,NA,NA,NA,43,NA,NA,1,1711,40,2,26,4,NA,NA,NA,550,15,NA,13,296,5,NA,14,742,9,1,5,126,4,NA,1,34,577,NA,20,NA,1,NA,14,10,318,NA,1,NA,1,1,4,63,1218,NA,11,NA,NA,2,6,2,7,NA,NA,NA,1,NA,1,1,73,NA,1,NA,NA,NA,3,39,918,1,19,NA,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2,41,NA,NA,NA,NA,NA,1,37,1674,2,38,NA,2,1,25,NA,4,NA,NA,NA,NA,NA,NA,19,531,NA,15,NA,NA,4,9,2,294,NA,5,NA,NA,NA,14,19,723,NA,9,NA,1,2,3,4,122,NA,4,NA,NA,NA,1
2003,District of Columbia,6936,591,284,1329,8,114,973,NA,30,1991,4,501,283,731,97,32,559,10,274,76,1253,3,5,4,110,35,938,NA,NA,NA,30,53,1938,NA,4,21,480,2,281,19,712,5,92,558,21,1,11,279,2,1,2,1311,14,NA,4,8,NA,NA,NA,107,3,NA,4,938,20,1,14,NA,NA,NA,NA,30,NA,NA,NA,1915,47,1,28,4,NA,NA,NA,475,16,NA,10,265,5,NA,13,715,9,NA,7,96,NA,NA,1,32,526,NA,21,NA,1,NA,11,9,270,NA,2,NA,1,1,1,74,1237,1,13,NA,NA,1,3,3,5,NA,NA,NA,NA,NA,NA,4,103,NA,3,NA,NA,NA,4,33,905,2,18,NA,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,51,1864,1,46,NA,1,1,27,NA,4,NA,NA,NA,NA,NA,NA,15,460,NA,16,NA,NA,6,4,2,263,NA,5,NA,NA,NA,13,18,697,NA,9,NA,NA,1,6,5,91,NA,NA,NA,NA,NA,1
2004,District of Columbia,7382,577,268,1396,9,105,962,2,30,2519,3,485,277,674,75,31,546,8,260,94,1302,NA,9,1,104,33,929,NA,2,1,29,86,2433,NA,3,28,457,2,275,14,660,5,70,547,23,1,6,260,4,1,3,1374,13,NA,9,9,NA,NA,NA,104,NA,NA,1,928,20,1,13,2,NA,NA,NA,29,1,NA,NA,2421,58,1,39,3,NA,NA,NA,463,13,NA,9,258,6,NA,13,654,11,NA,9,75,NA,NA,NA,31,516,NA,23,NA,1,NA,6,6,254,1,3,NA,1,1,2,94,1280,NA,13,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA,1,103,NA,NA,NA,NA,NA,1,32,896,1,19,NA,1,NA,13,NA,2,NA,NA,NA,NA,NA,NA,1,28,NA,1,NA,NA,NA,NA,83,2338,1,57,NA,1,2,37,NA,3,NA,NA,NA,NA,NA,NA,23,440,NA,13,NA,NA,5,4,2,256,NA,6,NA,NA,NA,13,13,641,NA,11,NA,NA,1,8,5,70,NA,NA,NA,NA,NA,NA
2005,District of Columbia,7659,469,222,1206,5,85,951,1,21,3401,3,407,265,548,75,30,439,6,216,102,1104,NA,5,1,84,37,914,NA,1,NA,21,134,3267,NA,3,39,368,3,262,10,538,1,74,448,18,1,2,215,3,1,3,1190,8,NA,8,5,NA,NA,NA,83,1,NA,1,920,19,NA,12,1,NA,NA,NA,21,NA,NA,NA,3260,85,2,54,3,NA,NA,NA,382,10,1,14,249,5,NA,11,532,9,NA,7,72,NA,NA,3,30,418,NA,18,NA,1,NA,2,5,210,NA,3,NA,1,1,2,101,1089,NA,8,NA,NA,1,7,NA,5,NA,NA,NA,NA,NA,NA,1,82,NA,1,NA,NA,NA,1,36,884,1,18,NA,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,129,3131,1,84,NA,2,4,50,NA,3,NA,NA,NA,NA,NA,NA,34,348,NA,10,NA,1,5,9,3,246,NA,5,NA,NA,NA,11,9,523,NA,9,NA,NA,1,6,1,71,NA,NA,NA,NA,NA,3
2006,District of Columbia,7544,440,165,902,6,73,938,1,21,3934,3,314,248,431,68,27,413,7,158,71,831,1,5,2,71,38,900,NA,1,2,19,187,3747,NA,3,18,296,2,246,7,424,1,67,423,13,NA,4,157,3,2,3,890,6,NA,6,6,NA,NA,NA,70,1,NA,2,905,22,NA,11,1,NA,NA,NA,21,NA,NA,NA,3784,88,3,59,3,NA,NA,NA,300,7,1,6,231,6,NA,11,416,9,NA,6,66,1,NA,1,27,396,NA,13,NA,NA,NA,4,6,151,NA,3,NA,2,1,2,68,822,NA,6,NA,NA,3,3,1,5,NA,NA,NA,NA,NA,NA,2,68,NA,1,NA,NA,NA,2,37,868,1,21,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,2,19,NA,NA,NA,NA,NA,NA,180,3604,1,87,NA,3,6,53,NA,3,NA,NA,NA,NA,NA,NA,16,284,NA,7,NA,1,2,4,2,229,NA,6,NA,NA,NA,11,6,410,NA,9,NA,NA,1,5,1,65,NA,1,NA,NA,NA,1
2007,District of Columbia,7255,541,239,1379,13,118,1019,1,31,2513,2,439,293,570,97,34,507,7,232,113,1266,2,11,5,113,43,976,NA,1,2,29,93,2420,NA,2,40,399,3,290,10,560,3,94,515,19,2,5,228,6,1,4,1366,8,NA,5,13,NA,NA,NA,111,3,NA,4,981,23,NA,15,1,NA,NA,NA,31,NA,NA,NA,2408,61,2,42,2,NA,NA,NA,424,7,NA,8,270,9,NA,14,554,11,NA,5,94,2,NA,1,34,481,NA,19,NA,2,NA,5,6,222,NA,6,NA,1,1,3,110,1256,NA,8,NA,NA,3,2,2,11,NA,NA,NA,NA,NA,NA,5,106,NA,3,NA,NA,NA,4,42,939,1,22,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,29,NA,NA,NA,NA,NA,NA,89,2319,1,60,NA,2,3,39,NA,2,NA,NA,NA,NA,NA,NA,36,388,NA,7,NA,NA,4,4,3,267,NA,9,NA,NA,NA,14,10,544,NA,11,NA,NA,NA,5,3,91,NA,2,NA,NA,NA,1
2008,District of Columbia,6774,589,235,1332,11,122,1046,1,39,1940,2,454,305,605,93,41,548,5,230,113,1219,1,10,3,119,45,1001,NA,1,3,36,71,1869,NA,2,25,429,2,303,19,586,3,90,556,21,3,9,228,4,1,2,1316,9,NA,7,11,NA,NA,NA,118,1,NA,3,1007,27,NA,12,1,NA,NA,NA,39,NA,NA,NA,1870,44,2,24,2,NA,NA,NA,435,9,1,9,282,10,NA,13,585,13,NA,7,90,2,NA,1,41,515,NA,21,NA,3,NA,9,4,224,NA,4,NA,1,1,1,111,1205,NA,9,NA,NA,2,5,1,10,NA,NA,NA,NA,NA,NA,3,115,NA,1,NA,NA,NA,3,44,963,1,26,NA,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,3,36,NA,NA,NA,NA,NA,NA,69,1801,1,43,NA,2,1,23,NA,2,NA,NA,NA,NA,NA,NA,23,412,NA,9,NA,1,2,7,2,280,NA,10,NA,NA,NA,13,18,567,1,12,NA,NA,NA,7,3,87,NA,2,NA,NA,NA,1
2009,District of Columbia,6385,629,244,1192,8,118,1040,1,29,1595,3,486,314,639,87,35,594,2,242,87,1105,2,6,1,117,45,995,NA,1,1,28,51,1544,NA,3,23,463,1,313,15,624,3,84,597,21,3,8,236,4,NA,4,1177,12,NA,3,8,NA,NA,NA,113,2,NA,3,1002,26,NA,12,1,NA,NA,NA,29,NA,NA,NA,1539,36,2,18,3,NA,NA,NA,462,11,NA,13,289,11,NA,14,620,13,NA,6,84,2,NA,1,35,562,NA,21,NA,3,NA,8,2,234,NA,4,NA,NA,NA,4,86,1091,NA,12,NA,NA,1,2,2,6,NA,NA,NA,NA,NA,NA,1,112,NA,2,NA,NA,NA,3,44,958,1,25,NA,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,1,28,NA,NA,NA,NA,NA,NA,49,1490,1,35,NA,2,1,17,NA,3,NA,NA,NA,NA,NA,NA,20,442,NA,11,NA,NA,3,10,1,288,NA,11,NA,NA,NA,14,14,606,NA,13,NA,NA,1,5,2,82,1,1,NA,NA,NA,1
2010,District of Columbia,5961,658,240,1104,7,110,985,1,33,1341,3,448,297,655,79,43,615,3,237,105,999,NA,7,4,106,44,941,NA,1,1,32,48,1293,NA,3,23,425,1,296,11,644,3,76,620,24,2,12,229,7,NA,4,1094,8,NA,2,7,NA,NA,NA,107,1,NA,2,945,28,NA,12,1,NA,NA,NA,33,NA,NA,NA,1299,26,1,15,3,NA,NA,NA,429,7,NA,12,267,17,NA,13,635,14,NA,6,75,2,NA,2,42,578,NA,24,NA,2,1,11,1,228,1,6,NA,NA,1,3,103,991,1,7,NA,NA,1,1,NA,7,NA,NA,NA,NA,NA,NA,4,103,NA,1,NA,NA,NA,2,42,903,1,27,NA,NA,1,11,NA,1,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,47,1252,1,25,NA,1,NA,15,NA,3,NA,NA,NA,NA,NA,NA,21,408,NA,7,NA,NA,2,10,1,266,NA,17,NA,NA,NA,13,11,624,NA,14,NA,NA,NA,6,2,73,NA,2,NA,NA,1,1
2011,District of Columbia,5971,745,258,1092,7,123,1005,1,35,1166,2,487,297,672,81,44,701,6,252,78,1014,NA,7,3,120,48,957,NA,1,3,32,45,1121,NA,2,18,469,1,296,12,660,2,79,703,24,2,16,248,5,1,4,1077,12,1,2,7,NA,NA,NA,121,1,NA,1,962,30,NA,13,1,NA,NA,NA,35,NA,NA,NA,1134,19,1,12,2,NA,NA,NA,471,8,1,7,267,18,NA,12,653,13,NA,6,79,1,NA,1,43,660,NA,24,NA,2,1,15,4,244,NA,5,NA,1,2,2,78,999,NA,12,NA,1,NA,2,NA,7,NA,NA,NA,NA,NA,NA,3,118,NA,1,NA,NA,NA,1,45,917,2,28,NA,NA,1,12,NA,1,NA,NA,NA,NA,NA,NA,3,32,NA,NA,NA,NA,NA,NA,43,1091,1,18,NA,1,1,11,NA,2,NA,NA,NA,NA,NA,NA,18,453,NA,8,NA,1,NA,7,1,266,NA,18,NA,NA,NA,12,11,642,NA,13,NA,NA,1,5,2,77,NA,1,NA,NA,NA,1
