state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Arkansas,2016,2282468,1831610,2988248,1517509,1470739,1177218,1105250,925184,906426,10,268,278,0,17,17
Arkansas,2015,2271414,1827973,2978204,1517455,1460749,1174261,1097153,926094,901879,8,279,287,0,15,15
Arkansas,2014,2259516,1825937,2966369,1512141,1454228,1166047,1093469,923302,902635,4,114,118,0,11,11
Arkansas,2013,2249166,1831045,2959373,1498176,1461197,1158142,1091024,924608,906437,8,205,213,1,13,14
Arkansas,2012,2238946,1828899,2949131,1501450,1447681,1156973,1081973,923513,905386,8,175,183,2,15,17
Arkansas,2011,2226659,1824848,2937979,1484798,1453181,1144173,1082486,917622,907226,100,1125,1225,0,6,6
Arkansas,2010,2212082,1817710,2921606,1490353,1431253,1140908,1071174,919210,898500,4,153,157,1,8,9
Arkansas,2009,2181681,1793355,2889450,1478480,1410970,1130711,1050970,907891,885464,4,183,187,0,17,17
Arkansas,2008,2156214,1773950,2855390,1456831,1398559,1111613,1044601,891985,881965,6,168,174,0,17,17
Arkansas,2007,2135054,1760542,2834797,1447346,1387451,1106521,1028533,891266,869276,6,168,174,0,19,19
Arkansas,2006,2118675,1751944,2810872,1433812,1377060,1098641,1020034,883108,868836,0,165,165,0,17,17
Arkansas,2005,2025759,169e4,2694665,1373735,1320930,1049419,976340,854863,835137,6,129,135,0,19,19
Arkansas,2004,2001494,1667193,2668372,1362433,1305939,1039884,961610,847438,819755,9,116,125,0,15,15
Arkansas,2003,1975063,1635204,2650703,1357688,1293015,1027216,947847,833607,801597,0,0,0,1,27,28
Arkansas,2002,1961923,1631366,2638797,1355424,1283373,1031555,930368,838552,792814,NA,NA,NA,1,30,31
Arkansas,2001,1930416,1598218,2618888,1350372,1268516,1007703,922713,814512,783706,NA,NA,NA,0,38,38
Arkansas,2000,1891385,1566855,2581195,1322703,1258492,986023,905362,803352,763503,NA,NA,NA,0,51,51
