state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Wyoming,2016,445361,363174,585501,288697,296804,218603,226758,174854,188320,0,49,49,0,2,2
Wyoming,2015,446677,368905,586107,293248,292859,222276,224401,181073,187832,1,54,55,0,0,0
Wyoming,2014,446810,374770,584153,287723,296430,220223,226587,180903,193867,1,52,53,0,1,1
Wyoming,2013,442390,373526,582658,286499,296159,219105,223285,182064,191462,2,40,42,0,0,0
Wyoming,2012,440162,371589,576412,284411,292001,218097,222065,181444,190145,2,39,41,0,0,0
Wyoming,2011,433541,367758,568158,278935,289223,212981,220560,177593,190165,2,41,43,0,1,1
Wyoming,2010,427961,363280,564460,277752,286708,210827,217134,176212,187068,2,51,53,0,2,2
Wyoming,2009,414877,351648,544270,264778,279492,204172,210705,169202,182446,2,68,70,0,1,1
Wyoming,2008,404715,343138,532668,263380,269288,201704,203011,167914,175224,1,53,54,0,4,4
Wyoming,2007,396119,337062,522830,255652,267178,194600,201519,162972,174090,1,63,64,0,1,1
Wyoming,2006,393018,336338,515004,255976,259028,196867,196151,164884,171454,0,72,72,0,3,3
Wyoming,2005,383367,327533,494170,248594,245576,194756,188611,163422,164111,1,70,71,0,4,4
Wyoming,2004,376652,323598,492534,245797,246737,189525,187127,160839,162759,4,67,71,0,0,0
Wyoming,2003,367675,315308,487341,243545,243796,185285,182390,156305,159003,2,55,57,0,6,6
Wyoming,2002,363129,310337,484833,241138,243695,182866,180263,153869,156468,0,45,45,0,11,11
Wyoming,2001,358315,308081,480332,240876,239456,180820,177495,152861,155220,0,47,47,0,2,2
Wyoming,2000,347372,296289,473089,233255,239834,174054,173318,146185,150104,0,38,38,0,2,2
