year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,West Virginia,553,47,107,49,37,1,37,8,20,6,3,42,54,44,98,5,42,2,105,5,44,9,28,NA,1,3,34,2,6,NA,20,NA,6,NA,3,1,41,NA,54,4,40,4,94,12,NA,NA,35,12,1,NA,94,18,NA,2,29,5,NA,NA,32,NA,NA,NA,1,8,1,NA,28,1,NA,1,6,2,NA,NA,18,1,NA,NA,5,1,NA,NA,2,2,NA,1,39,6,NA,1,47,10,1,1,32,7,NA,NA,91,1,11,NA,NA,NA,NA,4,31,NA,12,NA,1,NA,NA,2,92,2,16,NA,NA,1,1,2,27,2,3,NA,NA,NA,NA,7,25,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,1,NA,NA,3,25,NA,1,NA,NA,1,NA,1,5,NA,2,NA,NA,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,1,NA,39,NA,6,NA,NA,NA,1,NA,47,2,8,NA,1,NA,1,2,30,2,5,NA,NA,NA,NA,2,89
1992,West Virginia,698,44,152,83,49,NA,57,3,27,2,7,71,63,42,98,2,42,2,150,8,75,10,39,NA,NA,9,48,NA,3,2,25,NA,2,2,5,4,67,3,60,1,41,9,89,11,NA,NA,33,23,1,NA,128,23,NA,2,58,9,1,1,38,NA,NA,NA,NA,12,NA,1,44,NA,NA,NA,3,4,NA,1,22,NA,NA,NA,2,NA,NA,NA,7,NA,NA,2,69,6,1,1,55,11,NA,1,30,9,NA,2,87,NA,11,NA,NA,NA,NA,2,31,1,22,NA,1,NA,NA,1,127,2,21,NA,NA,NA,2,6,52,2,7,1,NA,NA,1,7,31,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,1,7,37,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,1,NA,1,21,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,2,4,65,NA,6,NA,1,NA,1,3,52,NA,11,NA,NA,NA,1,1,29,3,6,NA,NA,1,1,5,82
1993,West Virginia,790,61,136,93,57,4,56,10,36,7,5,65,99,44,117,2,59,1,135,10,83,11,46,NA,4,4,52,2,8,2,34,NA,7,1,4,NA,65,1,98,2,42,3,114,13,NA,2,46,17,1,1,117,17,NA,1,75,5,NA,2,50,NA,1,NA,3,8,1,1,46,NA,NA,NA,10,1,NA,NA,35,3,NA,1,3,NA,NA,NA,5,1,2,1,61,4,1,5,89,7,2,1,34,11,1,2,103,1,12,NA,NA,NA,2,1,45,NA,17,NA,1,NA,1,1,116,2,15,NA,NA,NA,1,8,67,2,3,NA,NA,1,1,8,42,NA,NA,NA,1,NA,NA,NA,3,NA,8,NA,1,NA,1,4,42,NA,NA,NA,NA,NA,NA,2,8,NA,1,NA,NA,NA,NA,2,33,NA,3,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,4,NA,1,NA,2,NA,1,NA,61,NA,4,NA,1,NA,5,1,88,NA,7,NA,2,NA,1,2,32,1,10,NA,1,NA,2,2,101
1994,West Virginia,837,51,151,85,60,1,54,2,36,5,17,76,103,68,128,1,50,4,147,6,79,20,40,NA,1,2,52,1,1,2,34,NA,5,2,15,1,75,4,99,3,65,8,120,7,NA,NA,44,8,NA,1,142,29,1,NA,55,11,NA,2,47,NA,NA,NA,1,14,NA,2,38,NA,NA,NA,2,1,NA,1,34,NA,NA,NA,5,2,NA,NA,15,1,1,1,73,5,1,1,96,14,NA,NA,54,15,1,NA,112,NA,7,NA,NA,NA,NA,1,43,NA,8,NA,NA,NA,1,4,138,2,27,NA,1,NA,NA,4,51,4,7,NA,NA,1,1,15,32,NA,NA,NA,NA,NA,NA,NA,1,NA,14,NA,NA,1,1,1,37,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,2,13,NA,1,NA,1,NA,1,1,72,NA,5,NA,1,NA,1,4,92,1,13,NA,NA,NA,NA,2,52,2,13,1,NA,NA,NA,5,107
1995,West Virginia,1266,106,257,137,83,5,87,12,34,13,21,129,157,86,139,4,102,2,255,19,118,19,64,NA,5,9,78,2,10,NA,34,NA,13,6,15,5,124,1,156,4,82,6,133,17,NA,6,83,28,1,22,206,55,2,8,72,11,NA,3,69,1,NA,1,3,12,4,16,55,NA,NA,1,11,4,NA,1,29,1,NA,2,10,1,1,2,17,6,1,7,115,5,2,22,128,31,NA,6,49,15,NA,4,120,2,15,NA,NA,NA,6,2,81,NA,28,NA,1,NA,22,2,204,6,49,NA,2,1,7,12,60,7,4,NA,NA,1,2,11,58,NA,1,NA,NA,NA,1,NA,3,NA,12,NA,4,NA,16,9,46,NA,NA,NA,NA,NA,1,2,9,NA,4,NA,NA,NA,1,NA,29,NA,1,NA,NA,NA,2,NA,10,NA,1,1,NA,NA,2,5,12,2,4,NA,1,NA,7,3,112,1,4,NA,2,NA,22,NA,128,1,30,NA,NA,NA,6,3,46,1,14,NA,NA,NA,4,5,115
1996,West Virginia,1019,56,190,138,76,3,51,6,43,12,8,138,105,63,130,3,53,4,186,19,119,18,58,1,2,4,47,3,3,2,41,1,11,1,7,2,136,6,99,5,58,10,120,9,NA,NA,47,18,6,1,165,63,1,1,73,10,1,NA,65,2,NA,NA,1,8,NA,NA,43,1,NA,NA,5,3,NA,1,39,2,NA,NA,10,2,NA,NA,6,3,NA,NA,135,2,1,2,100,21,1,1,40,13,1,1,115,NA,9,NA,NA,NA,NA,3,44,NA,18,NA,6,NA,1,4,161,8,55,NA,1,NA,1,11,62,2,8,1,NA,NA,NA,15,50,NA,2,NA,NA,NA,NA,1,NA,2,6,NA,NA,NA,NA,2,41,NA,1,NA,NA,NA,NA,3,2,NA,3,NA,NA,NA,1,2,37,1,1,NA,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,1,5,1,2,NA,NA,NA,NA,1,134,NA,2,NA,1,NA,2,6,94,2,19,NA,1,NA,1,3,37,3,10,NA,1,NA,1,7,108
1997,West Virginia,823,47,135,141,60,3,31,5,26,12,12,149,68,44,90,3,44,2,133,21,120,13,47,NA,3,1,30,1,4,1,25,2,10,NA,12,3,146,1,67,1,43,5,85,14,NA,1,32,11,NA,8,116,49,2,2,88,5,NA,1,54,NA,NA,NA,3,8,1,1,21,NA,NA,NA,5,3,NA,NA,23,4,NA,NA,8,1,NA,NA,11,4,NA,2,143,4,2,1,61,9,NA,NA,35,14,NA,2,74,3,11,NA,NA,NA,1,NA,32,NA,11,NA,NA,NA,8,2,114,5,44,NA,2,1,1,15,73,2,3,NA,NA,NA,1,11,43,NA,NA,NA,NA,NA,NA,NA,3,NA,8,NA,1,NA,1,1,20,NA,NA,NA,NA,NA,NA,1,4,NA,3,NA,NA,NA,NA,1,22,NA,4,NA,NA,NA,NA,2,6,NA,1,NA,NA,NA,NA,NA,11,NA,4,NA,NA,NA,2,3,140,NA,4,NA,2,NA,1,1,60,1,8,NA,NA,NA,NA,NA,35,2,12,NA,NA,NA,2,3,71
1998,West Virginia,1466,87,274,215,110,4,78,7,36,28,34,215,145,104,129,8,79,7,267,26,189,31,79,NA,4,8,70,2,5,2,34,2,26,5,29,5,210,4,141,6,98,10,119,16,NA,1,70,23,3,2,246,76,1,4,134,8,NA,3,99,NA,1,NA,3,24,2,2,50,NA,NA,NA,7,4,NA,1,31,6,NA,NA,22,8,NA,3,23,4,2,8,201,15,NA,1,129,43,NA,NA,61,12,NA,1,116,NA,16,NA,NA,NA,1,8,62,1,22,NA,3,NA,2,6,240,7,69,NA,1,NA,4,19,115,6,2,NA,NA,1,2,24,75,NA,NA,NA,1,NA,NA,NA,3,1,23,NA,2,NA,2,7,43,NA,NA,NA,NA,NA,NA,2,5,1,3,NA,NA,NA,1,1,30,1,5,NA,NA,NA,NA,1,21,NA,8,NA,NA,NA,3,5,18,NA,4,NA,2,NA,8,5,196,1,14,NA,NA,NA,1,3,126,3,40,NA,NA,NA,NA,3,58,2,10,NA,NA,NA,1,8,108
1999,West Virginia,1350,102,243,191,97,9,43,8,33,17,36,236,131,81,123,4,98,6,237,19,172,19,78,NA,9,1,42,1,7,1,32,2,15,2,34,8,228,1,130,3,78,6,117,19,8,1,74,13,5,NA,225,64,21,NA,106,12,4,2,79,NA,NA,NA,9,6,9,NA,28,1,1,NA,6,3,NA,NA,30,2,NA,NA,15,8,1,1,26,12,8,7,209,4,14,4,109,15,7,1,58,12,4,2,105,1,18,NA,8,NA,1,3,71,NA,13,NA,5,NA,NA,6,219,5,59,2,19,NA,NA,12,94,1,11,NA,4,1,1,17,62,NA,NA,NA,NA,NA,NA,NA,9,1,5,NA,9,NA,NA,NA,28,NA,1,NA,1,NA,NA,1,5,NA,3,NA,NA,NA,NA,1,29,NA,2,NA,NA,NA,NA,2,13,NA,8,NA,1,NA,1,2,24,NA,12,NA,8,NA,7,8,201,NA,4,NA,14,NA,4,1,108,NA,15,NA,7,1,NA,2,56,NA,12,NA,4,NA,2,6,99
2e3,West Virginia,1338,110,255,171,112,5,56,NA,32,30,21,225,129,82,110,2,108,5,250,13,158,18,94,NA,5,2,54,NA,NA,4,28,2,28,1,20,6,219,NA,129,3,79,6,104,17,1,25,67,14,1,28,212,68,1,23,79,10,NA,13,89,NA,NA,1,4,5,NA,38,13,NA,NA,NA,NA,2,NA,4,26,7,NA,7,16,3,NA,7,11,11,NA,11,203,4,NA,53,72,20,NA,22,40,8,NA,12,90,1,16,NA,1,NA,25,1,66,NA,14,NA,1,NA,28,5,207,2,66,NA,1,NA,23,11,68,3,7,NA,NA,NA,13,15,74,NA,NA,NA,NA,NA,1,NA,4,1,4,NA,NA,NA,38,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4,22,NA,7,NA,NA,NA,7,2,14,NA,3,NA,NA,NA,7,1,10,1,10,NA,NA,NA,11,5,198,NA,4,NA,NA,NA,53,NA,72,NA,20,NA,NA,NA,22,3,37,1,7,NA,NA,NA,12,5,85
