state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,7,33,40,1,2,3,0,1,1,8,36,44
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,NA,NA,NA,0,4,4,NA,NA,NA,0,4,4
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,NA,NA,NA,0,5,5,NA,NA,NA,0,5,5
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,3,30,33,0,0,0,3,25,28,6,55,61
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,2,26,28,1,2,3,1,1,2,4,29,33
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,4,42,46,1,6,7,0,0,0,5,48,53
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,6,34,40,1,5,6,0,0,0,7,39,46
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,2,14,16,1,2,3,0,3,3,3,19,22
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,1,54,55,1,3,4,0,2,2,2,59,61
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,1,27,28,0,4,4,0,2,2,1,33,34
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,4,16,20,0,6,6,0,15,15,4,37,41
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,3,22,25,0,4,4,0,3,3,3,29,32
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,6,28,34,1,5,6,0,8,8,7,41,48
Kansas,2001,1955260,1643253,2612636,1327608,1285028,1008656,946604,827123,816130,NA,NA,33,NA,NA,7,NA,NA,1,NA,NA,41
Kansas,2000,1898076,1570341,2615759,1314627,1301132,975855,922221,784520,785821,NA,NA,41,NA,NA,6,NA,NA,2,NA,NA,49
Kansas,1999,1889539.2,1562631.4,2601317.3,1308679.5,1292637.8,971867,917672.2,780264.3,782367.1,0,33,33,0,4,4,0,4,4,0,41,41
Kansas,1998,1881002.4,1554921.8,2586875.6,1302732,1284143.6,967879,913123.4,776008.6,778913.2,NA,NA,35,NA,NA,3,NA,NA,NA,NA,NA,38
Kansas,1997,1872465.6,1547212.2,2572433.9,1296784.5,1275649.4,963891,908574.6,771752.9,775459.3,NA,NA,3,NA,NA,1,NA,NA,NA,0,4,4
Kansas,1996,1863928.8,1539502.6,2557992.2,1290837,1267155.2,959903,904025.8,767497.2,772005.4,NA,NA,9,NA,NA,7,NA,NA,NA,1,15,16
Kansas,1995,1855392,1531793,2543550.5,1284889.5,1258661,955915,899477,763241.5,768551.5,NA,NA,18,NA,NA,6,NA,NA,0,0,24,24
Kansas,1994,1846855.2,1524083.4,2529108.8,1278942,1250166.8,951927,894928.2,758985.8,765097.6,NA,NA,15,NA,NA,3,NA,NA,2,0,20,20
Kansas,1993,1838318.4,1516373.8,2514667.1,1272994.5,1241672.6,947939,890379.4,754730.1,761643.7,NA,NA,25,NA,NA,12,NA,NA,2,3,36,39
Kansas,1992,1829781.6,1508664.2,2500225.4,1267047,1233178.4,943951,885830.6,750474.4,758189.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Kansas,1991,1821244.8,1500954.6,2485783.7,1261099.5,1224684.2,939963,881281.8,746218.7,754735.9,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,13
