state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,0,7,7,0,0,0,0,0,0,0,7,7
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,0,9,9,NA,NA,NA,NA,NA,NA,0,9,9
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,1,10,11,0,0,0,0,0,0,1,10,11
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,1,12,13,NA,5,5,NA,NA,NA,1,17,18
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,0,6,6,0,1,1,0,0,0,0,7,7
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,0,7,7,0,0,0,0,0,0,0,7,7
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,0,5,5,0,1,1,0,0,0,0,6,6
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,0,0,0,0,4,4,0,0,0,0,4,4
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,0,4,4,0,1,1,0,1,1,0,6,6
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,0,4,4,0,1,1,0,1,1,0,6,6
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,0,5,5,0,0,0,0,0,0,0,5,5
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,0,4,4,0,0,0,0,0,0,0,4,4
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,NA,NA,8,0,0,0,NA,NA,NA,1,7,8
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,1,10,11,0,0,0,0,0,0,1,10,11
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,1,10,11,0,0,0,0,0,0,1,10,11
Montana,1999,643522,536649.5,871287,437055.2,434231.8,329361.8,314160.2,268915.5,267734,0,10,10,0,0,0,0,0,0,0,10,10
Montana,1998,635704,529684,862957,433545.4,429411.6,325614.6,310089.4,265546,264138,0,10,10,0,0,0,0,0,0,0,10,10
Montana,1997,627886,522718.5,854627,430035.6,424591.4,321867.4,306018.6,262176.5,260542,NA,NA,1,NA,NA,7,NA,NA,0,1,7,8
Montana,1996,620068,515753,846297,426525.8,419771.2,318120.2,301947.8,258807,256946,NA,NA,2,NA,NA,4,NA,NA,0,0,6,6
Montana,1995,612250,508787.5,837967,423016,414951,314373,297877,255437.5,253350,NA,NA,4,NA,NA,0,NA,NA,0,0,4,4
Montana,1994,604432,501822,829637,419506.2,410130.8,310625.8,293806.2,252068,249754,NA,NA,4,NA,NA,0,NA,NA,3,0,7,7
Montana,1993,596614,494856.5,821307,415996.4,405310.6,306878.6,289735.4,248698.5,246158,NA,NA,4,NA,NA,1,NA,NA,0,0,5,5
Montana,1992,588796,487891,812977,412486.6,400490.4,303131.4,285664.6,245329,242562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Montana,1991,580978,480925.5,804647,408976.8,395670.2,299384.2,281593.8,241959.5,238966,NA,NA,7,NA,NA,0,NA,NA,0,NA,NA,7
