state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,4,72,76,0,15,15,NA,NA,NA,4,87,91
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,6,65,71,1,27,28,0,4,4,7,96,103
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,2,59,61,0,26,26,0,7,7,2,92,94
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,6,113,119,0,4,4,0,12,12,6,129,135
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,5,109,114,0,0,0,0,6,6,5,115,120
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,30,74,104,5,19,24,NA,NA,NA,35,93,128
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,11,91,102,3,40,43,NA,NA,NA,14,131,145
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,10,82,92,3,37,40,NA,NA,NA,14,118,132
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,4,94,98,4,52,56,NA,NA,NA,8,146,154
Wisconsin,2006,4230524,3544756,5556506,2797812,2758694,2151061,2079463,1750809,1793947,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,147,152
Wisconsin,2005,4093256,3461466,5401740,2740358,2661382,2095112,1998144,1734934,1726532,NA,NA,NA,0,40,40,3,79,82,3,119,122
Wisconsin,2004,4050130,3427031,5353642,2706291,2647351,2070872,1979258,1715077,1711954,2,100,102,2,25,27,NA,NA,NA,4,125,129
Wisconsin,2003,3989998,3369554,5313443,2694462,2618981,2040633,1949365,1685893,1683661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
Wisconsin,2002,3970259,3352244,5294592,2669242,2625350,2028019,1942240,1672565,1679679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
Wisconsin,2001,3952080,3338654,5247393,2658283,2589110,2026943,1925137,1673541,1665113,7,114,121,4,39,43,NA,NA,NA,11,153,164
Wisconsin,2000,3864150,3265111,5242190,2685321,2556869,1978908,1885242,1628646,1636465,7,101,108,3,50,53,NA,NA,NA,10,151,161
Wisconsin,1999,3837410.3,3237283.8,5206115.1,2666003.1,2540112,1967790.6,1869619.7,1616083.6,1621200.2,6,27,33,2,20,22,6,86,92,14,133,147
Wisconsin,1998,3810670.6,3209456.6,5170040.2,2646685.2,2523355,1956673.2,1853997.4,1603521.2,1605935.4,4,83,87,2,27,29,2,18,20,8,128,136
Wisconsin,1997,3783930.9,3181629.4,5133965.3,2627367.3,2506598,1945555.8,1838375.1,1590958.8,1590670.6,NA,NA,48,NA,NA,23,NA,NA,13,5,79,84
Wisconsin,1996,3757191.2,3153802.2,5097890.4,2608049.4,2489841,1934438.4,1822752.8,1578396.4,1575405.8,NA,NA,43,NA,NA,18,NA,NA,30,8,83,91
Wisconsin,1995,3730451.5,3125975,5061815.5,2588731.5,2473084,1923321,1807130.5,1565834,1560141,NA,NA,47,NA,NA,11,NA,NA,14,5,67,72
Wisconsin,1994,3703711.8,3098147.8,5025740.6,2569413.6,2456327,1912203.6,1791508.2,1553271.6,1544876.2,NA,NA,27,NA,NA,8,NA,NA,30,7,58,65
Wisconsin,1993,3676972.1,3070320.6,4989665.7,2550095.7,2439570,1901086.2,1775885.9,1540709.2,1529611.4,NA,NA,53,NA,NA,3,NA,NA,0,6,50,56
Wisconsin,1992,3650232.4,3042493.4,4953590.8,2530777.8,2422813,1889968.8,1760263.6,1528146.8,1514346.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
Wisconsin,1991,3623492.7,3014666.2,4917515.9,2511459.9,2406056,1878851.4,1744641.3,1515584.4,1499081.8,NA,NA,37,NA,NA,3,NA,NA,0,NA,NA,40
