state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,NA,NA,NA,1,4,5,7,16,23,8,20,28
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,NA,NA,NA,NA,NA,5,NA,NA,8,2,11,13
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,4,5,9,2,8,10,0,10,10,6,23,29
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,NA,NA,NA,0,1,1,2,13,15,2,14,16
Alaska,2001,424576,394247,615531,300465,315066,208455,216121,193241,201006,NA,NA,NA,0,1,1,2,13,15,2,14,16
Alaska,2000,406721,373955,609687,296257,313430,196913,209808,180006,193949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,1999,403894.6,372421.2,603787.9,292809.6,310978.3,195021.8,208872.8,178647,193774.2,3,2,5,1,6,7,2,2,4,6,10,16
Alaska,1998,401068.2,370887.4,597888.8,289362.2,308526.6,193130.6,207937.6,177288,193599.4,1,9,10,3,3,6,0,0,0,4,12,16
Alaska,1997,398241.8,369353.6,591989.7,285914.8,306074.9,191239.4,207002.4,175929,193424.6,NA,NA,0,NA,NA,0,NA,NA,10,4,6,10
Alaska,1996,395415.4,367819.8,586090.6,282467.4,303623.2,189348.2,206067.2,174570,193249.8,NA,NA,4,NA,NA,NA,NA,NA,6,2,8,10
Alaska,1995,392589,366286,580191.5,279020,301171.5,187457,205132,173211,193075,NA,NA,0,NA,NA,5,NA,NA,0,0,5,5
Alaska,1994,389762.6,364752.2,574292.4,275572.6,298719.8,185565.8,204196.8,171852,192900.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,1993,386936.2,363218.4,568393.3,272125.2,296268.1,183674.6,203261.6,170493,192725.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,1992,384109.8,361684.6,562494.2,268677.8,293816.4,181783.4,202326.4,169134,192550.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
Alaska,1991,381283.4,360150.8,556595.1,265230.4,291364.7,179892.2,201391.2,167775,192375.8,NA,NA,7,NA,NA,2,NA,NA,0,NA,NA,9
