state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Minnesota,2016,4236521,3467457,5519952,2776831,2743121,2151984,2084537,1727847,1739610,9,417,426,0,8,8
Minnesota,2015,4208742,3468203,5489594,2759489,2730105,2135853,2072889,1725528,1742675,14,458,472,0,10,10
Minnesota,2014,4181144,3463225,5457173,2750651,2706522,2124581,2056563,1723920,1739305,35,599,634,0,10,10
Minnesota,2013,4146028,3445541,5420380,2747152,2673228,2113374,2032654,1723353,1722188,14,517,531,0,13,13
Minnesota,2012,4104420,3437697,5379139,2706619,2672520,2084198,2020222,1707174,1730523,10,545,555,0,7,7
Minnesota,2011,4065715,3410073,5344861,2692488,2652373,2070032,1995683,1697111,1712962,11,551,562,0,5,5
Minnesota,2010,4027588,3389211,5310584,2672794,2637790,2050291,1977297,1688395,1700816,10,505,515,3,29,32
Minnesota,2009,4008244,3382159,5266215,2657192,2609023,2039761,1968483,1682770,1699389,17,452,469,2,11,13
Minnesota,2008,3966043,3368484,5220393,2624060,2596333,2003426,1962617,1657378,1711106,9,302,311,0,13,13
Minnesota,2007,3936036,3343268,5197621,2608076,2589545,1994521,1941515,1653199,1690069,9,275,284,0,10,10
Minnesota,2006,3915729,3324271,5167101,2598805,2568296,1987674,1928055,1646345,1677926,10,294,304,0,11,11
Minnesota,2005,3732482,3197058,4969152,2501040,2468112,1897309,1835173,1593986,1603072,7,331,338,0,16,16
Minnesota,2004,3722060,3185624,4958748,2498800,2459948,1897193,1824867,1593933,1591691,12,397,409,1,21,22
Minnesota,2003,3677177,3148010,4919584,2484582,2435002,1874367,1802810,1571511,1576499,8,216,224,2,18,20
Minnesota,2002,3634196,3111914,4882303,2459611,2422692,1855568,1778628,1556887,1555027,7,143,150,1,13,14
Minnesota,2001,3637692,3120740,4836367,2443178,2393189,1858524,1779168,1561798,1558942,NA,NA,NA,1,13,14
Minnesota,2000,3549788,3025178,4850802,2438317,2412485,1798963,1750825,1495249,1529929,NA,NA,NA,8,16,24
