state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
California,2016,30161367,25208518,39250017,19752605,19497412,15316063,14845304,12543904,12664614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2015,30036576,25242668,39144818,19718423,19426395,15252323,14784253,12565280,12677388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2014,29657288,25051350,38802500,19544750,19257750,15066286,14591002,12484967,12566383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2013,29166485,24748650,38332521,19273782,19058739,14802893,14363592,12315189,12433461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2012,28811886,24580453,38041430,19130566,18910864,14618952,14192934,12231612,12348841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2011,28428497,24342806,37691912,18938705,18753207,14423636,14004861,12112730,12230076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2010,28045434,24084544,37349363,18782439,18566924,14238965,13806469,11987395,12097149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2009,27529898,23675378,36961664,18440773,18520891,13855146,13674752,11638857,12036521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2008,27407685,23581891,36756666,18373167,18383499,13811667,13596018,11614904,11966987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2007,27145831,23428281,36553215,18272008,18281207,13680468,13465363,11535522,11892759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2006,26913190,23266323,36457549,18235868,18221681,13565186,13348004,11462253,11804070,NA,NA,NA,0,13,13,NA,NA,NA,0,1,1,0,13,13,3,312,315,0,1,1,3,39,42,6,416,422
California,2005,25665530,22202559,35340566,17798914,17541652,13076050,12589480,11101730,11100829,NA,NA,NA,0,7,7,0,9,9,0,2,2,2,11,13,14,291,305,0,0,0,0,32,32,17,357,374
California,2004,25494686,22071260,35057375,17687829,17369546,13016395,12478291,11041125,11030135,NA,NA,NA,0,3,3,0,0,0,0,0,0,0,8,8,9,292,301,0,0,0,3,27,30,12,344,356
California,2003,25298742,21939768,34644509,17472389,17172120,12908627,12390115,10982624,10957144,NA,NA,NA,0,5,5,0,13,13,0,0,0,0,13,13,3,187,190,0,2,2,0,35,35,7,306,313
California,2002,24903151,21595083,34325414,17368754,16956660,12743589,12159562,10851630,10743453,NA,NA,NA,0,5,5,0,20,20,0,1,1,0,9,9,16,265,281,0,0,0,0,22,22,16,322,338
California,2001,24050763,20781306,33713792,17050634,16663158,12311489,11739274,10440547,10340759,NA,NA,NA,0,12,12,0,15,15,0,1,1,0,12,12,10,190,200,0,0,0,1,29,30,11,275,286
California,2000,23923698,20727821,33087051,16699671,16387380,12243261,11680437,10396081,10331740,NA,NA,NA,0,2,2,3,9,12,0,1,1,0,8,8,18,218,236,0,1,1,0,16,16,22,259,281
California,1999,23730164.9,20564152.8,32749918.6,16516501.7,16233416.9,12128977.7,11601187.2,10295615.4,10268537.4,NA,NA,NA,0,11,11,2,30,32,0,2,2,0,12,12,12,201,213,0,0,0,0,24,24,15,289,304
California,1998,23536631.8,20400484.6,32412786.2,16333332.4,16079453.8,12014694.4,11521937.4,10195149.8,10205334.8,0,15,15,0,7,7,4,25,29,0,1,1,NA,NA,NA,10,198,208,NA,NA,NA,0,21,21,NA,NA,NA
California,1997,23343098.7,20236816.4,32075653.8,16150163.1,15925490.7,11900411.1,11442687.6,10094684.2,10142132.2,0,14,14,1,4,5,3,33,36,0,0,0,NA,NA,NA,11,180,191,NA,NA,NA,0,18,18,NA,NA,NA
California,1996,23149565.6,20073148.2,31738521.4,15966993.8,15771527.6,11786127.8,11363437.8,9994218.6,10078929.6,0,11,11,0,1,1,2,47,49,0,2,2,NA,NA,NA,9,145,154,NA,NA,NA,0,18,18,NA,NA,NA
California,1995,22956032.5,19909480,31401389,15783824.5,15617564.5,11671844.5,11284188,9893753,10015727,0,5,5,0,2,2,5,86,91,0,0,0,NA,NA,NA,4,126,130,NA,NA,NA,0,25,25,NA,NA,NA
California,1994,22762499.4,19745811.8,31064256.6,15600655.2,15463601.4,11557561.2,11204938.2,9793287.4,9952524.4,0,3,3,0,0,0,0,57,57,0,0,0,NA,NA,NA,8,103,111,NA,NA,NA,0,15,15,NA,NA,NA
California,1993,22568966.3,19582143.6,30727124.2,15417485.9,15309638.3,11443277.9,11125688.4,9692821.8,9889321.8,0,12,12,0,2,2,1,61,62,0,1,1,NA,NA,NA,2,93,95,NA,NA,NA,1,27,28,NA,NA,NA
California,1992,22375433.2,19418475.4,30389991.8,15234316.6,15155675.2,11328994.6,11046438.6,9592356.2,9826119.2,0,9,9,0,1,1,0,41,41,0,1,1,NA,NA,NA,2,65,67,NA,NA,NA,0,13,13,NA,NA,NA
California,1991,22181900.1,19254807.2,30052859.4,15051147.3,15001712.1,11214711.3,10967188.8,9491890.6,9762916.6,0,4,4,0,0,0,1,37,38,0,0,0,NA,NA,NA,2,76,78,NA,NA,NA,0,15,15,NA,NA,NA
California,1990,21988367,19091139,29715727,14867978,14847749,11100428,10887939,9391425,9699714,0,9,9,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,1,101,102,NA,NA,NA,0,17,17,NA,NA,NA
California,1989,21512560.3,18683113.1,29116618.3,14587300.2,14529318.1,10878245.2,10634315.1,9207658.5,9475454.6,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,12,107,119,NA,NA,NA,1,19,20,NA,NA,NA
California,1988,21036753.6,18275087.2,28517509.6,14306622.4,14210887.2,10656062.4,10380691.2,9023892,9251195.2,0,9,9,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,2,144,146,NA,NA,NA,0,21,21,NA,NA,NA
