state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
District of Columbia,2016,560717,486873,681170,358010,323160,297785,262932,254002,232871,848,214,634,848,214,634,530,139,391,26159,16051,10108,24493,14959,9534,22349,13527,8822,316344,173090,143254,250129,140011,110118,207588,113486,94102,74277,36149,38128,54643,26494,28149,51077,24088,26989,15785,8675,7110,9399,5005,4394,9013,4828,4185,247757,123831,123926,221205,111102,110103,196316,97934,98382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2015,554182,485241,672228,351509,320719,293839,260343,252159,233082,1281,713,568,1281,713,568,1174,606,568,25701,14976,10725,23369,14310,9059,22335,13683,8652,313065,170234,142831,245483,135858,109625,204197,109445,94752,71453,34361,37092,53881,26117,27764,51394,24687,26707,18302,10279,8023,13533,8415,5118,12697,7757,4940,242426,120946,121480,216635,108426,108209,193444,95981,97463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2014,544698,475459,658893,345789,313104,290319,254379,248975,226484,1578,1043,535,1578,1043,535,1483,1043,440,25104,14628,10476,22507,13227,9280,20864,12221,8643,314259,170342,143917,247554,137501,110053,206400,111707,94693,68232,33282,34950,51585,25615,25970,48672,23621,25051,14819,9044,5775,10686,7020,3666,10496,6879,3617,234901,117450,117451,210788,105913,104875,187544,93504,94040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2013,534956,466773,646449,341690,304759,285091,249865,243857,222916,852,515,337,852,515,337,473,231,242,21798,12717,9081,19650,11829,7821,18610,11295,7315,310307,170012,140295,243649,135978,107671,203103,110341,92762,65921,33454,32467,50170,24775,25395,47377,22409,24968,17577,9032,8545,13345,7202,6143,12036,6651,5385,229994,115960,114034,207290,104792,102498,185174,92930,92244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2012,522969,456589,632323,334071,298252,279313,243656,239743,216846,1633,755,878,1608,730,878,1384,566,818,22169,13177,8992,20142,11960,8182,19169,11310,7859,309235,169615,139620,242711,136623,106088,201829,110983,90846,63098,30925,32173,48045,23292,24753,44861,21359,23502,13607,7061,6546,9597,4793,4804,9340,4536,4804,222581,112538,110043,200866,101915,98951,180006,90989,89017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2011,512925,449204,617996,325336,292660,274154,238771,236150,213054,1519,926,593,922,577,345,922,577,345,22148,12937,9211,20503,11822,8681,19655,11107,8548,305038,166234,138804,239686,133751,105935,200205,108891,91314,58478,27800,30678,44988,22257,22731,42199,20609,21590,12804,7768,5036,9228,5720,3508,8369,5273,3096,218009,109671,108338,197598,100027,97571,177854,89693,88161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2010,503673,438416,604453,319306,285147,269243,234430,229075,209341,1311,1017,294,1311,1017,294,728,434,294,21050,12350,8700,19510,11566,7944,18631,10804,7827,305404,166654,138750,238605,133544,105061,198171,107427,90744,55203,26767,28436,43225,20945,22280,40725,19283,21442,11250,6538,4712,8133,4724,3409,7185,4034,3151,210235,105980,104255,192889,97447,95442,172976,87093,85883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2009,486030,421039,599657,317955,281702,261761,224269,221755,199284,1605,1286,319,1605,1286,319,1461,1209,252,17645,9698,7947,15827,8889,6938,14787,8116,6671,316207,174877,141330,245107,139590,105517,204203,113308,90895,53108,24641,28467,39138,18321,20817,36759,16605,20154,11798,6643,5155,7539,4477,3062,6941,3935,3006,199294,100810,98484,176814,89198,87616,156888,78582,78306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2008,479848,414039,591833,311997,279836,257984,221864,218189,195850,1717,1035,682,1320,1035,285,1320,1035,285,19389,10618,8771,16555,9495,7060,15457,8876,6581,312228,173039,139189,239807,137832,101975,198520,111582,86938,51260,23941,27319,39502,18538,20964,36216,16431,19785,12755,6648,6107,9194,4793,4401,8248,4149,4099,194484,96716,97768,173470,86291,87179,154278,76116,78162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2007,474261,408986,588292,311294,276998,255209,219052,214438,194548,691,691,0,476,476,0,353,353,0,18573,11555,7018,15976,9587,6389,14494,8514,5980,319992,174095,145897,243656,137985,105671,200701,110392,90309,48941,24441,24500,37775,18259,19516,35229,16482,18747,11702,6460,5242,8279,4227,4052,7895,3952,3943,188393,94052,94341,168099,84675,83424,150314,74745,75569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2006,469505,402006,581530,309259,272271,253185,216320,210877,191129,1848,805,1043,1593,550,1043,1474,431,1043,19756,10917,8839,17229,9822,7407,15878,8932,6946,318996,176517,142479,241041,136601,104440,195245,106582,88663,46500,22327,24173,37256,17758,19498,35266,16362,18904,9724,5436,4288,6226,3978,2248,5712,3537,2175,184706,93257,91449,166160,84476,81684,148431,75033,73398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2005,394069,336281,508572,269839,238733,212633,181436,177350,158931,1102,476,626,1102,476,626,1028,476,552,14948,8382,6566,13371,7565,5806,12030,6804,5226,289767,160039,129728,208037,119225,88812,168854,94440,74414,43856,21069,22787,31283,14665,16618,29225,13181,16044,10157,5002,5155,6231,3163,3068,5850,2979,2871,148742,74871,73871,134045,67539,66506,119294,59470,59824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2004,409773,351029,518074,274807,243267,220847,188926,184776,166253,1225,721,504,1128,624,504,932,624,308,15300,8387,6913,13820,7674,6146,12530,7060,5470,296524,163296,133228,218386,124661,93725,179164,99945,79219,45879,21267,24612,34781,15777,19004,32882,14398,18484,8694,5301,3393,6693,3665,3028,6259,3405,2854,150452,75835,74617,134965,68446,66519,119262,59344,59918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
