state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,71,245,316,NA,NA,NA,NA,284,6865,7149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,23834,26871
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,69,1104,1173,NA,NA,NA,NA,344,7102,7446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058,25489,28547
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,63,1016,1079,NA,NA,NA,NA,321,7046,7367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851,24799,27650
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,104,2302,2406,NA,NA,NA,294,294,6757,7051,6757,0,0,0,7051,2484,18012,20496,0,0,0,2778,24769,27547
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,105,2268,2373,NA,NA,NA,302,302,6121,6423,6121,0,0,0,6423,2195,16607,18802,0,0,0,2497,22728,25225
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,64,2024,2088,NA,NA,NA,201,201,5825,6026,5825,0,0,0,6026,2218,17733,19951,0,0,0,2419,23558,25977
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,56,1849,1905,NA,NA,NA,186,186,5833,6019,5833,0,0,0,6019,2363,17870,20233,0,0,0,2549,23703,26252
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,66,2172,2238,NA,NA,NA,NA,165,5824,5989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573,22230,24803
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,141,2007,2148,NA,NA,NA,NA,155,5556,5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495,22165,24660
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,147,1745,1892,NA,NA,NA,NA,134,5783,5917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2462,22141,24603
