year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,Hawaii,456,24,43,95,11,9,19,4,4,84,27,38,30,33,35,NA,24,5,38,16,79,5,6,NA,9,4,15,1,3,NA,4,19,65,2,25,3,35,NA,30,1,32,8,27,NA,NA,24,NA,NA,NA,43,NA,NA,NA,95,NA,NA,NA,11,NA,NA,NA,9,NA,NA,NA,19,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,84,NA,NA,NA,27,NA,NA,NA,38,NA,NA,NA,30,NA,NA,NA,33,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,5,38,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,4,15,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,19,65,NA,NA,NA,NA,NA,NA,2,25,NA,NA,NA,NA,NA,NA,3,35,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,8,27,NA,NA
1992,Hawaii,644,31,56,111,8,17,14,3,11,47,40,187,33,32,54,3,28,3,53,16,95,2,6,2,15,NA,14,1,2,1,10,5,42,1,39,12,175,1,32,1,31,10,44,NA,NA,31,NA,NA,NA,56,NA,NA,NA,111,NA,NA,NA,8,NA,NA,NA,17,NA,NA,NA,14,NA,NA,NA,3,NA,NA,NA,11,NA,NA,NA,47,NA,NA,NA,40,NA,NA,NA,187,NA,NA,NA,33,NA,NA,NA,32,NA,NA,NA,54,NA,NA,NA,NA,NA,3,28,NA,NA,NA,NA,NA,NA,3,53,NA,NA,NA,NA,NA,NA,16,95,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,5,42,NA,NA,NA,NA,NA,NA,1,39,NA,NA,NA,NA,NA,NA,12,175,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,NA,NA,1,31,NA,NA,NA,NA,NA,NA,10,44,NA,NA
1993,Hawaii,1042,28,67,106,16,13,41,2,9,125,44,416,63,37,75,1,27,5,62,20,86,5,11,NA,13,3,38,NA,2,NA,9,21,104,1,43,21,395,1,62,5,32,16,59,NA,NA,28,NA,NA,NA,67,NA,NA,NA,106,NA,NA,NA,16,NA,NA,NA,13,NA,NA,NA,41,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,125,NA,NA,NA,44,NA,NA,NA,416,NA,NA,NA,63,NA,NA,NA,37,NA,NA,NA,75,NA,NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,5,62,NA,NA,NA,NA,NA,NA,20,86,NA,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3,38,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,21,104,NA,NA,NA,NA,NA,NA,1,43,NA,NA,NA,NA,NA,NA,21,395,NA,NA,NA,NA,NA,NA,1,62,NA,NA,NA,NA,NA,NA,5,32,NA,NA,NA,NA,NA,NA,16,59,NA,NA
1994,Hawaii,1094,46,73,98,26,26,52,NA,7,75,58,429,64,49,91,7,39,7,66,9,89,10,16,2,24,1,51,NA,NA,1,6,11,64,3,55,41,388,NA,64,4,45,14,77,NA,NA,46,NA,NA,NA,73,NA,NA,NA,98,NA,NA,NA,26,NA,NA,NA,26,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,75,NA,NA,NA,58,NA,NA,NA,429,NA,NA,NA,64,NA,NA,NA,49,NA,NA,NA,91,NA,NA,NA,NA,NA,7,39,NA,NA,NA,NA,NA,NA,7,66,NA,NA,NA,NA,NA,NA,9,89,NA,NA,NA,NA,NA,NA,10,16,NA,NA,NA,NA,NA,NA,2,24,NA,NA,NA,NA,NA,NA,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,11,64,NA,NA,NA,NA,NA,NA,3,55,NA,NA,NA,NA,NA,NA,41,388,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,4,45,NA,NA,NA,NA,NA,NA,14,77,NA,NA
1995,Hawaii,932,31,58,127,14,30,17,1,10,45,31,451,39,26,52,2,29,3,55,19,108,5,9,1,29,1,16,NA,1,NA,10,14,31,NA,31,28,423,1,38,NA,26,12,40,NA,NA,31,NA,NA,NA,58,NA,NA,NA,127,NA,NA,NA,14,NA,NA,NA,30,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,45,NA,NA,NA,31,NA,NA,NA,451,NA,NA,NA,39,NA,NA,NA,26,NA,NA,NA,52,NA,NA,NA,NA,NA,2,29,NA,NA,NA,NA,NA,NA,3,55,NA,NA,NA,NA,NA,NA,19,108,NA,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,1,29,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,14,31,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,28,423,NA,NA,NA,NA,NA,NA,1,38,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,12,40,NA,NA
1996,Hawaii,1140,40,93,125,20,32,50,NA,8,49,38,502,47,40,96,1,39,5,88,28,97,5,15,3,29,4,46,NA,NA,1,7,22,27,1,37,31,471,NA,47,4,36,22,74,NA,NA,40,NA,NA,NA,93,NA,NA,NA,125,NA,NA,NA,20,NA,NA,NA,32,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,49,NA,NA,NA,38,NA,NA,NA,502,NA,NA,NA,47,NA,NA,NA,40,NA,NA,NA,96,NA,NA,NA,NA,NA,1,39,NA,NA,NA,NA,NA,NA,5,88,NA,NA,NA,NA,NA,NA,28,97,NA,NA,NA,NA,NA,NA,5,15,NA,NA,NA,NA,NA,NA,3,29,NA,NA,NA,NA,NA,NA,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,22,27,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,31,471,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,4,36,NA,NA,NA,NA,NA,NA,22,74,NA,NA
1997,Hawaii,1882,51,102,282,23,69,28,18,16,125,69,872,65,62,100,3,48,5,97,57,225,10,13,9,60,1,27,1,17,1,15,37,88,3,66,81,791,NA,65,5,57,25,75,1,1,39,10,3,NA,77,22,18,3,217,44,1,NA,15,7,NA,1,56,12,6,NA,15,7,NA,NA,11,7,NA,1,14,1,4,3,102,16,3,3,54,9,36,21,652,163,3,1,46,15,4,NA,46,12,7,3,73,17,NA,1,NA,1,1,38,2,8,NA,3,NA,NA,3,74,2,20,3,15,NA,3,34,183,20,24,NA,1,NA,NA,6,9,4,3,NA,NA,NA,1,5,51,4,8,1,5,NA,NA,NA,15,NA,7,NA,NA,NA,NA,NA,11,1,6,NA,NA,NA,1,1,13,NA,1,2,2,1,2,28,74,6,10,NA,3,NA,3,2,52,1,8,NA,36,2,19,59,593,20,143,NA,3,NA,1,NA,46,NA,15,NA,4,NA,NA,4,42,1,11,1,6,2,1,18,55,4,13
1998,Hawaii,2998,108,210,636,75,108,45,10,32,108,171,1013,117,132,233,10,98,29,181,154,482,28,47,12,96,1,44,2,8,3,29,45,63,14,157,120,893,NA,117,18,114,67,166,4,1,78,25,6,2,156,46,36,19,459,122,2,1,49,23,2,1,86,19,2,NA,29,14,NA,NA,5,5,NA,NA,20,12,3,1,79,25,3,4,124,40,48,12,765,188,7,1,90,19,6,2,97,27,10,NA,161,62,NA,4,NA,1,5,73,5,20,NA,6,1,1,22,134,6,40,9,27,1,18,101,358,43,79,1,1,1,NA,19,30,7,16,1,1,NA,1,8,78,3,16,NA,2,NA,NA,NA,29,1,13,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,1,19,2,10,2,1,1,NA,38,41,4,21,NA,3,NA,4,9,115,5,35,NA,48,1,11,91,674,28,160,NA,7,NA,1,NA,90,NA,19,2,4,NA,2,11,86,5,22,4,6,NA,NA,48,113,15,47
1999,Hawaii,2699,114,184,474,59,111,36,21,26,152,141,965,96,113,207,10,104,16,168,104,370,25,34,7,104,3,33,5,16,2,24,81,71,12,129,105,860,NA,96,8,105,60,147,5,1,90,18,3,2,134,45,26,13,331,104,1,NA,39,19,NA,2,88,21,1,1,30,4,3,NA,14,4,NA,NA,22,4,5,3,119,25,3,1,110,27,50,25,708,182,4,4,78,10,7,1,82,23,4,3,136,64,1,4,NA,1,8,82,1,17,NA,3,NA,2,9,125,7,38,2,24,3,10,68,263,31,73,NA,1,NA,NA,17,22,8,11,NA,NA,1,1,5,83,1,20,NA,1,NA,1,3,27,NA,4,1,2,NA,NA,2,12,2,2,NA,NA,NA,NA,1,21,1,3,5,NA,1,2,63,56,12,13,NA,3,NA,1,10,100,2,25,NA,50,5,20,73,635,27,155,NA,4,NA,4,NA,78,NA,10,NA,7,NA,1,7,75,1,22,1,3,NA,3,43,93,16,48
2e3,Hawaii,1726,74,189,294,17,89,22,22,24,15,104,504,89,108,175,5,69,19,170,61,233,7,10,11,78,1,21,1,21,1,23,2,13,4,100,102,402,NA,89,8,100,45,130,5,NA,52,17,9,6,126,48,25,10,193,66,NA,NA,13,4,NA,1,74,14,NA,1,20,1,1,1,15,5,1,1,15,7,NA,NA,12,3,3,5,74,22,28,15,328,133,2,2,59,26,7,4,75,22,6,5,116,48,NA,5,NA,NA,4,48,1,16,NA,9,NA,6,12,114,7,41,NA,25,1,9,44,149,16,50,NA,NA,NA,NA,7,6,NA,4,NA,NA,NA,1,9,65,2,12,NA,NA,NA,1,1,19,NA,1,NA,1,NA,1,NA,15,1,4,NA,1,NA,1,1,14,NA,7,NA,NA,NA,NA,NA,12,2,1,NA,3,NA,5,3,71,1,21,7,21,5,10,57,271,33,100,NA,2,NA,2,NA,59,NA,26,1,6,NA,4,5,70,2,20,NA,6,1,4,33,83,11,37
