state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,284194,145813,138381,200489,105516,94973,174361,91128,83233,80933,45254,35679,62496,36189,26307,57195,32626,24569,276547,140956,135591,205419,106327,99092,179907,91970,87937,404840,190356,214484,245832,114496,131336,232769,106461,126308,282417,138862,143555,169165,84878,84287,151297,74577,76720,2594630,1317564,1277066,2078019,1065833,1012186,1617734,808393,809341,520,2419,2939,12,93,105,443,6596,7039,155,1795,1950,9,41,50,1859,12604,14463
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,268409,140586,127823,190348,100535,89813,163801,85218,78583,81435,43461,37974,63787,34368,29419,58345,30348,27997,281213,136673,144540,212699,105169,107530,186973,90996,95977,396307,189295,207012,238827,112259,126568,228581,106043,122538,288258,145367,142891,167766,85678,82088,150230,75828,74402,2595716,1318050,1277666,2078751,1068418,1010333,1631305,819232,812073,481,2600,3081,12,93,105,465,6999,7464,145,1925,2070,8,44,52,1908,13543,15451
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,280094,142653,137441,193464,99631,93833,170057,87106,82951,80927,42127,38800,62862,34194,28668,56993,29985,27008,282216,144925,137291,206973,105304,101669,183839,91958,91881,378221,179722,198499,228083,108829,119254,216213,102474,113739,258982,131688,127294,157431,80898,76533,140421,70471,69950,2597611,1320567,1277044,2079215,1068497,1010718,1638191,823229,814962,478,2542,3020,7,92,99,471,6970,7441,121,1839,1960,5,41,46,1769,13315,15084
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,295485,148958,146527,197733,102989,94744,175462,90485,84977,65750,35645,30105,52753,29149,23604,49009,27389,21620,277123,140097,137026,202281,102918,99363,179661,90495,89166,370083,176244,193839,223355,105296,118059,214673,100785,113888,247383,125408,121975,150544,78415,72129,132835,68535,64300,2594744,1319769,1274975,2076742,1067107,1009635,1646740,826557,820183,420,2167,2587,9,93,102,497,6786,7283,130,1685,1815,10,45,55,1629,12399,14028
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,278392,142894,135498,189396,97343,92053,168416,85910,82506,72677,37320,35357,54616,27323,27293,50204,24054,26150,269919,131978,137941,195926,98129,97797,175132,85566,89566,356077,167863,188214,215686,100077,115609,205502,94669,110833,251500,129692,121808,153518,82019,71499,136989,72390,64599,2586255,1315818,1270437,2068956,1063772,1005184,1648786,827438,821348,364,2078,2442,5,81,86,510,6788,7298,119,1632,1751,5,43,48,1494,12106,13600
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,253833,131082,122751,171531,92565,78966,154132,82731,71401,64419,35559,28860,50784,28900,21884,45316,25590,19726,278112,139025,139087,199363,101870,97493,177632,88678,88954,346891,159738,187153,209054,95279,113775,199118,89286,109832,262946,131414,131532,160542,79362,81180,142688,69627,73061,2585307,1314762,1270545,2066225,1062218,1004007,1653803,829560,824243,304,1929,2233,4,72,76,525,6772,7297,110,1580,1690,0,0,0,1422,11654,13076
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,253232,131859,121373,173494,92200,81294,154859,82231,72628,67286,35867,31419,50353,27452,22901,46072,24735,21337,265792,134494,131298,192112,98623,93489,172152,86398,85754,331855,161520,170335,198579,93306,105273,190518,89588,100930,263477,129704,133773,153152,77830,75322,135519,67128,68391,2580060,1313556,1266504,2061289,1059270,1002019,1656995,829283,827712,334,1850,2184,8,71,79,585,6912,7497,98,1611,1709,0,0,0,1475,11928,13403
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,216916,114764,102152,155647,84021,71626,138280,73820,64460,61196,31063,30133,47299,25174,22125,43227,22883,20344,266610,135115,131495,188881,95850,93031,167586,83548,84038,300966,141935,159031,179362,83127,96235,169673,77781,91892,235719,119602,116117,144443,72055,72388,127761,62332,65429,2605643,1326645,1278998,2049723,1058571,991152,1653609,830379,823230,327,1886,2213,8,62,70,632,7035,7667,94,1565,1659,3,43,46,1509,11639,13148
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,223350,116484,106866,161606,86698,74908,146900,77438,69462,64717,34352,30365,51803,27510,24293,48193,25391,22802,257276,133257,124019,183812,96502,87310,163062,83300,79762,278676,124719,153957,168347,73226,95121,161071,69032,92039,224411,113437,110974,135883,69446,66437,119042,59738,59304,2593931,1325186,1268745,2036157,1049341,986816,1643793,823050,820743,321,1910,2231,8,60,68,682,6963,7645,107,1554,1661,0,37,37,1375,11630,13005
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,228755,117736,111019,161332,84087,77245,142524,73846,68678,64272,32050,32222,51028,24462,26566,47337,22691,24646,259173,128578,130595,180301,90625,89676,159534,77647,81887,262223,119532,142691,160162,72385,87777,152774,67634,85140,200365,101945,98420,122602,62661,59941,110089,54668,55421,2602528,1324873,1277655,2034958,1045244,989714,1655289,826318,828971,301,1873,2174,7,67,74,632,6805,7437,108,1506,1614,1,39,40,1411,11849,13260
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,241369,120643,120726,165303,83900,81403,146346,73111,73235,60981,31567,29414,46966,24814,22152,43245,22640,20605,264172,132571,131601,187518,95839,91679,165787,82574,83213,243371,113642,129729,151278,68844,82434,145354,65908,79446,200118,105045,95073,122920,64956,57964,107896,56213,51683,2569201,1312525,1256676,2014360,1041737,972623,1635413,820282,815131,271,1861,2132,5,64,69,619,6482,7101,85,1339,1424,1,40,41,1421,12097,13518
