state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2006,14791392,12429913,19306183,9955117,9351066,7754373,7037019,6350701,6079212,NA,NA,NA,0,5,5,0,9,9,0,0,0,0,0,0,1,106,107,0,0,0,1,7,8,2,129,131
New York,2005,14140770,11922397,18679211,9674822,9004389,7449008,6691762,6134108,5788289,NA,NA,NA,0,2,2,1,16,17,0,0,0,0,1,1,4,123,127,0,0,0,0,19,19,5,167,172
New York,2004,14111809,11907590,18661943,9683075,8978868,7450309,6661500,6151958,5755632,NA,NA,NA,0,1,1,1,12,13,0,0,0,0,0,0,6,117,123,0,2,2,0,8,8,7,147,154
New York,2003,14084958,11899252,18601689,9660262,8941427,7447750,6637208,6152109,5747143,NA,NA,NA,0,1,1,0,15,15,0,0,0,0,2,2,4,158,162,0,0,0,1,13,14,5,195,200
New York,2002,13982226,11796686,18529790,9639637,8890153,7409827,6572399,6110687,5685999,NA,NA,NA,0,2,2,0,18,18,0,0,0,0,2,2,9,140,149,0,3,3,2,11,13,11,179,190
New York,2001,13879472,11724070,18429783,9576509,8853274,7360745,6518727,6083431,5640639,NA,NA,NA,0,6,6,1,24,25,0,0,0,0,1,1,6,130,136,0,2,2,0,8,8,7,172,179
New York,2000,13684669,11545827,18434400,9584298,8850102,7281824,6402845,6007989,5537838,NA,NA,NA,0,2,2,0,8,8,0,0,0,0,2,2,3,127,130,0,4,4,1,16,17,4,165,169
New York,1999,13685147.7,11541834.5,18382887.4,9560001.7,8822885.7,7280924.5,6404223.2,5999553.4,5542281.1,NA,NA,NA,0,3,3,2,24,26,0,0,0,0,0,0,7,144,151,0,0,0,0,9,9,10,184,194
New York,1998,13685626.4,11537842,18331374.8,9535705.4,8795669.4,7280025,6405601.4,5991117.8,5546724.2,0,1,1,0,1,1,0,39,39,0,0,0,NA,NA,NA,11,147,158,NA,NA,NA,1,13,14,NA,NA,NA
New York,1997,13686105.1,11533849.5,18279862.2,9511409.1,8768453.1,7279125.5,6406979.6,5982682.2,5551167.3,0,4,4,0,3,3,2,58,60,0,0,0,NA,NA,NA,8,132,140,NA,NA,NA,0,14,14,NA,NA,NA
New York,1996,13686583.8,11529857,18228349.6,9487112.8,8741236.8,7278226,6408357.8,5974246.6,5555610.4,0,7,7,0,12,12,10,172,182,0,0,0,NA,NA,NA,3,113,116,NA,NA,NA,0,13,13,NA,NA,NA
New York,1995,13687062.5,11525864.5,18176837,9462816.5,8714020.5,7277326.5,6409736,5965811,5560053.5,0,16,16,0,6,6,21,237,258,0,0,0,NA,NA,NA,9,97,106,NA,NA,NA,0,10,10,NA,NA,NA
New York,1994,13687541.2,11521872,18125324.4,9438520.2,8686804.2,7276427,6411114.2,5957375.4,5564496.6,0,13,13,0,2,2,12,232,244,NA,NA,NA,NA,NA,NA,4,113,117,NA,NA,NA,1,13,14,NA,NA,NA
New York,1993,13688019.9,11517879.5,18073811.8,9414223.9,8659587.9,7275527.5,6412492.4,5948939.8,5568939.7,0,24,24,0,4,4,9,211,220,NA,NA,NA,NA,NA,NA,2,95,97,NA,NA,NA,0,10,10,NA,NA,NA
New York,1992,13688498.6,11513887,18022299.2,9389927.6,8632371.6,7274628,6413870.6,5940504.2,5573382.8,0,12,12,0,2,2,16,194,210,NA,NA,NA,NA,NA,NA,1,65,66,NA,NA,NA,0,9,9,NA,NA,NA
New York,1991,13688977.3,11509894.5,17970786.6,9365631.3,8605155.3,7273728.5,6415248.8,5932068.6,5577825.9,0,11,11,0,7,7,11,199,210,NA,NA,NA,NA,NA,NA,1,82,83,NA,NA,NA,0,6,6,NA,NA,NA
New York,1990,13689456,11505902,17919274,9341335,8577939,7272829,6416627,5923633,5582269,0,8,8,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,209,214,NA,NA,NA,0,1,1,NA,NA,NA
New York,1989,13602126.4,11437145.8,17883612.6,9331309.5,8552303.1,7237652.1,6364474.3,5900461.7,5536684.1,0,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,196,203,NA,NA,NA,0,10,10,NA,NA,NA
New York,1988,13514796.8,11368389.6,17847951.2,9321284,8526667.2,7202475.2,6312321.6,5877290.4,5491099.2,0,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,219,229,NA,NA,NA,0,4,4,NA,NA,NA
New York,1987,13427467.2,11299633.4,17812289.8,9311258.5,8501031.3,7167298.3,6260168.9,5854119.1,5445514.3,0,6,6,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,205,208,NA,NA,NA,0,3,3,NA,NA,NA
New York,1986,13340137.6,11230877.2,17776628.4,9301233,8475395.4,7132121.4,6208016.2,5830947.8,5399929.4,0,7,7,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,155,159,NA,NA,NA,0,2,2,NA,NA,NA
