state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Rhode Island,2016,847732,684839,1056426,545646,510780,443374,404358,349997,334842,1,64,65,0,0,0
Rhode Island,2015,845049,687412,1056298,545057,511241,441539,403510,350044,337368,1,51,52,0,0,0
Rhode Island,2014,843518,686837,1055173,543280,511893,440730,402788,350135,336702,1,64,65,0,2,2
Rhode Island,2013,839109,690023,1051511,537532,513979,436824,402285,349196,340827,1,61,62,0,0,0
Rhode Island,2012,833140,687475,1050292,543705,506587,437008,396132,351157,336318,1,68,69,0,0,0
Rhode Island,2011,832575,690472,1051302,543269,508033,436188,396387,352304,338168,0,47,47,0,0,0
Rhode Island,2010,829198,686642,1052886,543765,509121,436089,393109,351457,335185,0,0,0,0,1,1
Rhode Island,2009,826575,685163,1053209,543751,509458,432411,394164,347004,338159,NA,NA,NA,0,1,1
Rhode Island,2008,826653,686714,1050788,543938,506850,432715,393938,348779,337935,NA,NA,NA,0,10,10
Rhode Island,2007,821741,686164,1057832,546706,511126,429602,392139,348291,337873,NA,NA,NA,0,5,5
Rhode Island,2006,831897,692664,1067610,552479,515131,438400,393497,354802,337862,NA,NA,NA,0,5,5
Rhode Island,2005,784136,652537,1033284,535221,498063,413799,370337,336044,316493,NA,NA,NA,0,4,4
Rhode Island,2004,793335,659846,1037002,537536,499466,418646,374689,338997,320849,NA,NA,NA,0,5,5
Rhode Island,2003,794634,661036,1037196,537760,499436,418489,376145,339003,322033,NA,NA,NA,0,3,3
Rhode Island,2002,792559,658145,1030762,536076,494686,419312,373247,339720,318425,NA,NA,NA,0,5,5
Rhode Island,2001,775322,641751,1020102,529475,490627,409901,365421,329817,311934,NA,NA,NA,0,3,3
Rhode Island,2000,755888,622299,1000802,525420,475382,406161,349727,326529,295770,NA,NA,NA,1,3,4
