state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,9,298,307,0,0,0
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,7,323,330,0,0,0
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,6,331,337,0,1,1
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,5,341,346,0,0,0
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,4,332,336,0,4,4
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,5,338,343,1,4,5
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,7,303,310,1,9,10
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,4,283,287,0,5,5
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,5,278,283,1,3,4
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,5,276,281,0,10,10
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,3,261,264,1,12,13
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,5,221,226,1,9,10
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,3,232,235,0,1,1
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,3,214,217,0,7,7
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,6,198,204,0,12,12
Kansas,2001,1955260,1643253,2612636,1327608,1285028,1008656,946604,827123,816130,10,184,194,1,12,13
Kansas,2000,1898076,1570341,2615759,1314627,1301132,975855,922221,784520,785821,9,180,189,4,19,23
