state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Texas,2016,20575820,17479567,27862596,14030277,13832319,10468399,10107421,8746275,8733292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2015,20266702,17290729,27469114,13838345,13630769,10317227,9949475,8651462,8639267,130,1212,1342,46,612,658,1,81,82,177,1905,2082
Texas,2014,19848130,16995961,26956958,13577055,13379903,10100730,9747400,8502271,8493690,136,1211,1347,47,649,696,3,83,86,186,1943,2129
Texas,2013,19411995,16690924,26448193,13301940,13146253,9869633,9542362,8342191,8348733,141,1242,1383,42,723,765,3,83,86,186,2048,2234
Texas,2012,19085346,16489296,26059203,13116525,12942678,9705362,9379984,8239103,8250193,153,1182,1335,51,730,781,2,82,84,206,1994,2200
Texas,2011,18718067,16214248,25674681,12936916,12737765,9535376,9182691,8119279,8094969,181,1235,1416,48,755,803,2,99,101,231,2089,2320
Texas,2010,18367869,15939112,25257114,12732957,12524157,9364638,9003231,7986618,7952494,195,1307,1502,44,735,779,2,111,113,241,2153,2394
Texas,2009,17894570,15543713,24782302,12417800,12364502,9052687,8841883,7699361,7844352,171,1298,1469,54,769,823,7,115,122,232,2182,2414
Texas,2008,17594727,15296927,24326974,12179722,12147252,8899048,8695679,7569452,7727475,191,1226,1417,50,833,883,8,142,150,249,2201,2450
Texas,2007,17305966,15069784,23904380,11988007,11916373,8756157,8549809,7462962,7606822,190,1298,1488,59,753,812,10,148,158,259,2199,2458
Texas,2006,17007346,14831195,23507783,11802478,11705305,8629501,8377845,7363234,7467961,218,1416,1634,50,827,877,16,166,182,284,2409,2693
Texas,2005,15951322,13968799,22250152,11282675,10967477,8195556,7755766,7062657,6906142,168,1156,1324,54,840,894,14,168,182,236,2164,2400
Texas,2004,15673529,13723603,21890579,11088092,10802487,8051240,7622289,6935409,6788194,149,1272,1421,42,759,801,15,168,183,206,2199,2405
Texas,2003,15332952,13426631,21575409,10909366,10666043,7861600,7471352,6780666,6645965,190,1299,1489,50,728,778,15,178,193,255,2205,2460
Texas,2002,15181549,13281594,21288789,10780768,10508021,7811541,7370008,6713321,6568273,226,1516,1742,34,525,559,7,220,227,267,2261,2528
Texas,2001,14697368,12836797,20773439,10577771,10195668,7579766,7117602,6508686,6328111,150,1181,1331,61,798,859,8,190,198,219,2169,2388
Texas,2000,14475893,12674756,20433842,10407035,10026807,7469667,7006226,6423919,6250837,192,1141,1333,65,857,922,15,222,237,272,2220,2492
Texas,1999,14241263.6,12462444.5,20085596,10226778.6,9858817.4,7348573.7,6892689.9,6312658.1,6149786.4,185,1101,1286,79,915,994,18,222,240,282,2238,2520
Texas,1998,14006634.2,12250133,19737350,10046522.2,9690827.8,7227480.4,6779153.8,6201397.2,6048735.8,181,1006,1187,68,873,941,21,244,265,270,2123,2393
Texas,1997,13772004.8,12037821.5,19389104,9866265.8,9522838.2,7106387.1,6665617.7,6090136.3,5947685.2,NA,NA,1092,NA,NA,829,NA,NA,205,239,1887,2126
Texas,1996,13537375.4,11825510,19040858,9686009.4,9354848.6,6985293.8,6552081.6,5978875.4,5846634.6,NA,NA,1128,NA,NA,499,NA,NA,249,231,1645,1876
Texas,1995,13302746,11613198.5,18692612,9505753,9186859,6864200.5,6438545.5,5867614.5,5745584,NA,NA,1092,NA,NA,495,NA,NA,303,242,1648,1890
Texas,1994,13068116.6,11400887,18344366,9325496.6,9018869.4,6743107.2,6325009.4,5756353.6,5644533.4,NA,NA,884,NA,NA,323,NA,NA,377,178,1406,1584
Texas,1993,12833487.2,11188575.5,17996120,9145240.2,8850879.8,6622013.9,6211473.3,5645092.7,5543482.8,NA,NA,619,NA,NA,199,NA,NA,394,115,1097,1212
Texas,1992,12598857.8,10976264,17647874,8964983.8,8682890.2,6500920.6,6097937.2,5533831.8,5442432.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846
Texas,1991,12364228.4,10763952.5,17299628,8784727.4,8514900.6,6379827.3,5984401.1,5422570.9,5341381.6,NA,NA,251,NA,NA,57,NA,NA,307,NA,NA,615
