state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Massachusetts,2016,5434401,4431861,6811885,3502155,3309730,2832580,2601821,2256817,2175044,573,8370,0,0,0,573,8370,8943,177,627,804,575,8463,9038
Massachusetts,2015,5408795,4442078,6794422,3495022,3299400,2820079,2588716,2265580,2176498,631,8862,0,0,0,631,8862,9493,193,670,863,631,8862,9493
Massachusetts,2014,5358636,4414911,6745408,3475455,3269953,2797049,2561587,2254574,2160337,720,9727,0,0,0,720,9727,10447,215,897,1112,720,9727,10447
Massachusetts,2013,5302868,4387385,6692824,3450931,3241893,2773624,2529244,2242472,2144913,792,9830,0,0,0,792,9830,10622,283,886,1169,792,9830,10622
Massachusetts,2012,5244629,4365828,6646144,3432425,3213719,2742352,2502277,2230394,2135434,746,10381,0,0,0,746,10381,11127,272,979,1251,746,10381,11127
Massachusetts,2011,5184434,4322687,6587536,3399434,3188102,2713581,2470853,2210441,2112246,780,10687,0,0,0,780,10687,11467,220,997,1217,780,10687,11467
Massachusetts,2010,5140479,4293097,6557254,3382855,3174399,2691128,2449351,2194096,2099001,765,10397,0,0,0,765,10397,11162,167,1010,1177,765,10397,11162
Massachusetts,2009,5160833,4329133,6593587,3389013,3204574,2690148,2470685,2196985,2132148,717,10439,0,0,0,717,10439,11156,150,950,1100,717,10439,11156
Massachusetts,2008,5063215,4260268,6497967,3345765,3152202,2645999,2417216,2168468,2091800,750,10424,0,0,0,750,10424,11174,163,916,1079,750,10424,11174
Massachusetts,2007,5015072,4204948,6449755,3323709,3126046,2626877,2388195,2143813,2061135,794,10277,0,0,0,794,10277,11071,185,948,1133,794,10277,11071
Massachusetts,2006,4983280,4176424,6437193,3321127,3116066,2610412,2372868,2130212,2046212,842,9931,0,0,0,842,9931,10773,225,1102,1327,842,9931,10773
Massachusetts,2005,4743399,3990903,6200944,3191967,3008977,2481854,2261545,2037487,1953416,782,9566,0,0,0,782,9566,10348,195,1103,1298,782,9566,10348
