state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Vermont,2016,504595,400859,624594,316422,308172,259493,245102,202139,198720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,2015,508307,408879,626042,316023,310019,259259,249048,203587,205292,0,5,5,0,0,0,0,0,0,0,5,5
Vermont,2014,504488,406248,626562,319919,306643,260641,243847,208182,198066,0,0,0,0,0,0,0,6,6,0,6,6
Vermont,2013,502138,409070,626630,318348,308282,258317,243821,206198,202872,0,5,5,0,0,0,0,1,1,0,6,6
Vermont,2012,503523,410764,626011,316237,309774,256288,247235,205254,205510,0,4,4,0,1,1,0,1,1,0,6,6
Vermont,2011,499643,411179,626431,317140,309291,254641,245002,204766,206413,0,7,7,0,0,0,0,0,0,0,7,7
Vermont,2010,495926,410786,625960,317714,308246,254861,241065,207335,203451,0,3,3,0,0,0,0,0,0,0,3,3
Vermont,2009,494463,409865,621760,316137,305623,252305,242158,204419,205446,0,10,10,0,7,7,0,0,0,0,17,17
Vermont,2008,493216,413134,621270,315989,305281,254338,238878,208567,204567,0,6,6,0,2,2,0,6,6,0,14,14
Vermont,2007,490336,413187,621254,316458,304796,251789,238547,206790,206397,1,8,9,3,7,10,0,3,3,4,18,22
Vermont,2006,491886,417975,623908,317359,306549,251873,240013,210362,207613,0,9,9,0,3,3,0,0,0,0,12,12
Vermont,2005,474663,403020,609857,307641,302216,240853,233810,202497,200523,1,5,6,0,5,5,0,0,0,1,10,11
Vermont,2004,465374,395443,600632,304876,295756,239172,226202,199689,195754,NA,NA,NA,0,4,4,0,9,9,0,13,13
Vermont,2003,462404,390664,598352,304012,294340,237846,224558,197157,193507,NA,NA,NA,0,4,4,0,5,5,0,9,9
Vermont,2002,457129,387325,595826,304232,291594,235521,221608,195811,191514,0,0,0,0,3,3,0,3,3,0,6,6
Vermont,2001,458909,389473,592321,301942,290379,237327,221582,197095,192378,0,0,0,0,3,3,0,3,3,0,6,6
Vermont,2000,439633,365471,593200,299167,294033,229574,210059,187629,177842,NA,NA,NA,1,4,5,3,12,15,4,16,20
Vermont,1999,437316.9,364652.7,589813.3,297674,292139.3,228226,209090.9,186892.9,177759.8,0,0,0,NA,NA,5,0,10,10,2,13,15
Vermont,1998,435000.8,363834.4,586426.6,296181,290245.6,226878,208122.8,186156.8,177677.6,NA,NA,8,NA,NA,5,NA,NA,2,1,14,15
Vermont,1997,432684.7,363016.1,583039.9,294688,288351.9,225530,207154.7,185420.7,177595.4,NA,NA,3,NA,NA,3,NA,NA,0,1,5,6
Vermont,1996,430368.6,362197.8,579653.2,293195,286458.2,224182,206186.6,184684.6,177513.2,NA,NA,3,NA,NA,0,NA,NA,0,0,3,3
Vermont,1995,428052.5,361379.5,576266.5,291702,284564.5,222834,205218.5,183948.5,177431,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0
Vermont,1994,425736.4,360561.2,572879.8,290209,282670.8,221486,204250.4,183212.4,177348.8,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0
Vermont,1993,423420.3,359742.9,569493.1,288716,280777.1,220138,203282.3,182476.3,177266.6,NA,NA,2,NA,NA,1,NA,NA,3,0,6,6
Vermont,1992,421104.2,358924.6,566106.4,287223,278883.4,218790,202314.2,181740.2,177184.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Vermont,1991,418788.1,358106.3,562719.7,285730,276989.7,217442,201346.1,181004.1,177102.2,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA,3
