state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Illinois,2016,9881135,8142022,12801539,6517472,6284067,5084387,4796748,4093545,4048477,13499,5795,7704,11932,5053,6879,9663,4318,5345,675196,347105,328091,540432,284540,255892,466050,242660,223390,1796246,953123,843123,1355776,733620,622156,1155514,612533,542981,2178129,1067730,1110399,1458568,712968,745600,1350714,653027,697687,249267,130991,118276,132126,71123,61003,120879,64154,56725,7889202,4012728,3876474,6382301,3277083,3105218,5039202,2516853,2522349,20,40,60,16,147,163,1043,23555,24598,207,5315,5522,0,0,0,1310,11926,13236
Illinois,2015,9904659,8209729,12859995,6558660,6301335,5102943,4801716,4132700,4077029,13501,7498,6003,10707,5792,4915,9363,5071,4292,667362,347036,320326,537314,285104,252210,467395,244429,222966,1815712,974352,841360,1362133,743789,618344,1174694,625212,549482,2171133,1063023,1108110,1447877,704667,743210,1343049,647657,695392,244163,119611,124552,126205,61839,64366,115079,55757,59322,7948124,4047140,3900984,6420423,3301752,3118671,5100149,2554574,2545575,16,51,67,14,154,168,1110,25466,26576,228,5605,5833,0,0,0,1303,12265,13568
Illinois,2014,9899818,8250437,12880580,6565618,6314962,5102668,4797150,4157752,4092685,15278,8266,7012,13294,7011,6283,11323,5821,5502,659954,343593,316361,523683,275095,248588,460390,239841,220549,1817142,969597,847545,1358318,738105,620213,1175858,626116,549742,2152630,1049644,1102986,1426186,693567,732619,1332138,641347,690791,227594,114170,113424,118187,62146,56041,107407,56483,50924,8007982,4080348,3927634,6460150,3326744,3133406,5163321,2588144,2575177,17,50,67,18,152,170,1250,26765,28015,209,5763,5972,0,0,0,1391,12641,14032
Illinois,2013,9861196,8251659,12882135,6560187,6321948,5085608,4775588,4156721,4094938,14601,8203,6398,12713,7086,5627,10869,6019,4850,627292,328584,298708,495472,264208,231264,440465,232292,208173,1814211,971082,843129,1341139,736675,604464,1159282,624553,534729,2118365,1027192,1091173,1392415,671104,721311,1298846,619666,679180,233670,117170,116500,124282,62903,61379,116153,57974,58179,8073996,4107956,3966040,6495175,3343632,3151543,5226044,2616217,2609827,21,54,75,11,158,169,1237,26954,28191,226,5833,6059,0,0,0,1416,12721,14137
Illinois,2012,9815754,8253846,12875255,6566528,6308727,5062116,4753638,4161965,4091881,13085,8241,4844,10728,6667,4061,9432,5930,3502,607263,317521,289742,481440,254200,227240,427662,224558,203104,1829371,974511,854860,1352883,736788,616095,1178209,630012,548197,2099195,1016428,1082767,1368257,657143,711114,1283783,611872,671911,233953,120257,113696,115695,61263,54432,105364,55902,49462,8092388,4129570,3962818,6486751,3346055,3140696,5249396,2633691,2615705,7,50,57,12,134,146,1215,26975,28190,227,6286,6513,0,0,0,1283,13143,14426
Illinois,2011,9776465,8247105,12869259,6562541,6306718,5043816,4732649,4155076,4092029,12236,5939,6297,10836,5184,5652,9274,4280,4994,600057,313318,286739,465473,245803,219670,416043,218584,197459,1843746,974954,868792,1347583,733946,613637,1176289,628141,548148,2077841,1012867,1064974,1346819,649336,697483,1270555,607578,662977,211862,109738,102124,110426,57718,52708,101139,51760,49379,8123517,4145725,3977792,6495328,3351829,3143499,5273805,2644733,2629072,7,49,56,13,131,144,1266,26375,27641,237,6146,6383,0,0,0,1337,12851,14188
Illinois,2010,9719409,8204134,12843166,6544230,6298936,5022427,4696982,4139515,4064619,16566,7873,8693,12868,6172,6696,11833,5502,6331,585722,304637,281085,460183,244857,215326,410650,218172,192478,1835678,975654,860024,1322396,728390,594006,1156104,624112,531992,2037316,986153,1051163,1312323,632395,679928,1237321,590165,647156,198125,103416,94709,94968,49553,45415,85642,44208,41434,8169759,4166497,4003262,6516671,3361060,3155611,5302584,2657356,2645228,16,71,87,18,143,161,1341,26457,27798,230,6111,6341,0,0,0,1313,12701,14014
Illinois,2009,9740592,8252433,12910409,6550654,6359755,5004066,4736526,4126529,4125904,15389,6837,8552,13206,5447,7759,11528,4774,6754,560631,286084,274547,430052,221875,208177,384150,195330,188820,1849999,987305,862694,1339307,733029,606278,1174269,630469,543800,1969336,935548,1033788,1266018,593178,672840,1186943,550593,636350,197667,95173,102494,92621,47602,45019,85430,43442,41988,8317387,4239707,4077680,6599388,3402935,3196453,5410113,2701921,2708192,15,63,78,20,145,165,1256,25043,26299,184,5641,5825,0,0,0,1111,11670,12781
Illinois,2008,9721792,8252264,12901564,6547874,6353690,5000451,4721341,4129705,4122559,14673,7649,7024,11948,6614,5334,10362,5446,4916,562231,283890,278341,440700,223859,216841,398099,199259,198840,1852585,988532,864053,1328467,734883,593584,1170581,635507,535074,1961843,923422,1038421,1272283,589301,682982,1193839,547728,646111,195425,98966,96459,93217,47462,45755,86847,43952,42895,8314807,4245415,4069392,6575177,3398332,3176845,5392536,2697813,2694723,11,57,68,19,119,138,1393,25358,26751,169,5458,5627,0,0,0,1127,11751,12878
Illinois,2007,9649702,8195532,12852548,6518927,6333621,4948708,4700994,4087392,4108140,17488,8368,9120,14310,6900,7410,13187,6141,7046,546818,277970,268848,423877,217223,206654,385123,195924,189199,1857362,989690,867672,1305789,714019,591770,1149720,617760,531960,1922844,905920,1016924,1257031,581257,675774,1184697,541147,643550,166809,85616,81193,85001,47007,37994,77787,42540,35247,8341227,4251363,4089864,6563694,3382302,3181392,5385018,2683880,2701138,17,55,72,12,119,131,1503,25284,26787,157,5234,5391,0,0,0,1135,11691,12826
