state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,125,1255,1380,12,345,357,3,80,83,140,1680,1820
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,130,1230,1360,15,385,400,5,85,90,150,1700,1850
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,160,1845,2005,15,425,440,5,130,135,180,2400,2580
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,215,2085,2300,20,480,500,5,145,150,240,2710,2950
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,220,2140,2360,20,500,520,10,120,130,250,2760,3010
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,200,2100,2300,20,520,540,40,200,240,260,2820,3080
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,230,2240,2470,20,590,610,20,100,120,270,2930,3200
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,250,2450,2700,40,660,700,10,90,100,300,3200,3500
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,290,2750,3040,50,750,800,10,100,110,350,3600,3950
New York,2006,14791392,12429913,19306183,9955117,9351066,7754373,7037019,6350701,6079212,280,2780,3060,60,790,850,10,80,90,350,3650,4e3
New York,2005,14140770,11922397,18679211,9674822,9004389,7449008,6691762,6134108,5788289,340,3290,3630,50,650,700,10,100,110,400,4040,4440
New York,2004,14111809,11907590,18661943,9683075,8978868,7450309,6661500,6151958,5755632,350,3240,3590,40,760,800,10,100,110,400,4100,4500
New York,2003,14084958,11899252,18601689,9660262,8941427,7447750,6637208,6152109,5747143,365,3690,4055,50,750,800,15,130,145,430,4570,5e3
New York,2002,13982226,11796686,18529790,9639637,8890153,7409827,6572399,6110687,5685999,330,3620,3950,60,800,860,20,170,190,410,4590,5e3
New York,2001,13879472,11724070,18429783,9576509,8853274,7360745,6518727,6083431,5640639,NA,NA,NA,NA,NA,1160,NA,NA,4340,470,5030,5500
New York,2000,13684669,11545827,18434400,9584298,8850102,7281824,6402845,6007989,5537838,450,4200,4650,100,1e3,1100,50,200,250,600,5400,6e3
New York,1999,13685147.7,11541834.5,18382887.4,9560001.7,8822885.7,7280924.5,6404223.2,5999553.4,5542281.1,600,4970,5570,110,1060,1170,50,210,260,760,6240,7e3
New York,1998,13685626.4,11537842,18331374.8,9535705.4,8795669.4,7280025,6405601.4,5991117.8,5546724.2,739,5270,6009,114,1115,1229,47,215,262,900,6600,7500
New York,1997,13686105.1,11533849.5,18279862.2,9511409.1,8768453.1,7279125.5,6406979.6,5982682.2,5551167.3,NA,NA,5926,NA,NA,1301,NA,NA,273,745,6755,7500
New York,1996,13686583.8,11529857,18228349.6,9487112.8,8741236.8,7278226,6408357.8,5974246.6,5555610.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500
New York,1995,13687062.5,11525864.5,18176837,9462816.5,8714020.5,7277326.5,6409736,5965811,5560053.5,NA,NA,8019,NA,NA,1182,NA,NA,299,822,8678,9500
New York,1994,13687541.2,11521872,18125324.4,9438520.2,8686804.2,7276427,6411114.2,5957375.4,5564496.6,NA,NA,6728,NA,NA,1228,NA,NA,339,717,7578,8295
New York,1993,13688019.9,11517879.5,18073811.8,9414223.9,8659587.9,7275527.5,6412492.4,5948939.8,5568939.7,NA,NA,6415,NA,NA,1210,NA,NA,375,651,7349,8e3
New York,1992,13688498.6,11513887,18022299.2,9389927.6,8632371.6,7274628,6413870.6,5940504.2,5573382.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8645
New York,1991,13688977.3,11509894.5,17970786.6,9365631.3,8605155.3,7273728.5,6415248.8,5932068.6,5577825.9,NA,NA,6833,NA,NA,693,NA,NA,474,NA,NA,8e3
