state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,2970,23397,284,6865,7149,2686,16532,19218,NA,NA,NA,2686,16532,19218
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,2976,24345,344,7102,7446,2632,17243,19875,NA,NA,NA,2632,17243,19875
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,2774,23719,321,7046,7367,2453,16673,19126,NA,NA,NA,2453,16673,19126
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,2701,22663,294,6757,7051,2407,15906,18313,0,0,0,2407,15906,18313
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,2467,21903,302,6121,6423,2165,15782,17947,0,0,0,2165,15782,17947
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,2342,21408,201,5825,6026,2141,15583,17724,0,0,0,2141,15583,17724
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,2478,21669,186,5833,6019,2292,15836,18128,0,0,0,2292,15836,18128
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,2552,21501,165,5824,5989,2387,15677,18064,NA,NA,NA,2387,15677,18064
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,2475,21201,155,5556,5711,2320,15645,17965,NA,NA,NA,2320,15645,17965
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,2450,21328,134,5783,5917,2316,15545,17861,NA,NA,NA,2316,15545,17861
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,2361,20512,113,5595,5708,2248,14917,17165,NA,NA,NA,2248,14917,17165
Oklahoma,2005,2588639,2173577,3429974,1748462,1681512,1336395,1252244,1100475,1073102,2353,20554,157,5751,5908,2196,14803,16999,0,0,0,2196,14803,16999
Oklahoma,2004,2558940,2147155,3412202,1729868,1682334,1314751,1244189,1078834,1068321,2344,20277,275,5630,5905,2069,14647,16716,0,0,0,2069,14647,16716
Oklahoma,2003,2519290,2120092,3396794,1737919,1658875,1315134,1204156,1087133,1032959,2306,20382,100,5922,6022,2206,14460,16666,0,0,0,2206,14460,16666
Oklahoma,2002,2511143,2106111,3379515,1737877,1641638,1307960,1203183,1072390,1033721,2211,19785,645,5825,6470,1566,13960,15526,NA,NA,NA,1566,13960,15526
Oklahoma,2001,2476237,2068748,3347660,1711024,1636636,1287589,1188648,1050754,1017994,2186,19533,781,5877,6658,1405,13656,15061,NA,NA,NA,1405,13656,15061
Oklahoma,2000,2455010,2059902,3330738,1722543,1608195,1307876,1147134,1070827,989075,2271,19666,858,6073,6931,1413,13593,15006,NA,NA,NA,1413,13593,15006
Oklahoma,1999,2439428.3,2044606.2,3311376.1,1711113.9,1600262.2,1297333.8,1142094.5,1060313.7,984292.5,2174,18924,831,5397,6228,1343,13527,14870,0,0,0,1343,13527,14870
Oklahoma,1998,2423846.6,2029310.4,3292014.2,1699684.8,1592329.4,1286791.6,1137055,1049800.4,979510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,13558,14765
Oklahoma,1997,2408264.9,2014014.6,3272652.3,1688255.7,1584396.6,1276249.4,1132015.5,1039287.1,974727.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,13578,14893
Oklahoma,1996,2392683.2,1998718.8,3253290.4,1676826.6,1576463.8,1265707.2,1126976,1028773.8,969945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,13808,15130
Oklahoma,1995,2377101.5,1983423,3233928.5,1665397.5,1568531,1255165,1121936.5,1018260.5,965162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,13355,14568
Oklahoma,1994,2361519.8,1968127.2,3214566.6,1653968.4,1560598.2,1244622.8,1116897,1007747.2,960380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,12266,13386
Oklahoma,1993,2345938.1,1952831.4,3195204.7,1642539.3,1552665.4,1234080.6,1111857.5,997233.9,955597.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,11e3,12108
Oklahoma,1992,2330356.4,1937535.6,3175842.8,1631110.2,1544732.6,1223538.4,1106818,986720.6,950815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,11184,12211
Oklahoma,1991,2314774.7,1922239.8,3156480.9,1619681.1,1536799.8,1212996.2,1101778.5,976207.3,946032.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,10201,11107
Oklahoma,1990,2299193,1906944,3137119,1608252,1528867,1202454,1096739,965694,941250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,9674,10502
Oklahoma,1989,2285801.7,1897837.6,3126003.1,1602352.8,1523650.3,1195350.6,1090451.1,961318.6,936519,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,789,9029,9818
Oklahoma,1988,2272410.4,1888731.2,3114887.2,1596453.6,1518433.6,1188247.2,1084163.2,956943.2,931788,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,624,8297,8921
