state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,2,17,19,0,0,0
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,1,17,18,0,0,0
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,0,18,18,0,1,1
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,0,15,15,0,1,1
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,1,16,17,0,0,0
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,0,9,9,0,0,0
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,0,10,10,0,0,0
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,0,6,6,0,2,2
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,0,13,13,1,7,8
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,0,5,5,0,3,3
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,0,6,6,1,0,1
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,1,6,7,0,2,2
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,0,6,6,0,3,3
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,0,10,10,0,1,1
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,0,9,9,0,0,0
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,0,11,11,0,0,0
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,0,5,5,0,1,1
