state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Nebraska,2016,1435296,1169912,1907116,956973,950143,724739,710557,578225,591687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,2015,1426194,1165803,1896190,952942,943248,724298,701896,579144,586659,0,2,2,2,20,22,0,0,0,2,22,24
Nebraska,2014,1412937,1161182,1881503,942332,939171,717025,695912,575802,585380,0,1,1,0,4,4,2,22,24,2,27,29
Nebraska,2013,1404304,1158219,1868516,942838,925678,715133,689171,575868,582351,0,2,2,0,4,4,1,14,15,1,20,21
Nebraska,2012,1390194,1152335,1855525,937600,917925,709002,681192,574783,577552,0,1,1,0,4,4,1,16,17,1,21,22
Nebraska,2011,1383448,1149737,1842641,928462,914179,706151,677297,572429,577308,0,3,3,0,5,5,0,12,12,0,20,20
Nebraska,2010,1372662,1139817,1830429,921958,908471,697890,674772,562150,577667,1,9,10,0,4,4,0,6,6,1,19,20
Nebraska,2009,1349219,1122311,1796622,902165,894457,685233,663986,553903,568408,1,10,11,0,6,6,1,3,4,2,19,21
Nebraska,2008,1328234,1106692,1783432,900386,883046,680017,648217,550803,555889,0,5,5,0,6,6,0,5,5,0,16,16
Nebraska,2007,1314994,1096632,1774571,895567,879004,672429,642565,546689,549943,0,7,7,1,6,7,0,0,0,1,13,14
Nebraska,2006,1321027,1100473,1768331,891526,876805,675529,645498,546472,554001,0,10,10,0,7,7,0,0,0,0,17,17
Nebraska,2005,1272694,1067059,1706343,867196,839147,656256,616438,537866,529193,1,10,11,0,8,8,NA,NA,NA,1,18,19
Nebraska,2004,1270329,1070575,1708711,861868,846843,652429,617900,536976,533599,1,11,12,0,8,8,0,0,0,1,19,20
Nebraska,2003,1249961,1049267,1686921,847805,839116,640250,609711,526345,522922,1,10,11,0,10,10,0,0,0,1,20,21
Nebraska,2002,1242275,1039634,1678166,853502,824664,637185,605090,519804,519830,1,18,19,0,5,5,NA,NA,NA,1,23,24
Nebraska,2001,1226065,1024548,1664625,841703,822922,631273,594792,512822,511726,2,20,22,0,2,2,0,0,0,2,22,24
Nebraska,2000,1214222,1007886,1670419,842160,828259,625399,588823,505859,502027,1,15,16,0,2,2,0,0,0,1,17,18
Nebraska,1999,1207589.7,1000972.8,1661182,838742.1,822439.9,622767.7,584822,502486.9,498485.9,0,16,16,0,2,2,1,1,2,1,19,20
Nebraska,1998,1200957.4,994059.6,1651945,835324.2,816620.8,620136.4,580821,499114.8,494944.8,0,20,20,0,3,3,0,0,0,0,23,23
Nebraska,1997,1194325.1,987146.4,1642708,831906.3,810801.7,617505.1,576820,495742.7,491403.7,NA,NA,18,NA,NA,3,NA,NA,1,2,20,22
Nebraska,1996,1187692.8,980233.2,1633471,828488.4,804982.6,614873.8,572819,492370.6,487862.6,NA,NA,9,NA,NA,4,NA,NA,4,0,17,17
Nebraska,1995,1181060.5,973320,1624234,825070.5,799163.5,612242.5,568818,488998.5,484321.5,NA,NA,12,NA,NA,7,NA,NA,NA,0,19,19
Nebraska,1994,1174428.2,966406.8,1614997,821652.6,793344.4,609611.2,564817,485626.4,480780.4,NA,NA,14,NA,NA,2,NA,NA,NA,2,14,16
Nebraska,1993,1167795.9,959493.6,1605760,818234.7,787525.3,606979.9,560816,482254.3,477239.3,NA,NA,14,NA,NA,3,NA,NA,NA,2,15,17
Nebraska,1992,1161163.6,952580.4,1596523,814816.8,781706.2,604348.6,556815,478882.2,473698.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
Nebraska,1991,1154531.3,945667.2,1587286,811398.9,775887.1,601717.3,552814,475510.1,470157.1,NA,NA,10,NA,NA,0,NA,NA,1,NA,NA,11
