state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,1,5,6,0,0,0,0,10,10,1,15,16
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,1,5,6,0,0,0,0,10,10,1,15,16
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,1,7,8,0,1,1,0,4,4,1,12,13
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,0,10,10,0,1,1,0,0,0,0,11,11
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,0,0,0,0,0,0,0,3,3,0,3,3
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,0,14,14,0,1,1,0,0,0,0,15,15
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,0,7,7,0,0,0,0,1,1,0,8,8
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,1,5,6,0,0,0,0,3,3,1,8,9
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,NA,NA,NA,0,0,0,0,10,10,0,10,10
Maine,2006,1045344,868110,1321574,675894,645680,540265,505079,437035,431075,2,11,13,0,0,0,0,0,0,2,11,13
Maine,2005,1015555,843359,1282474,659699,622775,527683,487872,431432,411927,0,0,0,0,1,1,1,8,9,1,9,10
Maine,2004,995714,828660,1278725,656259,622466,518143,477571,423297,405363,1,10,11,0,0,0,0,0,0,1,10,11
Maine,2003,985646,820008,1270602,651560,619042,511934,473712,416838,403170,1,4,5,0,0,0,0,5,5,1,9,10
Maine,2002,981538,818457,1259547,648733,610814,513353,468185,418198,400259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,2001,979193,815811,1251745,641534,610211,507634,471559,412931,402880,0,9,9,0,6,6,0,0,0,0,15,15
Maine,2000,919688,754528,1225962,641845,584117,487918,431770,393475,361053,0,9,9,0,2,2,0,0,0,0,11,11
Maine,1999,919453.7,755839.9,1226056.2,640324.2,585732,486841.7,432612,392834.8,363005.1,NA,NA,NA,NA,9,9,NA,NA,NA,NA,9,9
Maine,1998,919219.4,757151.8,1226150.4,638803.4,587347,485765.4,433454,392194.6,364957.2,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,11
Maine,1997,918985.1,758463.7,1226244.6,637282.6,588962,484689.1,434296,391554.4,366909.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1996,918750.8,759775.6,1226338.8,635761.8,590577,483612.8,435138,390914.2,368861.4,NA,NA,4,NA,NA,0,NA,NA,0,0,4,4
Maine,1995,918516.5,761087.5,1226433,634241,592192,482536.5,435980,390274,370813.5,NA,NA,0,NA,NA,4,NA,NA,0,0,4,4
Maine,1994,918282.2,762399.4,1226527.2,632720.2,593807,481460.2,436822,389633.8,372765.6,NA,NA,6,NA,NA,2,NA,NA,NA,0,8,8
Maine,1993,918047.9,763711.3,1226621.4,631199.4,595422,480383.9,437664,388993.6,374717.7,NA,NA,6,NA,NA,2,NA,NA,NA,0,8,8
Maine,1992,917813.6,765023.2,1226715.6,629678.6,597037,479307.6,438506,388353.4,376669.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
Maine,1991,917579.3,766335.1,1226809.8,628157.8,598652,478231.3,439348,387713.2,378621.9,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1
