state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Vermont,2016,504595,400859,624594,316422,308172,259493,245102,202139,198720,135,1600,0,264,264,135,1336,1471,35,380,415,135,1336,1471
Vermont,2015,508307,408879,626042,316023,310019,259259,249048,203587,205292,150,1600,0,241,241,150,1359,1509,50,315,365,150,1359,1509
Vermont,2014,504488,406248,626562,319919,306643,260641,243847,208182,198066,156,1823,0,431,431,156,1392,1548,29,329,358,156,1392,1548
Vermont,2013,502138,409070,626630,318348,308282,258317,243821,206198,202872,154,1924,0,499,499,154,1425,1579,46,361,407,154,1425,1579
Vermont,2012,503523,410764,626011,316237,309774,256288,247235,205254,205510,127,1907,0,504,504,127,1403,1530,42,369,411,127,1403,1530
Vermont,2011,499643,411179,626431,317140,309291,254641,245002,204766,206413,148,1905,0,522,522,148,1383,1531,38,303,341,148,1383,1531
Vermont,2010,495926,410786,625960,317714,308246,254861,241065,207335,203451,149,1930,0,562,562,149,1368,1517,32,296,328,149,1368,1517
Vermont,2009,494463,409865,621760,316137,305623,252305,242158,204419,205446,155,2065,0,668,668,155,1397,1552,44,334,378,155,1397,1552
Vermont,2008,493216,413134,621270,315989,305281,254338,238878,208567,204567,118,1998,0,726,726,118,1272,1390,25,341,366,118,1272,1390
Vermont,2007,490336,413187,621254,316458,304796,251789,238547,206790,206397,118,1998,0,726,726,118,1272,1390,25,341,366,118,1272,1390
Vermont,2006,491886,417975,623908,317359,306549,251873,240013,210362,207613,157,2058,0,524,524,157,1534,1691,32,370,402,157,1534,1691
Vermont,2005,474663,403020,609857,307641,302216,240853,233810,202497,200523,152,1926,0,457,457,152,1469,1621,44,337,381,152,1469,1621
Vermont,2004,465374,395443,600632,304876,295756,239172,226202,199689,195754,143,1825,0,439,439,143,1386,1529,49,322,371,143,1386,1529
Vermont,2003,462404,390664,598352,304012,294340,237846,224558,197157,193507,135,1356,0,0,0,135,1356,1491,36,341,377,135,1356,1491
Vermont,2002,457129,387325,595826,304232,291594,235521,221608,195811,191514,132,1229,0,0,0,132,1229,1361,41,347,388,132,1229,1361
Vermont,2001,458909,389473,592321,301942,290379,237327,221582,197095,192378,95,1305,0,0,0,95,1305,1400,29,298,327,95,1305,1400
Vermont,2000,439633,365471,593200,299167,294033,229574,210059,187629,177842,80,1230,0,0,0,80,1230,1310,19,210,229,80,1230,1310
Vermont,1999,437316.9,364652.7,589813.3,297674,292139.3,228226,209090.9,186892.9,177759.8,59,1076,0,0,0,59,1076,1135,10,210,220,59,1076,1135
