year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
1991,Pennsylvania,9534,723,1110,2198,399,17,596,164,497,891,107,386,588,1460,398,41,682,18,1092,199,1999,59,340,NA,17,35,561,20,144,18,479,27,864,6,101,44,342,6,582,31,1429,85,313,30,41,618,34,41,49,971,49,88,611,1453,46,11,19,353,16,1,1,15,NA,12,39,531,14,11,9,141,3,20,21,439,17,8,103,771,9,NA,3,96,8,6,15,341,24,9,21,534,24,80,56,1304,20,21,8,359,10,NA,30,4,37,37,581,NA,34,NA,41,NA,49,18,953,NA,49,NA,88,44,567,154,1299,1,45,NA,11,4,15,55,298,NA,16,NA,1,NA,1,NA,15,NA,NA,NA,12,1,38,34,497,NA,14,NA,11,NA,9,20,121,NA,3,NA,20,1,20,17,422,NA,17,NA,8,4,99,23,748,NA,9,NA,NA,NA,3,6,90,NA,8,NA,6,2,13,42,299,NA,24,NA,9,NA,21,6,528,NA,24,NA,80,1,55,30,1274,NA,20,NA,21,4,4,81,278,NA,10
1992,Pennsylvania,10109,810,1189,2414,430,30,629,163,549,645,114,431,678,1579,448,44,766,18,1171,165,2249,51,379,NA,30,41,588,18,145,20,529,20,625,2,112,47,384,4,674,41,1538,83,365,31,44,710,25,39,57,1049,44,76,615,1694,29,14,13,383,20,NA,2,26,2,16,47,560,6,5,12,145,1,22,31,481,15,17,87,519,22,2,5,99,8,8,17,388,18,13,34,613,18,72,56,1431,20,19,9,407,13,NA,31,4,40,40,670,NA,25,NA,39,1,56,17,1032,NA,44,NA,76,36,579,129,1565,NA,29,NA,14,NA,13,51,332,NA,20,NA,NA,NA,2,NA,26,NA,2,NA,16,NA,47,41,519,NA,6,NA,5,NA,12,18,127,NA,1,NA,22,NA,31,20,461,NA,15,NA,17,2,85,18,501,NA,22,NA,2,NA,5,2,97,NA,8,NA,8,NA,17,47,341,NA,18,NA,13,NA,34,4,609,NA,18,NA,72,2,54,39,1392,NA,20,NA,19,1,8,82,325,NA,13
1993,Pennsylvania,9893,788,1112,2496,449,24,563,159,605,468,138,385,703,1547,456,34,754,14,1098,198,2298,65,384,NA,24,32,531,21,138,15,590,18,450,7,131,48,337,12,691,38,1509,98,358,97,67,536,88,88,56,822,146,376,629,1315,176,31,9,330,79,2,2,17,3,47,39,432,45,9,10,115,25,51,34,453,67,29,52,356,31,8,4,100,26,15,25,279,66,54,36,484,129,202,72,1191,82,38,10,384,24,NA,97,2,65,32,504,NA,88,NA,88,1,55,13,809,NA,146,2,374,40,589,156,1159,NA,176,NA,31,1,8,64,266,NA,79,NA,2,NA,2,NA,17,NA,3,NA,47,1,38,30,402,1,44,NA,9,NA,10,21,94,NA,25,NA,51,1,33,14,439,NA,67,NA,29,2,50,16,340,NA,31,NA,8,NA,4,7,93,NA,26,NA,15,3,22,45,234,NA,66,NA,54,NA,36,12,472,NA,129,NA,202,2,70,36,1155,NA,82,NA,38,3,7,95,289,NA,24
1994,Pennsylvania,11275,997,1215,3045,536,22,681,171,573,436,161,460,773,1729,476,61,936,16,1199,212,2833,85,451,1,21,35,646,26,145,13,560,23,413,3,158,36,424,12,761,49,1680,116,360,137,80,674,106,126,46,851,192,597,682,1596,170,54,15,358,109,1,2,15,4,80,47,496,58,17,4,125,25,71,32,395,75,38,60,307,31,20,7,95,39,37,29,299,95,53,44,501,175,282,92,1274,81,56,18,366,36,NA,137,3,77,57,617,1,105,NA,126,NA,46,16,835,NA,192,NA,597,41,641,171,1425,NA,170,NA,54,1,14,83,275,1,108,NA,1,NA,2,1,14,NA,4,1,79,NA,47,34,462,NA,58,NA,17,NA,4,26,99,NA,25,NA,71,NA,32,13,382,NA,75,NA,38,1,59,22,285,NA,31,NA,20,NA,7,3,92,NA,39,NA,37,4,25,32,267,NA,95,NA,53,NA,44,12,489,NA,175,NA,282,1,91,47,1227,1,80,NA,56,1,17,115,251,NA,36
1995,Pennsylvania,10877,960,1075,3044,533,18,617,177,587,499,172,475,705,1622,393,48,912,16,1059,188,2856,74,459,1,17,41,576,25,152,22,565,17,482,4,168,30,445,7,698,52,1570,86,307,137,69,644,110,110,68,721,176,594,682,1591,177,51,24,366,92,2,NA,13,3,79,46,452,40,19,7,131,20,72,43,391,81,57,63,336,43,11,11,117,33,42,18,286,129,64,30,453,158,224,88,1213,97,39,13,309,32,NA,137,1,68,47,597,NA,110,NA,110,1,67,15,706,NA,176,1,593,41,641,146,1445,NA,177,NA,51,3,21,71,295,NA,92,NA,2,NA,NA,1,12,NA,3,NA,79,1,45,40,412,NA,40,NA,19,NA,7,25,106,NA,20,NA,72,1,42,21,370,NA,81,NA,57,3,60,14,322,NA,43,NA,11,NA,11,4,113,NA,33,NA,42,2,16,28,258,NA,129,NA,64,NA,30,7,446,NA,158,NA,224,3,85,49,1164,NA,97,NA,39,1,12,85,224,NA,32
1996,Pennsylvania,9789,808,974,2809,453,19,564,147,511,455,137,499,606,1503,304,44,764,16,958,170,2639,65,388,NA,19,37,527,15,132,19,492,15,440,7,130,43,456,12,594,32,1471,72,232,78,73,568,89,72,52,677,173,445,671,1547,146,28,16,329,80,1,NA,12,6,56,51,420,37,8,12,103,24,50,32,357,72,34,50,333,38,11,1,103,22,34,37,325,103,37,34,425,110,191,81,1153,78,39,9,233,23,NA,78,3,70,41,527,NA,89,NA,72,NA,52,15,662,1,172,NA,445,35,636,135,1412,NA,146,NA,28,4,12,61,268,NA,80,NA,1,NA,NA,NA,12,NA,6,NA,56,2,49,35,385,NA,37,NA,8,1,11,14,89,NA,24,NA,50,NA,32,19,338,NA,72,NA,34,1,49,14,319,NA,38,NA,11,NA,1,7,96,NA,22,NA,34,2,35,41,284,NA,103,NA,37,NA,34,12,413,NA,110,NA,191,NA,81,32,1121,NA,78,NA,39,1,8,71,162,NA,23
1997,Pennsylvania,9625,774,923,2649,502,26,461,135,452,974,140,466,467,1396,260,47,727,15,908,184,2465,80,422,2,24,28,433,10,125,19,433,30,944,6,134,35,431,6,461,43,1353,71,189,102,63,524,85,92,40,630,161,423,604,1501,121,30,13,358,101,3,NA,21,2,40,41,340,40,6,11,96,22,42,28,329,53,57,130,723,64,8,8,102,22,36,36,296,98,33,24,308,102,186,93,1043,74,30,9,200,21,NA,102,3,60,44,480,NA,85,NA,92,NA,40,15,615,NA,161,2,421,30,574,152,1349,NA,121,NA,30,2,11,77,281,1,100,NA,3,NA,NA,2,19,NA,2,NA,40,1,40,27,313,NA,40,NA,6,NA,11,10,86,NA,22,NA,42,NA,28,19,310,NA,53,NA,57,2,128,28,695,NA,64,NA,8,NA,8,6,96,NA,22,NA,36,5,31,30,266,NA,98,NA,33,NA,24,6,302,NA,102,NA,186,4,89,38,1005,1,73,NA,30,1,8,70,130,NA,21
1998,Pennsylvania,10791,873,976,3039,562,23,434,155,574,897,135,594,572,1618,339,55,818,12,964,192,2847,91,471,1,22,39,395,17,138,30,544,38,859,6,129,51,543,7,565,58,1560,98,241,100,64,638,71,62,55,734,125,414,674,1847,104,32,24,434,72,NA,2,17,4,27,40,345,22,13,10,118,14,47,35,432,60,32,105,738,22,12,4,95,24,36,39,438,81,23,34,441,74,162,103,1289,64,25,21,268,25,NA,100,2,62,53,585,NA,71,NA,62,1,54,11,723,NA,125,NA,414,41,633,151,1696,NA,104,NA,32,4,20,87,347,NA,72,NA,NA,NA,2,1,16,NA,4,NA,27,NA,40,39,306,NA,22,NA,13,2,8,15,103,NA,14,NA,47,NA,35,30,402,NA,60,NA,32,4,101,34,704,NA,22,NA,12,NA,4,6,89,NA,24,NA,36,3,36,48,390,NA,81,NA,23,1,33,6,435,NA,74,NA,162,3,100,55,1234,NA,64,NA,25,4,17,94,174,NA,25
1999,Pennsylvania,11200,997,971,3202,609,33,457,146,528,897,156,644,582,1682,296,56,941,18,953,186,3016,90,519,1,32,31,426,15,131,17,511,85,812,5,151,45,599,11,571,43,1639,89,207,49,86,822,40,50,44,792,85,257,757,2127,61,29,27,509,44,NA,3,27,3,13,45,394,5,4,4,130,8,35,32,428,33,15,112,757,13,2,10,134,10,27,50,526,41,14,30,521,17,122,121,1403,36,19,18,245,14,NA,49,4,82,52,770,NA,40,NA,50,1,43,17,775,NA,85,1,256,32,725,153,1974,NA,61,NA,29,2,25,88,421,NA,44,NA,NA,NA,3,1,26,NA,3,NA,13,1,44,30,364,NA,5,NA,4,NA,4,15,115,NA,8,NA,35,NA,32,17,411,NA,33,NA,15,7,105,78,679,NA,13,NA,2,1,9,4,130,NA,10,NA,27,6,44,39,487,NA,41,NA,14,NA,30,11,510,NA,17,NA,122,4,117,39,1364,NA,36,NA,19,4,14,85,160,NA,14
2e3,Pennsylvania,12048,1173,1019,3600,655,33,527,182,561,770,190,819,593,1598,328,63,1110,27,992,228,3372,102,553,3,30,28,499,14,168,21,540,41,729,6,184,64,755,11,582,44,1554,84,244,669,92,14,398,411,53,7,548,2260,831,16,493,237,23,2,393,15,2,NA,16,333,65,5,124,68,15,1,98,265,37,5,254,365,100,1,304,67,17,NA,106,276,61,3,479,189,34,4,366,1082,127,8,381,187,15,3,123,41,628,8,84,1,13,13,385,14,397,NA,53,1,6,12,536,123,2137,35,796,2,14,68,425,34,203,2,21,NA,2,66,327,NA,15,NA,2,NA,NA,3,13,15,318,1,64,1,4,11,113,3,65,1,14,NA,1,10,88,8,257,1,36,1,4,11,243,20,345,3,97,NA,1,18,286,3,64,NA,17,NA,NA,3,103,14,262,3,58,NA,3,47,432,2,187,NA,34,NA,4,9,357,23,1059,NA,127,1,7,20,361,49,138,4,11,NA,3,31,92
