state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Iowa,2016,2411135,1931424,3134693,1578385,1556308,1226677,1184458,958290,973134,825,8224,0,0,0,825,8224,9049,4,29,33,825,8224,9049
Iowa,2015,2398939,1932736,3123899,1574958,1548941,1219281,1179658,957379,975357,811,8053,0,0,0,811,8053,8864,8,25,33,811,8053,8864
Iowa,2014,2382458,1925061,3107126,1561996,1545130,1212257,1170201,953572,971489,755,8090,0,0,0,755,8090,8845,12,28,40,755,8090,8845
Iowa,2013,2366311,1921974,3090416,1562487,1527929,1209296,1157015,957544,964430,716,7991,0,0,0,716,7991,8707,11,32,43,716,7991,8707
Iowa,2012,2352328,1918450,3074186,1549982,1524204,1198601,1153727,950431,968019,786,7949,0,0,0,786,7949,8735,15,32,47,786,7949,8735
Iowa,2011,2339920,1911086,3062309,1549135,1513174,1193978,1145942,947267,963819,740,8375,0,0,0,740,8375,9115,17,42,59,740,8375,9115
Iowa,2010,2327048,1901086,3049883,1544201,1505682,1188820,1138228,943042,958044,783,8674,0,0,0,783,8674,9457,19,48,67,783,8674,9457
Iowa,2009,2299255,1877018,3007857,1525620,1482237,1179111,1120144,932704,944314,748,8166,0,0,0,748,8166,8914,NA,NA,NA,748,8166,8914
Iowa,2008,2297884,1884107,3002557,1522092,1480465,1178886,1118998,933488,950619,747,7976,0,0,0,747,7976,8723,NA,NA,NA,747,7976,8723
Iowa,2007,2276058,1857403,2988047,1513126,1474921,1167475,1108583,921759,935644,715,7977,0,0,0,715,7977,8692,NA,NA,NA,715,7977,8692
Iowa,2006,2275603,1870476,2982085,1512501,1469584,1171581,1104022,932049,938427,789,8049,0,0,0,789,8049,8838,NA,NA,NA,789,8049,8838
Iowa,2005,2191376,1802448,2848266,1445057,1403209,1125352,1066024,897577,904871,800,7937,0,0,0,800,7937,8737,0,0,0,800,7937,8737
Iowa,2004,2170380,1796139,2849976,1449430,1400546,1120108,1050272,903445,892694,757,7768,0,0,0,757,7768,8525,0,0,0,757,7768,8525
Iowa,2003,2155627,1782647,2846089,1439759,1406330,1106308,1049319,890611,892036,716,7830,0,0,0,716,7830,8546,0,0,0,716,7830,8546
Iowa,2002,2145832,1764550,2838815,1445584,1393231,1103910,1041922,881859,882691,703,7695,0,0,0,703,7695,8398,NA,NA,NA,703,7695,8398
Iowa,2001,2099158,1722578,2819039,1433375,1385664,1083778,1015380,862949,859629,635,7327,0,0,0,635,7327,7962,NA,NA,NA,635,7327,7962
Iowa,2000,2089720,1708728,2820668,1429775,1390893,1082458,1007262,862742,845986,592,7363,0,0,0,592,7363,7955,NA,NA,NA,592,7363,7955
