state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Oregon,2016,3227513,2595600,4093465,2060907,2032558,1645267,1582246,1298787,1296813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2015,3168517,2557992,4028977,2037692,1991285,1617428,1551089,1285380,1272612,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,62
Oregon,2014,3111019,2525972,3970239,2008834,1961405,1590387,1520632,1270617,1255355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,58
Oregon,2013,3071614,2516056,3930065,1984979,1945086,1566023,1505591,1261178,1254878,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,57,60
Oregon,2012,3039087,2511144,3899353,1961714,1937639,1548910,1490177,1256387,1254757,3,60,63,NA,NA,NA,NA,NA,NA,3,60,63
Oregon,2011,3011055,2498166,3871859,1956121,1915738,1536143,1474912,1251317,1246849,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,58,60
Oregon,2010,2973400,2476140,3838957,1935332,1903625,1518512,1454888,1241550,1234590,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,59,63
Oregon,2009,2952353,2471936,3825657,1929037,1896620,1504114,1448239,1235774,1236162,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,61,66
Oregon,2008,2915435,2452617,3790060,1905321,1884739,1479831,1435604,1220502,1232115,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,52,55
Oregon,2007,2886599,2429736,3747455,1891125,1856330,1470548,1416051,1212421,1217315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2006,2842900,2399676,3700758,1866650,1834108,1449258,1393642,1197922,1201754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2005,2717351,2294969,3560922,1794779,1766143,1383677,1333674,1146315,1148654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2004,2665461,2246180,3506284,1757704,1748580,1355132,1310329,1116558,1129622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2003,2645505,2230439,3488398,1774041,1714357,1356856,1288649,1121244,1109195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2002,2582718,2187726,3434797,1730784,1704013,1320157,1262561,1095676,1092050,0,27,27,0,1,1,0,14,14,0,42,42
Oregon,2001,2537863,2137881,3387279,1705949,1681330,1286254,1251609,1059543,1078338,1,19,20,0,5,5,1,4,5,2,28,30
Oregon,2000,2501752,2106875,3355436,1719937,1635499,1293188,1208564,1056237,1050638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
Oregon,1999,2462811.8,2071120.5,3303174.3,1692477.2,1610697.1,1272948.2,1189863.6,1038491.9,1032628.6,0,14,14,1,5,6,1,2,3,2,21,23
Oregon,1998,2423871.6,2035366,3250912.6,1665017.4,1585895.2,1252708.4,1171163.2,1020746.8,1014619.2,0,29,29,2,0,2,0,4,4,2,33,35
Oregon,1997,2384931.4,1999611.5,3198650.9,1637557.6,1561093.3,1232468.6,1152462.8,1003001.7,996609.8,NA,NA,33,NA,NA,7,NA,NA,14,3,51,54
Oregon,1996,2345991.2,1963857,3146389.2,1610097.8,1536291.4,1212228.8,1133762.4,985256.6,978600.4,NA,NA,23,NA,NA,4,NA,NA,12,4,35,39
Oregon,1995,2307051,1928102.5,3094127.5,1582638,1511489.5,1191989,1115062,967511.5,960591,NA,NA,11,NA,NA,7,NA,NA,11,4,25,29
Oregon,1994,2268110.8,1892348,3041865.8,1555178.2,1486687.6,1171749.2,1096361.6,949766.4,942581.6,NA,NA,8,NA,NA,10,NA,NA,6,3,21,24
Oregon,1993,2229170.6,1856593.5,2989604.1,1527718.4,1461885.7,1151509.4,1077661.2,932021.3,924572.2,NA,NA,7,NA,NA,7,NA,NA,15,4,25,29
Oregon,1992,2190230.4,1820839,2937342.4,1500258.6,1437083.8,1131269.6,1058960.8,914276.2,906562.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
Oregon,1991,2151290.2,1785084.5,2885080.7,1472798.8,1412281.9,1111029.8,1040260.4,896531.1,888553.4,NA,NA,11,NA,NA,1,NA,NA,12,NA,NA,24
