state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Massachusetts,2016,5434401,4431861,6811885,3502155,3309730,2832580,2601821,2256817,2175044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,2015,5408795,4442078,6794422,3495022,3299400,2820079,2588716,2265580,2176498,0,0,0,8,104,112,2,36,38,10,140,150
Massachusetts,2014,5358636,4414911,6745408,3475455,3269953,2797049,2561587,2254574,2160337,0,1,1,7,105,112,1,51,52,8,157,165
Massachusetts,2013,5302868,4387385,6692824,3450931,3241893,2773624,2529244,2242472,2144913,1,11,12,8,114,122,1,39,40,10,164,174
Massachusetts,2012,5244629,4365828,6646144,3432425,3213719,2742352,2502277,2230394,2135434,0,47,47,6,126,132,0,7,7,6,180,186
Massachusetts,2011,5184434,4322687,6587536,3399434,3188102,2713581,2470853,2210441,2112246,1,6,7,7,122,129,5,67,72,13,195,208
Massachusetts,2010,5140479,4293097,6557254,3382855,3174399,2691128,2449351,2194096,2099001,0,4,4,11,121,132,3,67,70,14,192,206
Massachusetts,2009,5160833,4329133,6593587,3389013,3204574,2690148,2470685,2196985,2132148,0,10,10,10,101,111,7,119,126,17,230,247
Massachusetts,2008,5063215,4260268,6497967,3345765,3152202,2645999,2417216,2168468,2091800,4,16,20,11,84,95,7,142,149,22,242,264
Massachusetts,2007,5015072,4204948,6449755,3323709,3126046,2626877,2388195,2143813,2061135,2,7,9,7,99,106,8,96,104,17,202,219
Massachusetts,2006,4983280,4176424,6437193,3321127,3116066,2610412,2372868,2130212,2046212,6,11,17,19,123,142,12,97,109,37,231,268
Massachusetts,2005,4743399,3990903,6200944,3191967,3008977,2481854,2261545,2037487,1953416,7,11,18,12,89,101,7,95,102,26,195,221
Massachusetts,2004,4741168,3995506,6193986,3204972,2989014,2486555,2254613,2047424,1948082,4,15,19,10,73,83,17,96,113,31,184,215
Massachusetts,2003,4728290,3973e3,6218757,3219505,2999252,2484989,2243301,2033572,1939428,13,139,152,6,72,78,0,0,0,19,211,230
Massachusetts,2002,4757769,3981882,6211595,3227220,2984375,2515246,2242523,2057959,1923923,10,23,33,14,99,113,17,127,144,41,249,290
Massachusetts,2001,4748010,3994245,6155496,3196383,2959113,2503136,2244874,2056717,1937528,8,25,33,16,103,119,16,139,155,40,267,307
Massachusetts,2000,4653923,3891966,6221681,3234438,2987243,2417904,2236019,1969067,1922899,6,22,28,8,122,130,16,139,155,30,283,313
Massachusetts,1999,4654996.9,3893214.8,6201102.7,3223229.2,2977873.5,2422751.4,2232245.5,1971246.8,1921968,NA,NA,17,NA,NA,138,NA,NA,191,44,302,346
Massachusetts,1998,4656070.8,3894463.6,6180524.4,3212020.4,2968504,2427598.8,2228472,1973426.6,1921037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395
Massachusetts,1997,4657144.7,3895712.4,6159946.1,3200811.6,2959134.5,2432446.2,2224698.5,1975606.4,1920106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
Massachusetts,1996,4658218.6,3896961.2,6139367.8,3189602.8,2949765,2437293.6,2220925,1977786.2,1919175,NA,NA,79,NA,NA,166,NA,NA,148,66,327,393
Massachusetts,1995,4659292.5,3898210,6118789.5,3178394,2940395.5,2442141,2217151.5,1979966,1918244,NA,NA,94,NA,NA,160,NA,NA,155,69,340,409
Massachusetts,1994,4660366.4,3899458.8,6098211.2,3167185.2,2931026,2446988.4,2213378,1982145.8,1917313,NA,NA,103,NA,NA,109,NA,NA,176,85,303,388
Massachusetts,1993,4661440.3,3900707.6,6077632.9,3155976.4,2921656.5,2451835.8,2209604.5,1984325.6,1916382,NA,NA,89,NA,NA,121,NA,NA,184,79,315,394
Massachusetts,1992,4662514.2,3901956.4,6057054.6,3144767.6,2912287,2456683.2,2205831,1986505.4,1915451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322
Massachusetts,1991,4663588.1,3903205.2,6036476.3,3133558.8,2902917.5,2461530.6,2202057.5,1988685.2,1914520,NA,NA,100,NA,NA,22,NA,NA,362,NA,NA,484
