state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Ohio,2016,9007798,7256258,11614373,5916782,5697591,4646129,4361669,3652007,3604251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,2015,8990472,7285422,11613423,5927762,5685661,4650254,4340218,3682828,3602594,7,297,304,1,87,88,NA,NA,NA,8,384,392
Ohio,2014,8960023,7291280,11594163,5914477,5679686,4633724,4326299,3677577,3613703,13,264,277,4,140,144,NA,NA,NA,17,404,421
Ohio,2013,8928373,7314167,11570808,5915372,5655436,4621997,4306376,3696276,3617891,21,251,272,6,127,133,NA,NA,NA,27,378,405
Ohio,2012,8892056,7320406,11544225,5909185,5635040,4610639,4281417,3705936,3614470,24,245,269,5,124,129,NA,NA,NA,29,369,398
Ohio,2011,8858876,7309982,11544951,5902189,5642762,4592349,4266527,3694669,3615313,22,221,243,4,129,133,NA,NA,NA,26,350,376
Ohio,2010,8817345,7291841,11536182,5903619,5632563,4572775,4244570,3689020,3602821,0,0,0,4,130,134,22,225,247,26,355,381
Ohio,2009,8829355,7328849,11542645,5915287,5627358,4582432,4246923,3698320,3630529,NA,NA,NA,6,117,123,23,233,256,29,350,379
Ohio,2008,8750083,7288692,11485910,5885902,5600008,4539121,4210962,3675992,3612700,NA,NA,NA,NA,NA,139,NA,NA,275,29,385,414
Ohio,2007,8726992,7282406,11466917,5877307,5589610,4536213,4190779,3682812,3599594,0,0,0,4,118,122,22,233,255,26,351,377
Ohio,2006,8695512,7265029,11478006,5884983,5593023,4515315,4180197,3666784,3598245,0,0,0,4,79,83,19,345,364,23,424,447
Ohio,2005,8405709,7061024,11146050,5721926,5424124,4384055,4021654,3594707,3466317,27,294,321,3,86,89,NA,NA,NA,30,380,410
Ohio,2004,8397018,7060876,11172251,5735109,5437142,4375872,4021146,3598076,3462800,22,224,246,4,137,141,NA,NA,NA,26,361,387
Ohio,2003,8313492,6980600,11131980,5731640,5400340,4360079,3953413,3577580,3403020,32,261,293,6,117,123,0,0,0,38,378,416
Ohio,2002,8255118,6904082,11106524,5730149,5376375,4331842,3923276,3541697,3362385,26,267,293,3,121,124,NA,NA,NA,29,388,417
Ohio,2001,8331665,6994432,11066289,5711097,5355192,4380290,3951375,3590428,3404004,24,253,277,3,118,121,NA,NA,NA,27,371,398
Ohio,2000,8181891,6834334,11052389,5721491,5330898,4309578,3872313,3516925,3317409,20,320,340,4,134,138,NA,NA,NA,24,454,478
Ohio,1999,8166966.6,6823433.7,11030378.5,5710444.1,5319934.4,4303565,3863401.6,3510631.3,3312802.4,26,259,285,2,104,106,NA,NA,NA,28,363,391
Ohio,1998,8152042.2,6812533.4,11008368,5699397.2,5308970.8,4297552,3854490.2,3504337.6,3308195.8,17,161,178,3,94,97,11,106,117,31,361,392
Ohio,1997,8137117.8,6801633.1,10986357.5,5688350.3,5298007.2,4291539,3845578.8,3498043.9,3303589.2,NA,NA,155,NA,NA,91,NA,NA,119,25,340,365
Ohio,1996,8122193.4,6790732.8,10964347,5677303.4,5287043.6,4285526,3836667.4,3491750.2,3298982.6,NA,NA,279,NA,NA,64,NA,NA,NA,26,317,343
Ohio,1995,8107269,6779832.5,10942336.5,5666256.5,5276080,4279513,3827756,3485456.5,3294376,NA,NA,270,NA,NA,76,NA,NA,NA,22,324,346
Ohio,1994,8092344.6,6768932.2,10920326,5655209.6,5265116.4,4273500,3818844.6,3479162.8,3289769.4,NA,NA,388,NA,NA,66,NA,NA,NA,22,432,454
Ohio,1993,8077420.2,6758031.9,10898315.5,5644162.7,5254152.8,4267487,3809933.2,3472869.1,3285162.8,NA,NA,305,NA,NA,50,NA,NA,NA,25,330,355
Ohio,1992,8062495.8,6747131.6,10876305,5633115.8,5243189.2,4261474,3801021.8,3466575.4,3280556.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232
Ohio,1991,8047571.4,6736231.3,10854294.5,5622068.9,5232225.6,4255461,3792110.4,3460281.7,3275949.6,NA,NA,129,NA,NA,23,NA,NA,0,NA,NA,152
