state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Kansas,2016,2192989,1788076,2907289,1459261,1448028,1112388,1080601,887741,900335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2015,2193124,1797342,2911641,1460937,1450704,1109029,1084095,886522,910820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2014,2180036,1795731,2904021,1464257,1439764,1109697,1070339,892494,903237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2013,2175437,1795636,2893957,1453067,1440890,1103324,1072113,887273,908363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2012,2166839,1805333,2885905,1448084,1437821,1098552,1068287,895183,910150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2011,2149637,1791252,2871238,1446165,1425073,1092579,1057058,887721,903531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2010,2133830,1777892,2859169,1445844,1413325,1089127,1044703,884090,893802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2009,2117954,1775254,2818747,1423616,1395131,1077871,1040083,879960,895294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2008,2110849,1764747,2802134,1412794,1389340,1073023,1037826,871923,892824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2007,2075908,1739587,2775997,1402897,1373100,1060316,1015592,862308,877279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2006,2073023,1737404,2764075,1393515,1370560,1050940,1022083,855133,882271,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,14,14,0,0,0,0,1,1,0,16,16
Kansas,2005,1992340,1683311,2669699,1357557,1312142,1024277,968063,850254,833057,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,18,19,0,0,0,0,0,0,1,18,19
Kansas,2004,1970151,1657921,2653454,1342077,1311377,1008894,961257,831192,826729,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,2,25,27,0,0,0,0,3,3,2,29,31
Kansas,2003,1956836,1648442,2641747,1338202,1303545,1006251,950585,827752,820690,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,28,28,0,0,0,0,2,2,1,31,32
Kansas,2002,1940300,1624106,2634122,1342330,1291792,1000558,939742,817835,806271,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,19,20,0,0,0,0,1,1,1,21,22
Kansas,2001,1955260,1643253,2612636,1327608,1285028,1008656,946604,827123,816130,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,2,2,0,21,21
Kansas,2000,1898076,1570341,2615759,1314627,1301132,975855,922221,784520,785821,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,16,16,0,0,0,0,1,1,0,18,18
Kansas,1999,1889539.2,1562631.4,2601317.3,1308679.5,1292637.8,971867,917672.2,780264.3,782367.1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,3,3,0,14,14
Kansas,1998,1881002.4,1554921.8,2586875.6,1302732,1284143.6,967879,913123.4,776008.6,778913.2,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,1,1,NA,NA,NA
