state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Mississippi,2016,2266009,1854304,2988726,1548961,1439765,1190833,1075176,955778,898526,289,4751,5040,NA,NA,NA,0,0,3078,3078,3078,0,0,0,3078,1369,14745,16114,0,0,0,1369,17823,19192
Mississippi,2015,2263210,1854997,2992333,1545520,1446813,1184452,1078758,950440,904557,328,4605,4933,NA,NA,NA,0,0,3946,3946,3946,0,0,0,3946,1316,13649,14965,0,0,0,1316,17595,18911
Mississippi,2014,2262018,1866896,2994079,1535297,1458782,1181829,1080189,954836,912060,378,5190,5568,NA,NA,NA,0,0,4114,4114,4114,0,0,0,4114,1345,13334,14679,0,0,0,1345,17448,18793
Mississippi,2013,2255085,1874672,2991207,1540005,1451202,1179436,1075649,959433,915239,428,5950,6378,NA,NA,NA,0,0,4394,4394,4394,0,0,0,4394,1617,15958,17575,0,0,0,1617,20352,21969
Mississippi,2012,2237499,1872898,2984926,1543407,1441519,1174754,1062745,964306,908592,452,6076,6528,NA,NA,NA,0,0,4334,4334,4334,0,0,0,4334,1667,16318,17985,0,0,0,1667,20652,22319
Mississippi,2011,2226732,1866434,2978512,1529416,1449096,1163599,1063133,955544,910890,447,5549,5996,NA,NA,NA,0,0,4669,4669,4669,0,0,0,4669,1578,15139,16717,0,0,0,1578,19808,21386
Mississippi,2010,2216967,1859102,2970036,1529348,1440688,1159524,1057443,950830,908272,233,4380,4613,NA,NA,NA,0,0,5241,5241,5241,0,0,0,5241,1525,14301,15826,0,0,0,1525,19542,21067
Mississippi,2009,2187529,1837819,2951996,1516807,1435189,1146501,1041028,937377,900442,291,3979,4270,NA,NA,NA,0,0,5286,5286,5286,0,0,0,5286,1735,14461,16196,0,0,0,1735,19747,21482
Mississippi,2008,2176235,1834136,2938618,1510775,1427843,1143846,1032389,939889,894247,244,4614,4858,NA,NA,NA,0,0,5497,5497,5497,0,0,0,5497,1981,15276,17257,26,108,134,1981,20773,22754
Mississippi,2007,2158909,1822318,2918785,1504875,1413910,1134121,1024788,930963,891355,213,4739,4952,NA,NA,NA,0,0,4794,4794,4794,0,0,0,4794,1962,15675,17637,16,190,206,1962,20469,22431
