state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Idaho,2016,1246229,1010005,1683140,844378,838762,630499,615730,504933,505072,792,6429,0,420,420,792,6009,6801,26,633,659,792,6009,6801
Idaho,2015,1223903,997142,1654930,828210,826720,616624,607279,496399,500743,761,6477,0,545,545,761,5932,6693,28,551,579,761,5932,6693
Idaho,2014,1203127,988767,1634464,817767,816697,605966,597161,491214,497553,766,6731,0,639,639,766,6092,6858,NA,NA,NA,766,6092,6858
Idaho,2013,1185459,979046,1612136,805049,807087,597699,587760,486677,492369,740,6479,0,2745,2745,740,3734,4474,0,0,0,740,3734,4474
Idaho,2012,1171205,980348,1595728,799183,796545,590860,580345,488333,492015,904,6811,0,2725,2725,904,4086,4990,0,0,0,904,4086,4990
Idaho,2011,1156880,967687,1584985,788285,796700,581729,575151,478587,489100,830,6640,0,2332,2332,830,4308,5138,0,0,0,830,4308,5138
Idaho,2010,1142553,959325,1571450,782752,788698,576221,566332,477192,482133,737,6498,0,2236,2236,737,4262,4999,0,0,0,737,4262,4999
Idaho,2009,1127e3,954946,1545801,769112,776689,566695,560305,473413,481533,692,6492,0,2066,2066,692,4426,5118,NA,NA,NA,692,4426,5118
Idaho,2008,1110275,944999,1523816,757494,766322,555476,554799,465494,479505,685,6348,0,2114,2114,685,4234,4919,NA,NA,NA,685,4234,4919
Idaho,2007,1086868,923832,1499402,747002,752400,546312,540556,457242,466590,726,6329,0,1969,1969,726,4360,5086,NA,NA,NA,726,4360,5086
Idaho,2006,1073063,916276,1466465,730425,736040,537294,535769,450245,466031,636,6029,0,1925,1925,636,4104,4740,NA,NA,NA,636,4104,4740
Idaho,2005,1028287,882529,1408650,707457,701193,519797,508490,440221,442308,526,5723,0,1596,1596,526,4127,4653,0,0,0,526,4127,4653
Idaho,2004,989067,847303,1360152,683077,677075,502110,486957,423262,424041,549,5209,0,1263,1263,549,3946,4495,0,0,0,549,3946,4495
Idaho,2003,963572,824794,1333165,670396,662769,491981,471591,415933,408861,510,5048,0,1267,1267,510,3781,4291,0,0,0,510,3781,4291
Idaho,2002,945405,811531,1308320,650116,658204,475438,469967,400627,410904,467,4984,0,1266,1266,467,3718,4185,NA,NA,NA,467,3718,4185
Idaho,2001,915983,784558,1289492,651033,638459,464525,451458,390260,394298,418,4852,120,1228,1348,298,3624,3922,NA,NA,NA,298,3624,3922
Idaho,2000,913964,774152,1272112,650131,621981,467940,446024,390452,383700,301,4669,0,1163,1163,301,3506,3807,NA,NA,NA,301,3506,3807
Idaho,1999,891740,754785.6,1243992.4,635263.1,608729.3,456686,435054,380555.2,374230.4,301,3933,0,400,400,301,3533,3834,0,0,0,301,3533,3834
Idaho,1998,869516,735419.2,1215872.8,620395.2,595477.6,445432,424084,370658.4,364760.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,3178,3459
Idaho,1997,847292,716052.8,1187753.2,605527.3,582225.9,434178,413114,360761.6,355291.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,3082,3312
Idaho,1996,825068,696686.4,1159633.6,590659.4,568974.2,422924,402144,350864.8,345821.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,3028,3257
Idaho,1995,802844,677320,1131514,575791.5,555722.5,411670,391174,340968,336352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,2882,3079
Idaho,1994,780620,657953.6,1103394.4,560923.6,542470.8,400416,380204,331071.2,326882.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,147,2346,2493
Idaho,1993,758396,638587.2,1075274.8,546055.7,529219.1,389162,369234,321174.4,317412.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,144,2356,2500
Idaho,1992,736172,619220.8,1047155.2,531187.8,515967.4,377908,358264,311277.6,307943.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,109,2055,2164
Idaho,1991,713948,599854.4,1019035.6,516319.9,502715.7,366654,347294,301380.8,298473.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,107,1952,2059
Idaho,1990,691724,580488,990916,501452,489464,355400,336324,291484,289004,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,109,1739,1848
Idaho,1989,686259.6,577525.2,986304.4,498738.8,487565.6,352138,334121.6,289829.6,287695.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,103,1538,1641
Idaho,1988,680795.2,574562.4,981692.8,496025.6,485667.2,348876,331919.2,288175.2,286387.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,79,1414,1493
Idaho,1987,675330.8,571599.6,977081.2,493312.4,483768.8,345614,329716.8,286520.8,285078.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,70,1271,1341
Idaho,1986,669866.4,568636.8,972469.6,490599.2,481870.4,342352,327514.4,284866.4,283770.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,51,1387,1438
Idaho,1985,664402,565674,967858,487886,479972,339090,325312,283212,282462,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,51,1266,1317
Idaho,1984,658937.6,562711.2,963246.4,485172.8,478073.6,335828,323109.6,281557.6,281153.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,47,1139,1186
Idaho,1983,653473.2,559748.4,958634.8,482459.6,476175.2,332566,320907.2,279903.2,279845.2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,42,1085,1127
Idaho,1982,648008.8,556785.6,954023.2,479746.4,474276.8,329304,318704.8,278248.8,278536.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1001
Idaho,1981,642544.4,553822.8,949411.6,477033.2,472378.4,326042,316502.4,276594.4,277228.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,924
Idaho,1980,637080,550860,944800,474320,470480,322780,314300,274940,275920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,680
Idaho,1979,617972,533884,922310,462748,459562,313182,304790,266576,267308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,819
Idaho,1978,598864,516908,899820,451176,448644,303584,295280,258212,258696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,803
