state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Washington,2016,5663243,4662065,7288e3,3651901,3636099,2857203,2806040,2308182,2353883,1387,15841,0,0,0,1387,15841,17228,0,0,0,1387,15841,17228
Washington,2015,5558571,4603853,7170351,3587267,3583084,2798430,2760141,2276053,2327800,1302,15920,0,0,0,1302,15920,17222,0,0,0,1302,15920,17222
Washington,2014,5460989,4551069,7061530,3529518,3532012,2753219,2707770,2253081,2297988,1308,15872,0,0,0,1308,15872,17180,0,0,0,1308,15872,17180
Washington,2013,5378895,4508105,6971406,3487837,3483569,2708948,2669947,2229008,2279097,1420,16340,0,0,0,1420,16340,17760,0,0,0,1420,16340,17760
Washington,2012,5316558,4488323,6897012,3458480,3438532,2686241,2630317,2233072,2255251,1277,15642,0,0,0,1277,15642,16919,20,18,38,1277,15642,16919
Washington,2011,5252763,4455487,6830038,3424895,3405143,2653627,2599136,2213952,2241535,1295,15814,0,0,0,1295,15814,17109,15,25,40,1295,15814,17109
Washington,2010,5162367,4392734,6744496,3385247,3359249,2615256,2547111,2184628,2208106,1294,15734,0,0,0,1294,15734,17028,26,34,60,1294,15734,17028
Washington,2009,5093031,4352845,6664195,3339270,3324925,2574991,2518040,2159660,2193185,1291,15964,0,124,124,1291,15840,17131,11,36,47,1291,15840,17131
Washington,2008,5001714,4279436,6549224,3281759,3267465,2518254,2483460,2111050,2168386,1431,15757,0,863,863,1431,14894,16325,38,78,116,1431,15757,17188
Washington,2007,4930120,4231658,6468424,3240820,3227604,2494650,2435470,2101864,2129794,1569,15342,0,1203,1203,1569,14139,15708,58,299,357,1569,15342,16911
Washington,2006,4859395,4171816,6395798,3210390,3185408,2459251,2400144,2069892,2101924,1542,15285,0,954,954,1542,14331,15873,46,178,224,1542,15285,16827
Washington,2005,4676603,4030546,6157786,3095414,3062372,2375133,2301470,2015873,2014673,1513,15268,0,890,890,1513,14378,15891,62,228,290,1513,15268,16781
Washington,2004,4581637,3957796,6071325,3062840,3008485,2336404,2245233,1983637,1974159,1406,15097,0,327,327,1406,14770,16176,81,390,471,1406,15097,16503
Washington,2003,4501566,3882202,5988638,3021529,2967109,2296410,2205156,1944825,1937377,1331,14896,0,0,0,1331,14896,16227,49,284,333,1331,14896,16227
Washington,2002,4426673,3825364,5937852,2985345,2952507,2252514,2174159,1911251,1914113,1275,14988,0,0,0,1275,14988,16263,20,136,156,1275,14988,16263
Washington,2001,4331354,3732001,5852281,2956139,2896142,2213585,2117769,1873388,1858613,1088,14138,33,443,476,1055,13695,14750,12,66,78,1088,14138,15226
