state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Nebraska,2016,1435296,1169912,1907116,956973,950143,724739,710557,578225,591687,275,3e3,3275,344,3750,4094,NA,NA,NA
Nebraska,2015,1426194,1165803,1896190,952942,943248,724298,701896,579144,586659,275,3e3,3275,344,3750,4094,NA,NA,NA
Nebraska,2014,1412937,1161182,1881503,942332,939171,717025,695912,575802,585380,275,3e3,3275,344,3750,4094,NA,NA,NA
Nebraska,2013,1404304,1158219,1868516,942838,925678,715133,689171,575868,582351,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2012,1390194,1152335,1855525,937600,917925,709002,681192,574783,577552,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2011,1383448,1149737,1842641,928462,914179,706151,677297,572429,577308,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2010,1372662,1139817,1830429,921958,908471,697890,674772,562150,577667,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2009,1349219,1122311,1796622,902165,894457,685233,663986,553903,568408,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2008,1328234,1106692,1783432,900386,883046,680017,648217,550803,555889,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2007,1314994,1096632,1774571,895567,879004,672429,642565,546689,549943,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2006,1321027,1100473,1768331,891526,876805,675529,645498,546472,554001,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2005,1272694,1067059,1706343,867196,839147,656256,616438,537866,529193,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2004,1270329,1070575,1708711,861868,846843,652429,617900,536976,533599,275,2900,3175,344,3625,3969,NA,NA,NA
Nebraska,2003,1249961,1049267,1686921,847805,839116,640250,609711,526345,522922,139,2900,3039,174,3625,3799,NA,NA,NA
Nebraska,2002,1242275,1039634,1678166,853502,824664,637185,605090,519804,519830,139,3e3,3139,174,3750,3924,NA,NA,NA
Nebraska,2001,1226065,1024548,1664625,841703,822922,631273,594792,512822,511726,139,3192,3331,173,3750,3923,NA,NA,NA
Nebraska,2000,1214222,1007886,1670419,842160,828259,625399,588823,505859,502027,195,2176,2371,243,2720,2963,NA,NA,NA
Nebraska,1999,1207589.7,1000972.8,1661182,838742.1,822439.9,622767.7,584822,502486.9,498485.9,195,2176,2371,243,2720,2963,NA,NA,NA
Nebraska,1998,1200957.4,994059.6,1651945,835324.2,816620.8,620136.4,580821,499114.8,494944.8,NA,NA,2371,NA,NA,2963,NA,NA,NA
Nebraska,1997,1194325.1,987146.4,1642708,831906.3,810801.7,617505.1,576820,495742.7,491403.7,NA,NA,2013,NA,NA,2517,NA,NA,NA
Nebraska,1996,1187692.8,980233.2,1633471,828488.4,804982.6,614873.8,572819,492370.6,487862.6,NA,NA,2013,NA,NA,2517,NA,NA,NA
Nebraska,1995,1181060.5,973320,1624234,825070.5,799163.5,612242.5,568818,488998.5,484321.5,NA,NA,2013,NA,NA,2517,NA,NA,NA
Nebraska,1994,1174428.2,966406.8,1614997,821652.6,793344.4,609611.2,564817,485626.4,480780.4,NA,NA,2013,NA,NA,NA,NA,NA,NA
Nebraska,1993,1167795.9,959493.6,1605760,818234.7,787525.3,606979.9,560816,482254.3,477239.3,NA,NA,2013,NA,NA,NA,NA,NA,NA
Nebraska,1992,1161163.6,952580.4,1596523,814816.8,781706.2,604348.6,556815,478882.2,473698.2,NA,NA,1706,NA,NA,NA,NA,NA,NA
Nebraska,1991,1154531.3,945667.2,1587286,811398.9,775887.1,601717.3,552814,475510.1,470157.1,NA,NA,1706,NA,NA,NA,NA,NA,NA
Nebraska,1990,1147899,938754,1578049,807981,770068,599086,548813,472138,466616,NA,NA,1666,NA,NA,NA,NA,NA,NA
Nebraska,1989,1145509.1,937802.6,1577894.1,807978.9,769915.2,598073.4,547435.7,472158.2,465644.4,NA,NA,1666,NA,NA,NA,NA,NA,NA
Nebraska,1988,1143119.2,936851.2,1577739.2,807976.8,769762.4,597060.8,546058.4,472178.4,464672.8,NA,NA,1651,NA,NA,NA,NA,NA,NA
Nebraska,1987,1140729.3,935899.8,1577584.3,807974.7,769609.6,596048.2,544681.1,472198.6,463701.2,NA,NA,1542,NA,NA,1513,NA,NA,1562
Nebraska,1986,1138339.4,934948.4,1577429.4,807972.6,769456.8,595035.6,543303.8,472218.8,462729.6,NA,NA,1542,NA,NA,1513,NA,NA,1562
Nebraska,1985,1135949.5,933997,1577274.5,807970.5,769304,594023,541926.5,472239,461758,NA,NA,1542,NA,NA,1513,NA,NA,1562
Nebraska,1984,1133559.6,933045.6,1577119.6,807968.4,769151.2,593010.4,540549.2,472259.2,460786.4,NA,NA,1542,NA,NA,1513,NA,NA,1562
Nebraska,1983,1131169.7,932094.2,1576964.7,807966.3,768998.4,591997.8,539171.9,472279.4,459814.8,NA,NA,1239,NA,NA,1541,NA,NA,1271
