state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
New Mexico,2016,1594344,1279964,2081015,1052374,1028641,811081,783263,639807,640157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,2015,1586110,1283011,2085109,1049370,1035739,805247,780863,639215,643796,3,27,30,0,0,0,0,0,0,3,27,30
New Mexico,2014,1588033,1297353,2085572,1055089,1030483,809861,778172,650704,646649,1,28,29,0,0,0,0,0,0,1,28,29
New Mexico,2013,1578942,1293596,2085287,1049487,1035800,802022,776920,646953,646643,1,24,25,0,0,0,0,0,0,1,24,25
New Mexico,2012,1570724,1304456,2085538,1048485,1037053,801430,769294,654754,649702,1,26,27,0,2,2,0,0,0,1,28,29
New Mexico,2011,1564221,1302432,2082224,1046663,1035561,796647,767574,654095,648337,0,8,8,0,1,1,3,25,28,3,34,37
New Mexico,2010,1548374,1288774,2065932,1046841,1019091,791507,756867,649779,638995,0,0,0,0,13,13,0,14,14,0,27,27
New Mexico,2009,1496203,1253113,2009671,1021889,987782,764839,731364,627652,625461,0,0,0,0,15,15,1,18,19,1,33,34
New Mexico,2008,1484043,1239960,1984356,1004954,979402,760714,723329,622069,617891,0,0,0,0,14,14,0,19,19,0,33,33
New Mexico,2007,1475426,1241199,1969915,992536,977379,752818,722608,620651,620548,0,17,17,0,21,21,0,0,0,0,38,38
New Mexico,2006,1450102,1224310,1954599,991185,963414,745768,704334,617042,607268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
New Mexico,2005,1400056,1189646,1886789,968289,918500,727179,672877,608222,581424,1,18,19,1,3,4,0,2,2,2,23,25
New Mexico,2004,1371623,1170326,1855776,949504,906272,710841,660782,597899,572427,1,18,19,1,3,4,0,2,2,2,23,25
New Mexico,2003,1339421,1130608,1837417,936914,900503,691546,647875,576846,553762,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,29
New Mexico,2002,1322313,1118313,1823047,926580,896467,680299,642014,569645,548668,NA,NA,NA,NA,NA,15,NA,NA,15,3,27,30
New Mexico,2001,1295567,1101763,1794179,915211,878968,675038,620529,567812,533951,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,27
New Mexico,2000,1276183,1088258,1770085,897462,872623,645035,631148,547172,541086,NA,NA,26,NA,NA,2,0,0,0,1,27,28
New Mexico,1999,1254881.7,1070799.3,1743791.1,884190,859601.1,635233.2,619648.5,538653.9,532145.4,2,24,26,0,0,0,0,0,0,2,24,26
New Mexico,1998,1233580.4,1053340.6,1717497.2,870918,846579.2,625431.4,608149,530135.8,523204.8,NA,NA,21,NA,NA,10,NA,NA,NA,2,29,31
New Mexico,1997,1212279.1,1035881.9,1691203.3,857646,833557.3,615629.6,596649.5,521617.7,514264.2,NA,NA,20,NA,NA,3,NA,NA,0,1,22,23
New Mexico,1996,1190977.8,1018423.2,1664909.4,844374,820535.4,605827.8,585150,513099.6,505323.6,NA,NA,9,NA,NA,2,NA,NA,0,1,10,11
New Mexico,1995,1169676.5,1000964.5,1638615.5,831102,807513.5,596026,573650.5,504581.5,496383,NA,NA,22,NA,NA,2,NA,NA,0,1,23,24
New Mexico,1994,1148375.2,983505.8,1612321.6,817830,794491.6,586224.2,562151,496063.4,487442.4,NA,NA,17,NA,NA,2,NA,NA,0,1,18,19
New Mexico,1993,1127073.9,966047.1,1586027.7,804558,781469.7,576422.4,550651.5,487545.3,478501.8,NA,NA,9,NA,NA,2,NA,NA,0,0,11,11
New Mexico,1992,1105772.6,948588.4,1559733.8,791286,768447.8,566620.6,539152,479027.2,469561.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
New Mexico,1991,1084471.3,931129.7,1533439.9,778014,755425.9,556818.8,527652.5,470509.1,460620.6,NA,NA,10,NA,NA,0,NA,NA,0,NA,NA,10
