state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Utah,2016,2130119,1834043,3051217,1511732,1539485,1066e3,1064119,905760,928283,7,329,336,0,0,0
Utah,2015,2084167,1799650,2995919,1484834,1511085,1045462,1038705,892624,907026,7,342,349,0,1,1
Utah,2014,2037753,1767048,2942902,1464140,1478762,1024043,1013710,876070,890978,2,200,202,0,1,1
Utah,2013,2003461,1744933,2900872,1438422,1462450,1005827,997634,866879,878054,2,281,283,0,1,1
Utah,2012,1969769,1721756,2855287,1415657,1439630,988836,980933,854875,866881,8,343,351,0,2,2
Utah,2011,1935858,1695679,2817222,1399754,1417468,971560,964298,839405,856274,5,424,429,0,1,1
Utah,2010,1904618,1672289,2776469,1379892,1396577,957896,946722,830960,841329,4,267,271,0,3,3
Utah,2009,1917297,1686022,2784572,1376770,1407802,959375,957922,831255,854767,3,281,284,0,6,6
Utah,2008,1891024,1662116,2736424,1356509,1379915,952e3,939024,824682,837434,3,264,267,0,5,5
Utah,2007,1830635,1617817,2645330,1310877,1334453,913263,917372,795655,822162,3,229,232,0,5,5
Utah,2006,1755313,1546663,2550063,1268177,1281886,886357,868956,768783,777880,3,255,258,0,1,1
Utah,2005,1695033,1506312,2452149,1223684,1228465,861112,833921,757088,749224,0,310,310,1,6,7
Utah,2004,1613371,1428245,2349472,1172858,1176614,817048,796323,712289,715956,0,220,220,2,7,9
Utah,2003,1571441,1385523,2309555,1150949,1158606,792758,778683,689369,696154,0,209,209,0,5,5
Utah,2002,1567874,1389095,2275861,1138389,1137472,794727,773147,694977,694118,1,170,171,0,7,7
Utah,2001,1512997,1336964,2229295,1114311,1114984,767560,745437,670252,666712,2,197,199,1,7,8
Utah,2000,1501387,1328761,2207325,1115833,1091492,758777,742610,661058,667703,1,162,163,1,7,8
