state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Iowa,2016,2411135,1931424,3134693,1578385,1556308,1226677,1184458,958290,973134,4,132,136,0,7,7
Iowa,2015,2398939,1932736,3123899,1574958,1548941,1219281,1179658,957379,975357,3,183,186,0,5,5
Iowa,2014,2382458,1925061,3107126,1561996,1545130,1212257,1170201,953572,971489,2,150,152,1,4,5
Iowa,2013,2366311,1921974,3090416,1562487,1527929,1209296,1157015,957544,964430,3,227,230,0,15,15
Iowa,2012,2352328,1918450,3074186,1549982,1524204,1198601,1153727,950431,968019,6,257,263,0,8,8
Iowa,2011,2339920,1911086,3062309,1549135,1513174,1193978,1145942,947267,963819,6,298,304,1,12,13
Iowa,2010,2327048,1901086,3049883,1544201,1505682,1188820,1138228,943042,958044,4,175,179,0,13,13
Iowa,2009,2299255,1877018,3007857,1525620,1482237,1179111,1120144,932704,944314,3,148,151,0,13,13
Iowa,2008,2297884,1884107,3002557,1522092,1480465,1178886,1118998,933488,950619,3,183,186,0,16,16
Iowa,2007,2276058,1857403,2988047,1513126,1474921,1167475,1108583,921759,935644,5,195,200,0,15,15
Iowa,2006,2275603,1870476,2982085,1512501,1469584,1171581,1104022,932049,938427,3,186,189,0,17,17
Iowa,2005,2191376,1802448,2848266,1445057,1403209,1125352,1066024,897577,904871,7,162,169,0,15,15
Iowa,2004,2170380,1796139,2849976,1449430,1400546,1120108,1050272,903445,892694,NA,NA,NA,1,11,12
Iowa,2003,2155627,1782647,2846089,1439759,1406330,1106308,1049319,890611,892036,NA,NA,NA,3,15,18
Iowa,2002,2145832,1764550,2838815,1445584,1393231,1103910,1041922,881859,882691,NA,NA,NA,1,12,13
Iowa,2001,2099158,1722578,2819039,1433375,1385664,1083778,1015380,862949,859629,NA,NA,NA,1,18,19
Iowa,2000,2089720,1708728,2820668,1429775,1390893,1082458,1007262,862742,845986,NA,NA,NA,0,28,28
