year,state,total_prisoners,aggravated_or_simple_assault_total_prisoners,burglary_total_prisoners,drugs_total_prisoners,fraud_total_prisoners,motor_vehicle_theft_total_prisoners,murder_total_prisoners,negligent_manslaughter_total_prisoners,other_property_offenses_total_prisoners,other_unknown_total_prisoners,other_violent_offenses_total_prisoners,public_order_total_prisoners,rape_or_sexual_assault_total_prisoners,robbery_total_prisoners,theft_total_prisoners,aggravated_or_simple_assault_female_total_prisoners,aggravated_or_simple_assault_male_total_prisoners,burglary_female_total_prisoners,burglary_male_total_prisoners,drugs_female_total_prisoners,drugs_male_total_prisoners,fraud_female_total_prisoners,fraud_male_total_prisoners,motor_vehicle_theft_female_total_prisoners,motor_vehicle_theft_male_total_prisoners,murder_female_total_prisoners,murder_male_total_prisoners,negligent_manslaughter_female_total_prisoners,negligent_manslaughter_male_total_prisoners,other_property_offenses_female_total_prisoners,other_property_offenses_male_total_prisoners,other_unknown_female_total_prisoners,other_unknown_male_total_prisoners,other_violent_offenses_female_total_prisoners,other_violent_offenses_male_total_prisoners,public_order_female_total_prisoners,public_order_male_total_prisoners,rape_or_sexual_assault_female_total_prisoners,rape_or_sexual_assault_male_total_prisoners,robbery_female_total_prisoners,robbery_male_total_prisoners,theft_female_total_prisoners,theft_male_total_prisoners,aggravated_or_simple_assault_black_total_prisoners,aggravated_or_simple_assault_hispanic_total_prisoners,aggravated_or_simple_assault_other_or_unknown_total_prisoners,aggravated_or_simple_assault_white_total_prisoners,burglary_black_total_prisoners,burglary_hispanic_total_prisoners,burglary_other_or_unknown_total_prisoners,burglary_white_total_prisoners,drugs_black_total_prisoners,drugs_hispanic_total_prisoners,drugs_other_or_unknown_total_prisoners,drugs_white_total_prisoners,fraud_black_total_prisoners,fraud_hispanic_total_prisoners,fraud_other_or_unknown_total_prisoners,fraud_white_total_prisoners,motor_vehicle_theft_black_total_prisoners,motor_vehicle_theft_hispanic_total_prisoners,motor_vehicle_theft_other_or_unknown_total_prisoners,motor_vehicle_theft_white_total_prisoners,murder_black_total_prisoners,murder_hispanic_total_prisoners,murder_other_or_unknown_total_prisoners,murder_white_total_prisoners,negligent_manslaughter_black_total_prisoners,negligent_manslaughter_hispanic_total_prisoners,negligent_manslaughter_other_or_unknown_total_prisoners,negligent_manslaughter_white_total_prisoners,other_property_offenses_black_total_prisoners,other_property_offenses_hispanic_total_prisoners,other_property_offenses_other_or_unknown_total_prisoners,other_property_offenses_white_total_prisoners,other_unknown_black_total_prisoners,other_unknown_hispanic_total_prisoners,other_unknown_other_or_unknown_total_prisoners,other_unknown_white_total_prisoners,other_violent_offenses_black_total_prisoners,other_violent_offenses_hispanic_total_prisoners,other_violent_offenses_other_or_unknown_total_prisoners,other_violent_offenses_white_total_prisoners,public_order_black_total_prisoners,public_order_hispanic_total_prisoners,public_order_other_or_unknown_total_prisoners,public_order_white_total_prisoners,rape_or_sexual_assault_black_total_prisoners,rape_or_sexual_assault_hispanic_total_prisoners,rape_or_sexual_assault_other_or_unknown_total_prisoners,rape_or_sexual_assault_white_total_prisoners,robbery_black_total_prisoners,robbery_hispanic_total_prisoners,robbery_other_or_unknown_total_prisoners,robbery_white_total_prisoners,theft_black_total_prisoners,theft_hispanic_total_prisoners,theft_other_or_unknown_total_prisoners,theft_white_total_prisoners,aggravated_or_simple_assault_black_female_prisoners,aggravated_or_simple_assault_black_male_prisoners,aggravated_or_simple_assault_hispanic_female_prisoners,aggravated_or_simple_assault_hispanic_male_prisoners,aggravated_or_simple_assault_other_or_unknown_female_prisoners,aggravated_or_simple_assault_other_or_unknown_male_prisoners,aggravated_or_simple_assault_white_female_prisoners,aggravated_or_simple_assault_white_male_prisoners,burglary_black_female_prisoners,burglary_black_male_prisoners,burglary_hispanic_female_prisoners,burglary_hispanic_male_prisoners,burglary_other_or_unknown_female_prisoners,burglary_other_or_unknown_male_prisoners,burglary_white_female_prisoners,burglary_white_male_prisoners,drugs_black_female_prisoners,drugs_black_male_prisoners,drugs_hispanic_female_prisoners,drugs_hispanic_male_prisoners,drugs_other_or_unknown_female_prisoners,drugs_other_or_unknown_male_prisoners,drugs_white_female_prisoners,drugs_white_male_prisoners,fraud_black_female_prisoners,fraud_black_male_prisoners,fraud_hispanic_female_prisoners,fraud_hispanic_male_prisoners,fraud_other_or_unknown_female_prisoners,fraud_other_or_unknown_male_prisoners,fraud_white_female_prisoners,fraud_white_male_prisoners,motor_vehicle_theft_black_female_prisoners,motor_vehicle_theft_black_male_prisoners,motor_vehicle_theft_hispanic_female_prisoners,motor_vehicle_theft_hispanic_male_prisoners,motor_vehicle_theft_other_or_unknown_female_prisoners,motor_vehicle_theft_other_or_unknown_male_prisoners,motor_vehicle_theft_white_female_prisoners,motor_vehicle_theft_white_male_prisoners,murder_black_female_prisoners,murder_black_male_prisoners,murder_hispanic_female_prisoners,murder_hispanic_male_prisoners,murder_other_or_unknown_female_prisoners,murder_other_or_unknown_male_prisoners,murder_white_female_prisoners,murder_white_male_prisoners,negligent_manslaughter_black_female_prisoners,negligent_manslaughter_black_male_prisoners,negligent_manslaughter_hispanic_female_prisoners,negligent_manslaughter_hispanic_male_prisoners,negligent_manslaughter_other_or_unknown_female_prisoners,negligent_manslaughter_other_or_unknown_male_prisoners,negligent_manslaughter_white_female_prisoners,negligent_manslaughter_white_male_prisoners,other_property_offenses_black_female_prisoners,other_property_offenses_black_male_prisoners,other_property_offenses_hispanic_female_prisoners,other_property_offenses_hispanic_male_prisoners,other_property_offenses_other_or_unknown_female_prisoners,other_property_offenses_other_or_unknown_male_prisoners,other_property_offenses_white_female_prisoners,other_property_offenses_white_male_prisoners,other_unknown_black_female_prisoners,other_unknown_black_male_prisoners,other_unknown_hispanic_female_prisoners,other_unknown_hispanic_male_prisoners,other_unknown_other_or_unknown_female_prisoners,other_unknown_other_or_unknown_male_prisoners,other_unknown_white_female_prisoners,other_unknown_white_male_prisoners,other_violent_offenses_black_female_prisoners,other_violent_offenses_black_male_prisoners,other_violent_offenses_hispanic_female_prisoners,other_violent_offenses_hispanic_male_prisoners,other_violent_offenses_other_or_unknown_female_prisoners,other_violent_offenses_other_or_unknown_male_prisoners,other_violent_offenses_white_female_prisoners,other_violent_offenses_white_male_prisoners,public_order_black_female_prisoners,public_order_black_male_prisoners,public_order_hispanic_female_prisoners,public_order_hispanic_male_prisoners,public_order_other_or_unknown_female_prisoners,public_order_other_or_unknown_male_prisoners,public_order_white_female_prisoners,public_order_white_male_prisoners,rape_or_sexual_assault_black_female_prisoners,rape_or_sexual_assault_black_male_prisoners,rape_or_sexual_assault_hispanic_female_prisoners,rape_or_sexual_assault_hispanic_male_prisoners,rape_or_sexual_assault_other_or_unknown_female_prisoners,rape_or_sexual_assault_other_or_unknown_male_prisoners,rape_or_sexual_assault_white_female_prisoners,rape_or_sexual_assault_white_male_prisoners,robbery_black_female_prisoners,robbery_black_male_prisoners,robbery_hispanic_female_prisoners,robbery_hispanic_male_prisoners,robbery_other_or_unknown_female_prisoners,robbery_other_or_unknown_male_prisoners,robbery_white_female_prisoners,robbery_white_male_prisoners,theft_black_female_prisoners,theft_black_male_prisoners,theft_hispanic_female_prisoners,theft_hispanic_male_prisoners,theft_other_or_unknown_female_prisoners,theft_other_or_unknown_male_prisoners,theft_white_female_prisoners,theft_white_male_prisoners
2011,New Hampshire,2520,253,188,302,93,NA,248,15,110,99,70,227,633,138,144,7,246,5,183,35,267,25,68,NA,NA,21,227,1,14,7,103,5,94,1,69,9,218,8,625,9,129,24,120,27,20,12,194,8,9,2,169,23,34,7,238,2,3,1,87,NA,NA,NA,NA,10,16,7,215,1,NA,NA,14,4,1,5,100,11,4,17,67,7,1,5,57,14,9,6,198,21,17,15,580,19,11,5,103,4,4,2,134,1,26,NA,20,NA,12,6,188,1,7,NA,9,NA,2,4,165,2,21,1,33,NA,7,32,206,NA,2,2,1,NA,1,23,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,16,1,6,20,195,1,NA,NA,NA,NA,NA,NA,14,NA,4,NA,1,1,4,6,94,NA,11,NA,4,1,16,4,63,NA,7,NA,1,NA,5,1,56,NA,14,1,8,1,5,7,191,1,20,NA,17,NA,15,7,573,NA,19,1,10,1,4,7,96,NA,4,NA,4,NA,2,24,110
2012,New Hampshire,2706,252,214,343,100,NA,261,16,122,90,79,270,616,171,172,4,248,14,200,52,291,23,77,NA,NA,25,236,2,14,8,114,5,85,1,78,11,259,6,610,13,158,35,137,33,18,10,191,6,9,4,195,23,51,9,260,1,1,1,97,NA,NA,NA,NA,12,15,10,224,1,NA,NA,15,5,4,5,108,10,6,11,63,9,2,5,63,17,15,6,232,21,16,12,567,20,12,5,134,5,4,1,162,2,31,NA,18,NA,10,2,189,NA,6,NA,9,1,3,13,182,1,22,3,48,2,7,46,214,NA,1,NA,1,NA,1,23,74,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,15,2,8,22,202,1,NA,NA,NA,NA,NA,1,14,NA,5,NA,4,NA,5,8,100,NA,10,NA,6,1,10,4,59,NA,9,NA,2,NA,5,1,62,NA,17,1,14,NA,6,10,222,NA,21,NA,16,NA,12,6,561,NA,20,1,11,NA,5,12,122,NA,5,1,3,NA,1,34,128
2013,New Hampshire,2767,286,207,352,106,1,257,17,134,82,71,278,616,171,189,14,272,8,199,41,311,28,78,1,NA,26,231,2,15,8,126,5,77,3,68,20,258,4,612,13,158,37,152,26,22,13,225,7,9,5,186,33,45,8,266,6,2,3,95,NA,NA,NA,1,11,15,9,222,1,NA,NA,16,7,7,4,116,10,7,8,57,9,2,4,56,9,17,2,250,22,20,15,559,17,11,3,140,4,6,4,175,2,24,1,21,NA,13,11,214,NA,7,NA,9,2,3,6,180,1,32,3,42,1,7,36,230,1,5,1,1,1,2,25,70,NA,NA,NA,NA,NA,NA,1,NA,1,10,1,14,2,7,22,200,1,NA,NA,NA,NA,NA,1,15,NA,7,NA,7,1,3,7,109,NA,10,NA,7,1,7,4,53,NA,9,NA,2,NA,4,3,53,NA,9,1,16,NA,2,19,231,NA,22,NA,20,NA,15,4,555,NA,17,NA,11,1,2,12,128,NA,4,NA,6,NA,4,37,138
2014,New Hampshire,2863,284,225,389,95,1,263,16,118,86,73,302,625,181,205,11,273,14,211,55,334,29,66,1,NA,30,233,3,13,5,113,5,81,1,72,23,279,2,623,12,169,44,161,32,22,13,217,7,9,3,206,34,52,11,292,6,1,2,86,NA,NA,NA,1,12,16,9,226,NA,NA,NA,16,7,8,3,100,11,10,11,54,8,3,3,59,9,18,6,269,24,17,14,570,21,9,3,148,5,9,2,189,NA,32,NA,22,NA,13,11,206,NA,7,1,8,2,1,11,195,NA,34,3,49,3,8,49,243,1,5,NA,1,1,1,27,59,NA,NA,NA,NA,NA,NA,1,NA,1,11,1,15,2,7,26,200,NA,NA,NA,NA,NA,NA,3,13,NA,7,NA,8,NA,3,5,95,NA,11,1,9,1,10,3,51,NA,8,NA,3,NA,3,1,58,NA,9,2,16,NA,6,21,248,NA,24,NA,17,NA,14,2,568,1,20,NA,9,NA,3,11,137,NA,5,2,7,NA,2,42,147
2015,New Hampshire,2770,280,205,390,86,1,259,15,119,92,62,293,588,182,198,13,267,10,195,69,321,25,61,1,NA,33,226,4,11,6,113,3,89,2,60,23,270,2,586,8,174,40,158,37,23,13,207,6,10,2,187,32,64,15,279,4,1,1,80,NA,NA,NA,1,13,13,8,225,NA,NA,NA,15,8,4,3,104,12,9,7,64,9,4,2,47,15,8,4,266,21,16,15,536,22,9,5,146,6,10,2,180,2,35,NA,23,NA,13,11,196,NA,6,1,9,NA,2,9,178,2,30,4,60,4,11,59,220,NA,4,NA,1,NA,1,25,55,NA,NA,NA,NA,NA,NA,1,NA,1,12,1,12,2,6,29,196,NA,NA,NA,NA,NA,NA,4,11,NA,8,NA,4,NA,3,6,98,NA,12,NA,9,1,6,2,62,NA,9,NA,4,1,1,1,46,NA,15,1,7,NA,4,22,244,NA,21,NA,16,NA,15,2,534,1,21,NA,9,NA,5,7,139,1,5,2,8,1,1,36,144
2016,New Hampshire,2652,261,189,388,72,1,249,15,118,93,65,270,576,170,185,8,253,12,177,62,326,18,54,1,NA,30,219,2,13,8,110,4,89,2,63,19,251,3,573,5,165,38,147,35,28,7,191,8,11,1,169,36,49,14,289,5,2,2,63,NA,NA,NA,1,12,14,9,214,1,NA,NA,14,11,4,2,101,15,8,6,64,10,6,NA,49,17,16,7,230,20,20,14,522,22,8,5,135,7,6,1,171,2,33,NA,28,NA,7,6,185,1,7,NA,11,NA,1,11,158,3,33,2,47,3,11,54,235,NA,5,NA,2,NA,2,18,45,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,14,2,7,28,186,NA,1,NA,NA,NA,NA,2,12,NA,11,NA,4,NA,2,8,93,NA,15,NA,8,1,5,3,61,NA,10,NA,6,NA,NA,2,47,NA,17,1,15,NA,7,18,212,NA,20,NA,20,NA,14,3,519,NA,22,1,7,NA,5,4,131,NA,7,NA,6,NA,1,38,133
1999,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e3,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
