state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Oregon,2016,3227513,2595600,4093465,2060907,2032558,1645267,1582246,1298787,1296813,38681,17701,20980,29675,13919,15756,25800,12343,13457,185268,99418,85850,151080,83095,67985,132508,71707,60801,73476,33080,40396,56018,24770,31248,49696,21520,28176,522518,250391,272127,332394,161222,171172,314424,150951,163473,156391,77483,78908,96728,50377,46351,87690,45150,42540,3117131,1582834,1534297,2561618,1311884,1249734,1985482,997116,988366,33,353,386,19,211,230,120,1269,1389,160,1702,1862,0,0,0,972,10327,11299
Oregon,2015,3168517,2557992,4028977,2037692,1991285,1617428,1551089,1285380,1272612,39094,21145,17949,29200,16004,13196,25022,14072,10950,175633,96388,79245,141435,78485,62950,125497,69385,56112,71288,34275,37013,54078,25555,28523,48979,22918,26061,511475,246235,265240,322747,154959,167788,305620,145656,159964,148611,74417,74194,91669,46367,45302,82285,42289,39996,3082876,1565232,1517644,2529388,1296058,1233330,1970589,991060,979529,33,355,388,18,193,211,121,1290,1411,161,1719,1880,0,0,0,974,10381,11355
Oregon,2014,3111019,2525972,3970239,2008834,1961405,1590387,1520632,1270617,1255355,34250,18049,16201,26616,14135,12481,22993,12105,10888,170155,91965,78190,135451,75016,60435,122015,67535,54480,66776,31179,35597,49569,22256,27313,44660,19364,25296,496179,240049,256130,309620,147785,161835,293080,138928,154152,151056,77698,73358,91472,49427,42045,82975,45340,37635,3051823,1549894,1501929,2498291,1281768,1216523,1960249,987345,972904,41,346,387,16,184,200,94,1328,1422,60,1853,1913,0,0,0,1064,10086,11150
Oregon,2013,3071614,2516056,3930065,1984979,1945086,1566023,1505591,1261178,1254878,37466,18488,18978,26862,12966,13896,23913,11354,12559,167415,90418,76997,132126,72435,59691,119047,64829,54218,66237,29737,36500,48660,20452,28208,43894,18048,25846,482661,230742,251919,297645,142204,155441,285666,135441,150225,137693,71074,66619,83747,44073,39674,75713,40061,35652,3038593,1544520,1494073,2482574,1273893,1208681,1967823,991445,976378,37,335,372,15,198,213,94,1354,1448,53,1946,1999,0,0,0,1088,10082,11170
Oregon,2012,3039087,2511144,3899353,1961714,1937639,1548910,1490177,1256387,1254757,41303,20533,20770,32019,16103,15916,27587,13194,14393,163183,89880,73303,128419,71709,56710,115343,63871,51472,65514,29650,35864,49666,22120,27546,45418,20332,25086,473115,222029,251086,289145,135722,153423,274610,127829,146781,128347,60005,68342,71782,36185,35597,65589,33040,32549,3027891,1539617,1488274,2468056,1267071,1200985,1982597,998121,984476,39,335,374,14,186,200,90,1318,1408,44,1961,2005,0,0,0,1044,9808,10852
Oregon,2011,3011055,2498166,3871859,1956121,1915738,1536143,1474912,1251317,1246849,44444,22537,21907,33040,17132,15908,30402,15678,14724,161362,88210,73152,122875,69144,53731,110855,62621,48234,66013,31801,34212,46293,21982,24311,42577,19631,22946,466316,221771,244545,283274,132480,150794,270379,126317,144062,117046,57838,59208,73378,35930,37448,65589,31595,33994,3016678,1533964,1482714,2452195,1259475,1192720,1978364,995475,982889,36,338,374,14,189,203,77,1302,1379,47,2002,2049,0,0,0,949,9552,10501
Oregon,2010,2973400,2476140,3838957,1935332,1903625,1518512,1454888,1241550,1234590,42598,18270,24328,31252,13919,17333,28287,12608,15679,153095,82230,70865,118034,64978,53056,107588,58354,49234,67220,30489,36731,48491,21348,27143,43675,18715,24960,452128,213929,238199,271198,127746,143452,260480,121749,138731,117821,60602,57219,70148,38194,31954,64687,34951,29736,3006095,1529812,1476283,2434277,1252327,1181950,1971423,995173,976250,40,321,361,15,186,201,83,1348,1431,45,1914,1959,0,0,0,947,9608,10555
Oregon,2009,2952353,2471936,3825657,1929037,1896620,1504114,1448239,1235774,1236162,33325,16412,16913,24262,12747,11515,22072,11540,10532,151208,84463,66745,115299,65173,50126,102040,57244,44796,61354,28539,32815,44729,21037,23692,40468,18682,21786,428805,196987,231818,255780,113403,142377,245595,109013,136582,111838,56505,55333,65066,33949,31117,59245,30939,28306,3039127,1546131,1492996,2447217,1257805,1189412,2002516,1008356,994160,42,312,354,NA,NA,NA,88,1314,1402,46,1846,1892,NA,NA,NA,934,9621,10555
Oregon,2008,2915435,2452617,3790060,1905321,1884739,1479831,1435604,1220502,1232115,36090,17380,18710,27877,13111,14766,24798,11499,13299,135571,75379,60192,106921,59898,47023,97342,53841,43501,66417,30348,36069,46142,20410,25732,41755,18206,23549,417152,187824,229328,251677,111963,139714,240629,106028,134601,113663,56688,56975,62742,32024,30718,57605,29171,28434,3021167,1537702,1483465,2420076,1242425,1177651,1990488,1001757,988731,44,287,331,NA,NA,NA,90,1286,1376,39,1722,1761,NA,9,NA,918,9601,10519
Oregon,2007,2886599,2429736,3747455,1891125,1856330,1470548,1416051,1212421,1217315,36977,19922,17055,27701,15311,12390,25241,14360,10881,140471,75809,64662,108184,58807,49377,98246,52412,45834,61550,26388,35162,42235,18582,23653,38400,16599,21801,391561,176366,215195,241861,104289,137572,231251,98382,132869,101952,54909,47043,59984,33531,26453,54411,30743,23668,3014944,1537731,1477213,2406634,1240028,1166606,1982187,999925,982262,40,252,292,NA,NA,NA,89,1265,1354,38,1538,1576,0,2,2,878,9675,10553
