state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Mississippi,2016,2266009,1854304,2988726,1548961,1439765,1190833,1075176,955778,898526,1041,12679,0,3078,3078,1041,9601,10642,0,0,0,1041,9601,10642
Mississippi,2015,2263210,1854997,2992333,1545520,1446813,1184452,1078758,950440,904557,984,12983,0,3946,3946,984,9037,10021,0,0,0,984,9037,10021
Mississippi,2014,2262018,1866896,2994079,1535297,1458782,1181829,1080189,954836,912060,967,12102,0,4114,4114,967,7988,8955,0,0,0,967,7988,8955
Mississippi,2013,2255085,1874672,2991207,1540005,1451202,1179436,1075649,959433,915239,1189,14402,0,4394,4394,1189,10008,11197,0,0,0,1189,10008,11197
Mississippi,2012,2237499,1872898,2984926,1543407,1441519,1174754,1062745,964306,908592,1221,14570,0,4334,4334,1221,10236,11457,0,0,0,1221,10236,11457
Mississippi,2011,2226732,1866434,2978512,1529416,1449096,1163599,1063133,955544,910890,1131,14259,0,4669,4669,1131,9590,10721,0,0,0,1131,9590,10721
Mississippi,2010,2216967,1859102,2970036,1529348,1440688,1159524,1057443,950830,908272,1292,15162,0,5241,5241,1292,9921,11213,0,0,0,1292,9921,11213
Mississippi,2009,2187529,1837819,2951996,1516807,1435189,1146501,1041028,937377,900442,1444,15768,0,5286,5286,1444,10482,11926,0,0,0,1444,10482,11926
Mississippi,2008,2176235,1834136,2938618,1510775,1427843,1143846,1032389,939889,894247,1737,16159,0,5497,5497,1737,10662,12399,13,31,44,1737,10662,12399
Mississippi,2007,2158909,1822318,2918785,1504875,1413910,1134121,1024788,930963,891355,1747,15731,0,4794,4794,1747,10937,12684,6,42,48,1747,10937,12684
Mississippi,2006,2143688,1803877,2910540,1498459,1412081,1126318,1017370,923351,880526,1613,14771,0,4860,4860,1613,9911,11524,101,602,703,1613,9911,11524
Mississippi,2005,2083984,1769966,2830388,1471475,1358913,1102491,981493,919106,850860,1629,14460,0,4779,4779,1629,9681,11310,66,320,386,1629,9681,11310
Mississippi,2004,2062992,1756059,2807064,1460216,1346848,1090578,972414,912136,843923,1608,14751,0,4744,4744,1608,10007,11615,78,352,430,1608,10007,11615
Mississippi,2003,2028803,1719007,2783594,1446938,1336656,1076018,952785,893285,825722,1625,14238,0,3463,3463,1625,10775,12400,0,0,0,1625,10775,12400
Mississippi,2002,2020645,1718803,2774882,1445722,1329160,1072096,948549,892839,825964,1488,13867,0,3435,3435,1488,10432,11920,NA,NA,NA,1488,10432,11920
Mississippi,2001,1989223,1684403,2765210,1439855,1325355,1061710,927513,878368,806035,1336,13795,0,3634,3634,1336,10161,11497,NA,NA,NA,1336,10161,11497
