state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
West Virginia,2016,1454578,1136439,1831102,925805,905297,742573,712005,565430,571009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,2015,1464966,1154097,1844128,935217,908911,748250,716716,576685,577412,1,18,19,0,2,2,0,1,1,1,21,22
West Virginia,2014,1467316,1164664,1850326,936005,914321,749665,717651,581219,583445,1,20,21,0,1,1,0,2,2,1,23,24
West Virginia,2013,1471764,1178908,1854304,936667,917637,750484,721280,587191,591717,2,23,25,0,15,15,0,0,0,2,38,40
West Virginia,2012,1470340,1188320,1855413,942344,913069,753699,716641,595759,592561,1,19,20,0,6,6,0,3,3,1,28,29
West Virginia,2011,1469390,1192811,1855364,941008,914356,752939,716451,596420,596391,1,9,10,0,3,3,0,5,5,1,17,18
West Virginia,2010,1467669,1188550,1853973,941315,912658,753322,714347,594994,593556,0,14,14,0,3,3,2,6,8,2,23,25
West Virginia,2009,1435182,1166477,1819777,925985,893792,739187,695995,583781,582696,1,5,6,0,4,4,0,9,9,1,18,19
West Virginia,2008,1435959,1173396,1814468,926300,888168,741592,694367,589258,584138,1,10,11,0,3,3,1,10,11,2,23,25
West Virginia,2007,1419562,1153085,1812035,922977,889058,732067,687495,578451,574634,0,0,0,1,2,3,0,11,11,1,13,14
West Virginia,2006,1428728,1164212,1818470,927833,890637,737806,690922,584605,579607,2,11,13,0,2,2,0,0,0,2,13,15
West Virginia,2005,1396212,1146453,1781817,906603,875214,721008,675204,578620,567833,NA,NA,NA,0,2,2,NA,NA,NA,0,2,2
West Virginia,2004,1387973,1140089,1771784,907959,863825,723574,664399,580722,559367,NA,NA,NA,1,0,1,3,9,12,4,9,13
West Virginia,2003,1378583,1131390,1767580,906693,860887,720228,658355,576390,555e3,0,0,0,0,2,2,2,10,12,2,12,14
West Virginia,2002,1373614,1126911,1761291,910684,850607,716730,656884,571859,555052,1,6,7,1,16,17,NA,NA,NA,2,22,24
West Virginia,2001,1361659,1115905,1758405,904323,854082,711497,650162,566993,548912,1,4,5,0,11,11,0,0,0,1,15,16
West Virginia,2000,1376793,1115609,1770413,905382,865031,706516,670277,562725,552884,1,8,9,1,1,2,0,3,3,2,12,14
West Virginia,1999,1373385.7,1113313.4,1771971.6,907676.7,864294.9,707388,665997.7,562733.6,550579.8,0,10,10,0,0,0,0,0,0,0,10,10
West Virginia,1998,1369978.4,1111017.8,1773530.2,909971.4,863558.8,708260,661718.4,562742.2,548275.6,2,7,9,0,0,0,0,0,0,2,7,9
West Virginia,1997,1366571.1,1108722.2,1775088.8,912266.1,862822.7,709132,657439.1,562750.8,545971.4,NA,NA,8,NA,NA,2,NA,NA,0,0,10,10
West Virginia,1996,1363163.8,1106426.6,1776647.4,914560.8,862086.6,710004,653159.8,562759.4,543667.2,NA,NA,6,NA,NA,1,NA,NA,0,0,7,7
West Virginia,1995,1359756.5,1104131,1778206,916855.5,861350.5,710876,648880.5,562768,541363,NA,NA,10,NA,NA,0,NA,NA,0,0,10,10
West Virginia,1994,1356349.2,1101835.4,1779764.6,919150.2,860614.4,711748,644601.2,562776.6,539058.8,NA,NA,8,NA,NA,0,NA,NA,0,0,8,8
West Virginia,1993,1352941.9,1099539.8,1781323.2,921444.9,859878.3,712620,640321.9,562785.2,536754.6,NA,NA,8,NA,NA,0,NA,NA,0,0,8,8
West Virginia,1992,1349534.6,1097244.2,1782881.8,923739.6,859142.2,713492,636042.6,562793.8,534450.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
West Virginia,1991,1346127.3,1094948.6,1784440.4,926034.3,858406.1,714364,631763.3,562802.4,532146.2,NA,NA,4,NA,NA,0,NA,NA,1,NA,NA,5
