state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
Illinois,2016,9881135,8142022,12801539,6517472,6284067,5084387,4796748,4093545,4048477,42,1595,1637,0,3,3
Illinois,2015,9904659,8209729,12859995,6558660,6301335,5102943,4801716,4132700,4077029,43,1638,1681,0,20,20
Illinois,2014,9899818,8250437,12880580,6565618,6314962,5102668,4797150,4157752,4092685,46,1767,1813,1,17,18
Illinois,2013,9861196,8251659,12882135,6560187,6321948,5085608,4775588,4156721,4094938,52,1903,1955,1,67,68
Illinois,2012,9815754,8253846,12875255,6566528,6308727,5062116,4753638,4161965,4091881,0,0,0,0,0,0
Illinois,2011,9776465,8247105,12869259,6562541,6306718,5043816,4732649,4155076,4092029,61,2103,2164,1,71,72
Illinois,2010,9719409,8204134,12843166,6544230,6298936,5022427,4696982,4139515,4064619,47,2057,2104,1,72,73
Illinois,2009,9740592,8252433,12910409,6550654,6359755,5004066,4736526,4126529,4125904,46,1900,1946,1,105,106
Illinois,2008,9721792,8252264,12901564,6547874,6353690,5000451,4721341,4129705,4122559,48,1698,1746,3,74,77
Illinois,2007,9649702,8195532,12852548,6518927,6333621,4948708,4700994,4087392,4108140,NA,NA,NA,NA,NA,NA
Illinois,2006,9605280,8177418,12831970,6517276,6314694,4948594,4656686,4098613,4078805,32,1245,1277,8,95,103
Illinois,2005,9203751,7858352,12441864,6346707,6095157,4765472,4438279,3977198,3881154,32,1033,1065,1,81,82
Illinois,2004,9145046,7802115,12368348,6320929,6047419,4743960,4401086,3950102,3852013,36,746,782,4,106,110
Illinois,2003,9106372,7784845,12338235,6290182,6048053,4718727,4387645,3945903,3838942,27,304,331,6,96,102
Illinois,2002,9047270,7728908,12307e3,6297212,6009788,4704974,4342296,3926709,3802199,30,294,324,2,109,111
Illinois,2001,9052944,7757582,12174337,6242572,5931765,4708328,4344616,3943326,3814256,28,349,377,2,108,110
Illinois,2000,8875143,7542703,12123016,6145319,5977697,4588499,4286644,3808899,3733804,34,358,392,3,142,145
