state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Nebraska,2016,1435296,1169912,1907116,956973,950143,724739,710557,578225,591687,420,4747,0,0,0,420,4747,5167,3,36,39,420,4747,5167
Nebraska,2015,1426194,1165803,1896190,952942,943248,724298,701896,579144,586659,433,4700,0,0,0,433,4700,5133,7,23,30,433,4700,5133
Nebraska,2014,1412937,1161182,1881503,942332,939171,717025,695912,575802,585380,441,4787,0,0,0,441,4787,5228,7,23,30,441,4787,5228
Nebraska,2013,1404304,1158219,1868516,942838,925678,715133,689171,575868,582351,373,4639,0,0,0,373,4639,5012,4,43,47,373,4639,5012
Nebraska,2012,1390194,1152335,1855525,937600,917925,709002,681192,574783,577552,352,4369,0,0,0,352,4369,4721,1,49,50,352,4369,4721
Nebraska,2011,1383448,1149737,1842641,928462,914179,706151,677297,572429,577308,377,4280,0,0,0,377,4280,4657,6,46,52,377,4280,4657
Nebraska,2010,1372662,1139817,1830429,921958,908471,697890,674772,562150,577667,426,4182,0,0,0,426,4182,4608,10,27,37,426,4182,4608
Nebraska,2009,1349219,1122311,1796622,902165,894457,685233,663986,553903,568408,376,4114,0,0,0,376,4114,4490,6,10,16,376,4114,4490
Nebraska,2008,1328234,1106692,1783432,900386,883046,680017,648217,550803,555889,394,4076,0,0,0,394,4076,4470,6,18,24,394,4076,4470
Nebraska,2007,1314994,1096632,1774571,895567,879004,672429,642565,546689,549943,388,4014,0,0,0,388,4014,4402,4,20,24,388,4014,4402
Nebraska,2006,1321027,1100473,1768331,891526,876805,675529,645498,546472,554001,416,3983,0,0,0,416,3983,4399,6,30,36,416,3983,4399
Nebraska,2005,1272694,1067059,1706343,867196,839147,656256,616438,537866,529193,416,3989,0,0,0,416,3989,4405,8,36,44,416,3989,4405
Nebraska,2004,1270329,1070575,1708711,861868,846843,652429,617900,536976,533599,382,3755,0,0,0,382,3755,4137,29,100,129,382,3755,4137
Nebraska,2003,1249961,1049267,1686921,847805,839116,640250,609711,526345,522922,338,3735,0,0,0,338,3735,4073,29,112,141,338,3735,4073
Nebraska,2002,1242275,1039634,1678166,853502,824664,637185,605090,519804,519830,366,3682,0,0,0,366,3682,4048,20,104,124,366,3682,4048
Nebraska,2001,1226065,1024548,1664625,841703,822922,631273,594792,512822,511726,346,3569,0,0,0,346,3569,3915,17,58,75,346,3569,3915
Nebraska,2000,1214222,1007886,1670419,842160,828259,625399,588823,505859,502027,262,3548,0,0,0,262,3548,3810,2,19,21,262,3548,3810
Nebraska,1999,1207589.7,1000972.8,1661182,838742.1,822439.9,622767.7,584822,502486.9,498485.9,248,3318,0,0,0,248,3318,3566,1,16,17,248,3318,3566
Nebraska,1998,1200957.4,994059.6,1651945,835324.2,816620.8,620136.4,580821,499114.8,494944.8,NA,NA,NA,NA,NA,NA,NA,NA,1,21,22,248,3364,3612
Nebraska,1997,1194325.1,987146.4,1642708,831906.3,810801.7,617505.1,576820,495742.7,491403.7,NA,NA,NA,NA,NA,NA,NA,NA,0,22,22,222,3126,3348
Nebraska,1996,1187692.8,980233.2,1633471,828488.4,804982.6,614873.8,572819,492370.6,487862.6,NA,NA,NA,NA,NA,NA,NA,NA,3,22,25,227,2989,3216
Nebraska,1995,1181060.5,973320,1624234,825070.5,799163.5,612242.5,568818,488998.5,484321.5,NA,NA,NA,NA,NA,NA,NA,NA,1,26,27,191,2860,3051
Nebraska,1994,1174428.2,966406.8,1614997,821652.6,793344.4,609611.2,564817,485626.4,480780.4,NA,NA,NA,NA,NA,NA,NA,NA,2,20,22,159,2542,2701
Nebraska,1993,1167795.9,959493.6,1605760,818234.7,787525.3,606979.9,560816,482254.3,477239.3,NA,NA,NA,NA,NA,NA,NA,NA,0,16,16,149,2334,2483
Nebraska,1992,1161163.6,952580.4,1596523,814816.8,781706.2,604348.6,556815,478882.2,473698.2,NA,NA,NA,NA,NA,NA,NA,NA,1,16,17,176,2494,2670
Nebraska,1991,1154531.3,945667.2,1587286,811398.9,775887.1,601717.3,552814,475510.1,470157.1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,164,2427,2591
Nebraska,1990,1147899,938754,1578049,807981,770068,599086,548813,472138,466616,NA,NA,NA,NA,NA,NA,NA,NA,2,16,18,141,2305,2446
Nebraska,1989,1145509.1,937802.6,1577894.1,807978.9,769915.2,598073.4,547435.7,472158.2,465644.4,NA,NA,NA,NA,NA,NA,NA,NA,2,14,16,146,2273,2419
Nebraska,1988,1143119.2,936851.2,1577739.2,807976.8,769762.4,597060.8,546058.4,472178.4,464672.8,NA,NA,NA,NA,NA,NA,NA,NA,1,29,30,100,2061,2161
Nebraska,1987,1140729.3,935899.8,1577584.3,807974.7,769609.6,596048.2,544681.1,472198.6,463701.2,NA,NA,NA,NA,NA,NA,NA,NA,1,70,71,95,2129,2224
Nebraska,1986,1138339.4,934948.4,1577429.4,807972.6,769456.8,595035.6,543303.8,472218.8,462729.6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,68,1959,2027
Nebraska,1985,1135949.5,933997,1577274.5,807970.5,769304,594023,541926.5,472239,461758,NA,NA,NA,NA,NA,NA,NA,NA,2,50,52,68,1818,1886
Nebraska,1984,1133559.6,933045.6,1577119.6,807968.4,769151.2,593010.4,540549.2,472259.2,460786.4,NA,NA,NA,NA,NA,NA,NA,NA,1,23,24,76,1614,1690
Nebraska,1983,1131169.7,932094.2,1576964.7,807966.3,768998.4,591997.8,539171.9,472279.4,459814.8,NA,NA,NA,NA,NA,NA,NA,NA,2,56,58,60,1630,1690
Nebraska,1982,1128779.8,931142.8,1576809.8,807964.2,768845.6,590985.2,537794.6,472299.6,458843.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,1721
Nebraska,1981,1126389.9,930191.4,1576654.9,807962.1,768692.8,589972.6,536417.3,472319.8,457871.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,1545
Nebraska,1980,1124e3,929240,1576500,807960,768540,588960,535040,472340,456900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1430
Nebraska,1979,1109060,916546,1567660,803434,764226,581094,527966,466136,450410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,1224
Nebraska,1978,1094120,903852,1558820,798908,759912,573228,520892,459932,443920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1326
