state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Texas,2016,20575820,17479567,27862596,14030277,13832319,10468399,10107421,8746275,8733292,12807,138469,1569,12123,13692,11238,126346,137584,0,0,0,11238,126346,137584
Texas,2015,20266702,17290729,27469114,13838345,13630769,10317227,9949475,8651462,8639267,13005,139487,1545,12748,14293,11460,126739,138199,0,0,0,11460,126739,138199
Texas,2014,19848130,16995961,26956958,13577055,13379903,10100730,9747400,8502271,8493690,12772,141475,1093,13275,14368,11679,128200,139879,0,0,0,11679,128200,139879
Texas,2013,19411995,16690924,26448193,13301940,13146253,9869633,9542362,8342191,8348733,12421,142956,1099,13439,14538,11322,129517,140839,0,0,0,11322,129517,140839
Texas,2012,19085346,16489296,26059203,13116525,12942678,9705362,9379984,8239103,8250193,12220,142975,2376,16241,18617,9844,126734,136578,0,0,0,9844,126734,136578
Texas,2011,18718067,16214248,25674681,12936916,12737765,9535376,9182691,8119279,8094969,12750,147206,2376,16227,18603,10374,130979,141353,0,0,0,10374,130979,141353
Texas,2010,18367869,15939112,25257114,12732957,12524157,9364638,9003231,7986618,7952494,12758,147484,2407,16748,19155,10351,130736,141087,0,0,0,10351,130736,141087
Texas,2009,17894570,15543713,24782302,12417800,12364502,9052687,8841883,7699361,7844352,12117,146425,2188,17019,19207,9929,129406,139335,NA,NA,NA,9929,129406,139335
Texas,2008,17594727,15296927,24326974,12179722,12147252,8899048,8695679,7569452,7727475,12479,146758,2404,17637,20041,10075,129121,139196,0,0,0,10075,129121,139196
Texas,2007,17305966,15069784,23904380,11988007,11916373,8756157,8549809,7462962,7606822,12415,146161,2289,16582,18871,10126,129579,139705,0,0,0,10126,129579,139705
Texas,2006,17007346,14831195,23507783,11802478,11705305,8629501,8377845,7363234,7467961,12295,146215,2287,16340,18627,10008,129875,139883,0,0,0,10008,129875,139883
Texas,2005,15951322,13968799,22250152,11282675,10967477,8195556,7755766,7062657,6906142,12488,144593,2311,15206,17517,10177,129387,139564,0,0,0,10177,129387,139564
Texas,2004,15673529,13723603,21890579,11088092,10802487,8051240,7622289,6935409,6788194,12478,144204,2040,14628,16668,10438,129576,140014,0,0,0,10438,129576,140014
Texas,2003,15332952,13426631,21575409,10909366,10666043,7861600,7471352,6780666,6645965,11874,141182,2028,14542,16570,9846,126640,136486,0,0,0,9846,126640,136486
Texas,2002,15181549,13281594,21288789,10780768,10508021,7811541,7370008,6713321,6568273,11948,140498,2187,14586,16773,9761,125912,135673,NA,NA,NA,9761,125912,135673
Texas,2001,14697368,12836797,20773439,10577771,10195668,7579766,7117602,6508686,6328111,11e3,137480,1967,14364,16331,9033,123116,132149,NA,NA,NA,9033,123116,132149
Texas,2000,14475893,12674756,20433842,10407035,10026807,7469667,7006226,6423919,6250837,12447,139584,2525,14907,17432,9922,124677,134599,NA,NA,NA,9922,124677,134599
Texas,1999,14241263.6,12462444.5,20085596,10226778.6,9858817.4,7348573.7,6892689.9,6312658.1,6149786.4,11354,137181,1001,10652,11653,10353,126529,136882,0,0,0,10353,126529,136882
Texas,1998,14006634.2,12250133,19737350,10046522.2,9690827.8,7227480.4,6779153.8,6201397.2,6048735.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10332,134178,144510
Texas,1997,13772004.8,12037821.5,19389104,9866265.8,9522838.2,7106387.1,6665617.7,6090136.3,5947685.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10300,130051,140351
Texas,1996,13537375.4,11825510,19040858,9686009.4,9354848.6,6985293.8,6552081.6,5978875.4,5846634.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9933,122450,132383
Texas,1995,13302746,11613198.5,18692612,9505753,9186859,6864200.5,6438545.5,5867614.5,5745584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7935,119831,127766
Texas,1994,13068116.6,11400887,18344366,9325496.6,9018869.4,6743107.2,6325009.4,5756353.6,5644533.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5541,91934,97475
