state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
New Hampshire,2016,1073855,863795,1334689,667355,667334,542774,531081,428302,435493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2015,1067668,865391,1330608,670815,659793,543377,524291,432710,432681,0,10,10,0,0,0,0,0,0,0,10,10
New Hampshire,2014,1058741,865272,1326813,672152,654661,540716,518025,433558,431714,0,10,10,0,0,0,0,0,0,0,10,10
New Hampshire,2013,1051212,866176,1323459,672259,651200,537386,513826,434291,431885,1,8,9,0,0,0,0,0,0,1,8,9
New Hampshire,2012,1047619,868878,1320718,673809,646909,538595,509024,438163,430715,0,5,5,NA,NA,NA,NA,NA,NA,0,5,5
New Hampshire,2011,1037685,864569,1318194,666509,651685,531791,505894,435562,429007,0,0,0,0,0,0,0,4,4,0,4,4
New Hampshire,2010,1031503,863430,1316759,668441,648318,528859,502644,435229,428201,0,0,0,0,12,12,0,0,0,0,12,12
New Hampshire,2009,1036920,870613,1324575,669097,655478,530434,506486,436803,433810,0,12,12,0,0,0,NA,NA,NA,0,12,12
New Hampshire,2008,1021355,866399,1315809,668393,647416,524318,497037,436322,430077,0,11,11,0,5,5,0,0,0,0,16,16
New Hampshire,2007,1016938,865870,1315828,668721,647107,522968,493970,435460,430410,0,0,0,0,0,0,0,0,0,0,18,18
New Hampshire,2006,1019526,865752,1314895,667193,647702,525647,493879,438357,427395,NA,NA,NA,0,16,16,NA,NA,NA,0,16,16
New Hampshire,2005,975010,830429,1271897,646788,625109,501752,473258,418853,411576,0,21,21,0,0,0,NA,NA,NA,0,21,21
New Hampshire,2004,956817,819978,1261970,636703,625267,490640,466177,413682,406296,0,2,2,0,6,6,2,21,23,2,29,31
New Hampshire,2003,947715,814784,1251572,633038,618534,485644,462071,410290,404494,2,8,10,0,2,2,0,9,9,2,19,21
New Hampshire,2002,931969,799455,1238917,627812,611105,477325,454644,401913,397542,1,0,1,0,4,4,0,11,11,1,15,16
New Hampshire,2001,930896,801013,1223636,619382,604254,477415,453481,403855,397158,0,13,13,2,1,3,0,1,1,2,15,17
New Hampshire,2000,899575,767921,1200522,622370,578152,473413,426162,393955,373966,0,10,10,2,5,7,0,6,6,2,21,23
New Hampshire,1999,892254.9,762146.3,1190894,616162.1,574731.9,468692.9,423562,390168.8,371977.5,0,4,4,1,6,7,0,6,6,1,16,17
New Hampshire,1998,884934.8,756371.6,1181266,609954.2,571311.8,463972.8,420962,386382.6,369989,0,8,8,1,4,5,1,3,4,2,15,17
New Hampshire,1997,877614.7,750596.9,1171638,603746.3,567891.7,459252.7,418362,382596.4,368000.5,NA,NA,3,NA,NA,7,NA,NA,7,2,15,17
New Hampshire,1996,870294.6,744822.2,1162010,597538.4,564471.6,454532.6,415762,378810.2,366012,NA,NA,0,NA,NA,0,NA,NA,18,3,15,18
New Hampshire,1995,862974.5,739047.5,1152382,591330.5,561051.5,449812.5,413162,375024,364023.5,NA,NA,10,NA,NA,14,NA,NA,7,14,17,31
New Hampshire,1994,855654.4,733272.8,1142754,585122.6,557631.4,445092.4,410562,371237.8,362035,NA,NA,15,NA,NA,7,NA,NA,4,3,23,26
New Hampshire,1993,848334.3,727498.1,1133126,578914.7,554211.3,440372.3,407962,367451.6,360046.5,NA,NA,13,NA,NA,2,NA,NA,2,3,14,17
New Hampshire,1992,841014.2,721723.4,1123498,572706.8,550791.2,435652.2,405362,363665.4,358058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
New Hampshire,1991,833694.1,715948.7,1113870,566498.9,547371.1,430932.1,402762,359879.2,356069.5,NA,NA,8,NA,NA,4,NA,NA,6,NA,NA,18
