state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,6,100,106,4,41,45,NA,NA,NA,10,141,151
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,4,109,113,0,28,28,NA,NA,NA,4,137,141
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,9,49,58,3,75,78,NA,NA,NA,12,124,136
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,NA,NA,NA,3,128,131,NA,NA,NA,3,128,131
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,NA,NA,NA,8,129,137,NA,NA,NA,8,129,137
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,146,155
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,136,146
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,129,139
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,134,148
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,154,163
Oklahoma,2005,2588639,2173577,3429974,1748462,1681512,1336395,1252244,1100475,1073102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
Oklahoma,2004,2558940,2147155,3412202,1729868,1682334,1314751,1244189,1078834,1068321,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,121,133
Oklahoma,2003,2519290,2120092,3396794,1737919,1658875,1315134,1204156,1087133,1032959,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,154,162
Oklahoma,2002,2511143,2106111,3379515,1737877,1641638,1307960,1203183,1072390,1033721,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,138,146
Oklahoma,2001,2476237,2068748,3347660,1711024,1636636,1287589,1188648,1050754,1017994,4,87,91,0,15,15,1,23,24,5,125,130
Oklahoma,2000,2455010,2059902,3330738,1722543,1608195,1307876,1147134,1070827,989075,7,79,86,1,33,34,1,24,25,9,136,145
Oklahoma,1999,2439428.3,2044606.2,3311376.1,1711113.9,1600262.2,1297333.8,1142094.5,1060313.7,984292.5,6,62,68,3,20,23,1,30,31,10,112,122
Oklahoma,1998,2423846.6,2029310.4,3292014.2,1699684.8,1592329.4,1286791.6,1137055,1049800.4,979510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1997,2408264.9,2014014.6,3272652.3,1688255.7,1584396.6,1276249.4,1132015.5,1039287.1,974727.5,NA,NA,103,NA,NA,4,NA,NA,NA,10,97,107
Oklahoma,1996,2392683.2,1998718.8,3253290.4,1676826.6,1576463.8,1265707.2,1126976,1028773.8,969945,NA,NA,99,NA,NA,9,NA,NA,NA,10,98,108
Oklahoma,1995,2377101.5,1983423,3233928.5,1665397.5,1568531,1255165,1121936.5,1018260.5,965162.5,NA,NA,107,NA,NA,8,NA,NA,NA,10,105,115
Oklahoma,1994,2361519.8,1968127.2,3214566.6,1653968.4,1560598.2,1244622.8,1116897,1007747.2,960380,NA,NA,95,NA,NA,7,NA,NA,NA,5,97,102
Oklahoma,1993,2345938.1,1952831.4,3195204.7,1642539.3,1552665.4,1234080.6,1111857.5,997233.9,955597.5,NA,NA,96,NA,NA,6,NA,NA,NA,7,95,102
Oklahoma,1992,2330356.4,1937535.6,3175842.8,1631110.2,1544732.6,1223538.4,1106818,986720.6,950815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
Oklahoma,1991,2314774.7,1922239.8,3156480.9,1619681.1,1536799.8,1212996.2,1101778.5,976207.3,946032.5,NA,NA,64,NA,NA,10,NA,NA,0,NA,NA,74
