state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
California,2016,30161367,25208518,39250017,19752605,19497412,15316063,14845304,12543904,12664614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2015,30036576,25242668,39144818,19718423,19426395,15252323,14784253,12565280,12677388,30,955,985,NA,NA,NA,NA,NA,NA,30,955,985
California,2014,29657288,25051350,38802500,19544750,19257750,15066286,14591002,12484967,12566383,59,1004,1063,NA,NA,NA,NA,NA,NA,59,1004,1063
California,2013,29166485,24748650,38332521,19273782,19058739,14802893,14363592,12315189,12433461,59,1107,1166,NA,NA,NA,NA,NA,NA,59,1107,1166
California,2012,28811886,24580453,38041430,19130566,18910864,14618952,14192934,12231612,12348841,59,1030,1089,NA,NA,NA,NA,NA,NA,59,1030,1089
California,2011,28428497,24342806,37691912,18938705,18753207,14423636,14004861,12112730,12230076,63,1102,1165,NA,NA,NA,NA,NA,NA,63,1102,1165
California,2010,28045434,24084544,37349363,18782439,18566924,14238965,13806469,11987395,12097149,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1023,1098
California,2009,27529898,23675378,36961664,18440773,18520891,13855146,13674752,11638857,12036521,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1146,1235
California,2008,27407685,23581891,36756666,18373167,18383499,13811667,13596018,11614904,11966987,94,1308,1402,NA,NA,NA,NA,NA,NA,94,1308,1402
California,2007,27145831,23428281,36553215,18272008,18281207,13680468,13465363,11535522,11892759,80,1076,1156,NA,NA,NA,NA,NA,NA,80,1076,1156
California,2006,26913190,23266323,36457549,18235868,18221681,13565186,13348004,11462253,11804070,95,1060,1155,NA,NA,NA,NA,NA,NA,95,1060,1155
California,2005,25665530,22202559,35340566,17798914,17541652,13076050,12589480,11101730,11100829,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1149,1249
California,2004,25494686,22071260,35057375,17687829,17369546,13016395,12478291,11041125,11030135,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1136,1212
California,2003,25298742,21939768,34644509,17472389,17172120,12908627,12390115,10982624,10957144,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1121,1196
California,2002,24903151,21595083,34325414,17368754,16956660,12743589,12159562,10851630,10743453,50,680,730,19,167,186,5,260,265,74,1107,1181
California,2001,24050763,20781306,33713792,17050634,16663158,12311489,11739274,10440547,10340759,13,798,811,2,227,229,2,263,265,17,1288,1305
California,2000,23923698,20727821,33087051,16699671,16387380,12243261,11680437,10396081,10331740,NA,NA,971,NA,NA,174,NA,NA,269,134,1504,1638
California,1999,23730164.9,20564152.8,32749918.6,16516501.7,16233416.9,12128977.7,11601187.2,10295615.4,10268537.4,113,377,490,6,547,553,9,518,527,128,1442,1570
California,1998,23536631.8,20400484.6,32412786.2,16333332.4,16079453.8,12014694.4,11521937.4,10195149.8,10205334.8,85,834,919,26,514,540,8,100,108,119,1448,1567
California,1997,23343098.7,20236816.4,32075653.8,16150163.1,15925490.7,11900411.1,11442687.6,10094684.2,10142132.2,NA,NA,974,NA,NA,157,NA,NA,197,80,1248,1328
California,1996,23149565.6,20073148.2,31738521.4,15966993.8,15771527.6,11786127.8,11363437.8,9994218.6,10078929.6,NA,NA,585,NA,NA,429,NA,NA,122,40,1096,1136
California,1995,22956032.5,19909480,31401389,15783824.5,15617564.5,11671844.5,11284188,9893753,10015727,NA,NA,577,NA,NA,385,NA,NA,80,85,957,1042
California,1994,22762499.4,19745811.8,31064256.6,15600655.2,15463601.4,11557561.2,11204938.2,9793287.4,9952524.4,NA,NA,665,NA,NA,390,NA,NA,NA,76,979,1055
California,1993,22568966.3,19582143.6,30727124.2,15417485.9,15309638.3,11443277.9,11125688.4,9692821.8,9889321.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,952,1048
California,1992,22375433.2,19418475.4,30389991.8,15234316.6,15155675.2,11328994.6,11046438.6,9592356.2,9826119.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899
California,1991,22181900.1,19254807.2,30052859.4,15051147.3,15001712.1,11214711.3,10967188.8,9491890.6,9762916.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786
