state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Nevada,2016,2263515,1854007,2940058,1465763,1474295,1135874,1127641,917361,936646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2015,2222444,1832192,2890845,1444333,1446512,1115681,1106763,908650,923542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2014,2178270,1808139,2839099,1412129,1426970,1090245,1088025,894159,913980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2013,2128078,1779573,2790136,1386739,1403397,1061849,1066229,876220,903353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2012,2094967,1767071,2758931,1364397,1394534,1044829,1050138,870942,896129,8,61,69,8,35,43,0,3,3,16,99,115
Nevada,2011,2061265,1749253,2723322,1350327,1372995,1026038,1035227,860504,888749,11,66,77,6,40,46,NA,NA,NA,17,106,123
Nevada,2010,2040158,1737976,2704642,1339050,1365592,1014562,1025596,855511,882465,0,0,0,6,35,41,9,89,98,15,118,133
Nevada,2009,1958e3,1675415,2643085,1296766,1346319,965305,992695,813713,861702,0,0,0,9,20,29,12,91,103,21,111,132
Nevada,2008,1932187,1658662,2600167,1275824,1324343,952478,979709,807516,851146,NA,NA,NA,NA,NA,43,NA,NA,73,27,89,116
Nevada,2007,1899964,1638008,2565382,1263874,1301508,937272,962692,796463,841545,NA,NA,NA,9,66,75,16,74,90,25,140,165
Nevada,2006,1861104,1605447,2495529,1222992,1272537,914346,946758,780308,825139,10,41,51,8,32,40,7,28,35,25,101,126
Nevada,2005,1759522,1512730,2376017,1178560,1197457,875281,884241,742290,770440,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,99,124
Nevada,2004,1700427,1465063,2301197,1136138,1165059,843535,856892,717959,747104,13,32,45,1,18,19,12,40,52,26,90,116
Nevada,2003,1630262,1402849,2207574,1094028,1113546,810407,819855,689119,713730,NA,NA,NA,NA,NA,20,NA,NA,87,25,82,107
Nevada,2002,1571877,1354731,2139794,1055004,1084790,779880,791997,664252,690479,15,84,99,0,14,14,NA,NA,NA,15,98,113
Nevada,2001,1514832,1301739,2072391,1027191,1045200,753075,761757,637356,664383,28,75,103,6,18,24,0,0,0,34,93,127
Nevada,2000,1448097,1251824,1950488,990509,959979,738015,710082,627693,624131,29,94,123,7,21,28,NA,NA,NA,36,115,151
Nevada,1999,1393375.5,1205128.6,1875034.8,950116.3,924918.5,708525.1,684850.4,602929.8,602198.8,29,70,99,5,21,26,NA,NA,NA,34,91,125
Nevada,1998,1338654,1158433.2,1799581.6,909723.6,889858,679035.2,659618.8,578166.6,580266.6,NA,NA,92,NA,NA,29,NA,NA,NA,0,121,121
Nevada,1997,1283932.5,1111737.8,1724128.4,869330.9,854797.5,649545.3,634387.2,553403.4,558334.4,NA,NA,67,NA,NA,43,NA,NA,29,31,108,139
Nevada,1996,1229211,1065042.4,1648675.2,828938.2,819737,620055.4,609155.6,528640.2,536402.2,NA,NA,94,NA,NA,39,NA,NA,NA,30,103,133
Nevada,1995,1174489.5,1018347,1573222,788545.5,784676.5,590565.5,583924,503877,514470,NA,NA,90,NA,NA,30,NA,NA,27,24,93,147
Nevada,1994,1119768,971651.6,1497768.8,748152.8,749616,561075.6,558692.4,479113.8,492537.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122
Nevada,1993,1065046.5,924956.2,1422315.6,707760.1,714555.5,531585.7,533460.8,454350.6,470605.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,126,100
Nevada,1992,1010325,878260.8,1346862.4,667367.4,679495,502095.8,508229.2,429587.4,448673.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105
Nevada,1991,955603.5,831565.4,1271409.2,626974.7,644434.5,472605.9,482997.6,404824.2,426741.2,NA,NA,72,NA,NA,6,NA,NA,39,NA,NA,117
