state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,2,64,66,0,0,0,0,0,0,2,64,66
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,4,71,75,NA,NA,NA,NA,NA,NA,4,71,75
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,7,27,34,NA,NA,NA,NA,NA,NA,7,27,34
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,7,36,43,0,22,22,0,16,16,7,74,81
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,9,53,62,0,14,14,NA,NA,NA,9,67,76
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,NA,NA,NA,0,10,10,8,55,63,8,65,73
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,6,26,32,0,13,13,2,24,26,8,63,71
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,15,70,85,9,38,47,NA,NA,NA,24,108,132
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,NA,NA,NA,2,28,30,9,80,89,11,108,119
Delaware,2006,647391,535793,853476,439937,413539,337790,309601,274382,261411,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,91,108
Delaware,2005,625838,523626,825598,421599,403999,326069,299769,267476,256150,NA,NA,NA,11,63,74,10,40,50,21,103,124
Delaware,2004,612417,514329,805421,413177,392244,320190,292227,264417,249912,11,65,76,6,55,61,2,10,12,19,130,149
Delaware,2003,594441,498017,792494,408205,384289,311297,283144,257136,240881,2,64,66,0,31,31,0,8,8,2,103,105
Delaware,2002,593063,499100,782221,403618,378603,311271,281792,257501,241599,2,74,76,7,32,39,3,10,13,12,116,128
Delaware,2001,574499,481719,771580,398780,372800,302532,271967,249202,232517,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,116,143
Delaware,2000,564517,478344,756530,384350,372180,292964,271553,244069,234275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
Delaware,1999,558107.1,473202.8,747043.7,380029.3,367014.4,289962.3,268144.8,241613.1,231589.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,137,170
Delaware,1998,551697.2,468061.6,737557.4,375708.6,361848.8,286960.6,264736.6,239157.2,228904.4,9,41,50,24,106,130,NA,NA,NA,33,147,180
Delaware,1997,545287.3,462920.4,728071.1,371387.9,356683.2,283958.9,261328.4,236701.3,226219.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
Delaware,1996,538877.4,457779.2,718584.8,367067.2,351517.6,280957.2,257920.2,234245.4,223533.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,1995,532467.5,452638,709098.5,362746.5,346352,277955.5,254512,231789.5,220848.5,NA,NA,80,NA,NA,42,NA,NA,NA,NA,NA,122
Delaware,1994,526057.6,447496.8,699612.2,358425.8,341186.4,274953.8,251103.8,229333.6,218163.2,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,34
Delaware,1993,519647.7,442355.6,690125.9,354105.1,336020.8,271952.1,247695.6,226877.7,215477.9,NA,NA,79,NA,NA,34,NA,NA,NA,NA,NA,113
Delaware,1992,513237.8,437214.4,680639.6,349784.4,330855.2,268950.4,244287.4,224421.8,212792.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104
Delaware,1991,506827.9,432073.2,671153.3,345463.7,325689.6,265948.7,240879.2,221965.9,210107.3,NA,NA,78,NA,NA,7,NA,NA,0,NA,NA,85
