state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,in_custody_not_us_citizens_female,in_custody_not_us_citizens_male,in_custody_not_us_citizens_total,in_custody_under_18_years_of_age_female,in_custody_under_18_years_of_age_male,in_custody_under_18_years_of_age_total
New Mexico,2016,1594344,1279964,2081015,1052374,1028641,811081,783263,639807,640157,3,138,141,0,0,0
New Mexico,2015,1586110,1283011,2085109,1049370,1035739,805247,780863,639215,643796,5,151,156,0,0,0
New Mexico,2014,1588033,1297353,2085572,1055089,1030483,809861,778172,650704,646649,6,136,142,0,0,0
New Mexico,2013,1578942,1293596,2085287,1049487,1035800,802022,776920,646953,646643,4,148,152,0,0,0
New Mexico,2012,1570724,1304456,2085538,1048485,1037053,801430,769294,654754,649702,4,170,174,0,0,0
New Mexico,2011,1564221,1302432,2082224,1046663,1035561,796647,767574,654095,648337,5,197,202,1,1,2
New Mexico,2010,1548374,1288774,2065932,1046841,1019091,791507,756867,649779,638995,2,116,118,0,2,2
New Mexico,2009,1496203,1253113,2009671,1021889,987782,764839,731364,627652,625461,3,102,105,0,3,3
New Mexico,2008,1484043,1239960,1984356,1004954,979402,760714,723329,622069,617891,0,120,120,0,1,1
New Mexico,2007,1475426,1241199,1969915,992536,977379,752818,722608,620651,620548,0,156,156,0,0,0
New Mexico,2006,1450102,1224310,1954599,991185,963414,745768,704334,617042,607268,1,121,122,0,0,0
New Mexico,2005,1400056,1189646,1886789,968289,918500,727179,672877,608222,581424,0,126,126,0,2,2
New Mexico,2004,1371623,1170326,1855776,949504,906272,710841,660782,597899,572427,0,65,65,0,13,13
New Mexico,2003,1339421,1130608,1837417,936914,900503,691546,647875,576846,553762,0,63,63,0,5,5
New Mexico,2002,1322313,1118313,1823047,926580,896467,680299,642014,569645,548668,2,96,98,1,6,7
New Mexico,2001,1295567,1101763,1794179,915211,878968,675038,620529,567812,533951,11,202,213,1,8,9
New Mexico,2000,1276183,1088258,1770085,897462,872623,645035,631148,547172,541086,0,250,250,0,1,1
