agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Oneida Police Department,2016,Tennessee,3701,TN0760100,9,30,10,23,22,8,1,137,21,1,1,32,38,0,0,0,0,89,0,12,4,0,4,0,3,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Oneida Police Department,2015,Tennessee,3707,TN0760100,12,36,22,22,33,4,2,79,13,1,0,36,54,0,0,0,0,60,0,25,2,3,5,0,5,4,10,0,2,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Oneida Police Department,2014,Tennessee,3728,TN0760100,9,38,12,9,46,6,2,79,13,1,0,29,65,0,1,0,0,28,0,39,2,0,4,0,4,1,5,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2013,Tennessee,3740,TN0760100,16,40,15,24,45,6,0,87,35,2,1,23,83,0,0,1,0,44,0,47,3,6,6,0,5,2,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Oneida Police Department,2012,Tennessee,3765,TN0760100,34,47,16,36,59,5,3,91,28,6,2,32,62,1,0,0,0,46,0,43,4,4,6,1,5,0,16,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Oneida Police Department,2011,Tennessee,3786,TN0760100,31,53,18,44,75,12,8,76,48,1,0,33,49,1,0,0,0,27,1,53,5,5,11,3,11,1,9,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Oneida Police Department,2010,Tennessee,3812,TN0760100,23,46,13,51,73,10,9,36,34,11,0,38,89,0,0,0,0,19,0,36,8,3,9,0,4,0,16,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2009,Tennessee,3861,TN0760100,27,61,12,47,73,8,6,38,24,3,0,38,62,0,0,0,0,27,0,67,7,7,9,0,13,3,20,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2008,Tennessee,3854,TN0760100,36,64,17,60,79,4,6,46,39,6,0,24,59,1,0,0,0,28,0,53,1,8,17,0,5,0,15,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2007,Tennessee,3685,TN0760100,41,56,13,51,66,8,17,23,34,2,1,28,34,1,1,0,0,16,0,52,3,4,23,0,1,1,24,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2006,Tennessee,3724,TN0760100,22,55,9,34,78,5,4,50,29,7,2,50,58,2,0,0,0,35,0,38,6,3,24,1,2,0,19,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Oneida Police Department,2005,Tennessee,3732,TN0760100,27,65,13,41,95,11,9,68,45,6,0,47,40,1,1,1,1,55,0,43,5,11,24,2,4,4,18,1,1,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2004,Tennessee,3696,TN0760100,36,46,8,37,87,14,15,71,27,9,0,32,28,0,1,0,0,53,0,48,3,12,19,0,0,3,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2003,Tennessee,3683,TN0760100,20,35,2,20,63,4,2,49,63,7,1,3,68,0,0,0,2,40,0,23,0,5,8,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2002,Tennessee,3683,TN0760100,23,27,5,25,84,10,7,57,62,5,0,3,51,1,0,0,0,25,0,22,1,12,15,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2001,Tennessee,3647,TN0760100,22,32,12,31,103,19,5,41,32,7,0,2,77,0,0,0,0,13,1,28,0,7,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,2000,Tennessee,0,TN0760100,25,20,2,26,87,8,2,14,36,0,1,1,27,1,0,0,0,0,0,22,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Police Department,1999,Tennessee,3627,TN0760100,21,40,9,14,103,6,7,22,32,4,1,3,14,0,0,0,0,2,0,27,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
