agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Greensville County Sheriff's Office,2016,Virginia,11757,VA0400000,9,36,2,26,31,9,1,42,54,0,1,0,1,5,0,0,1,3,0,0,0,2,1,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2015,Virginia,11516,VA0400000,3,36,3,14,41,4,0,56,43,0,2,1,0,1,0,0,0,3,0,0,4,8,2,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2014,Virginia,11806,VA0400000,3,31,7,16,29,3,1,46,55,0,0,1,1,2,0,0,0,4,0,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2013,Virginia,11754,VA0400000,1,41,7,26,36,7,2,55,55,0,1,4,0,1,0,0,0,10,1,2,2,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2012,Virginia,12246,VA0400000,6,44,11,35,45,6,8,73,61,0,1,3,1,0,0,0,2,10,0,0,0,7,2,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2011,Virginia,12389,VA0400000,7,48,7,53,68,7,3,39,98,0,5,1,0,3,0,0,1,5,1,1,0,6,4,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2010,Virginia,12146,VA0400000,8,58,13,50,66,10,5,66,73,0,0,2,1,5,0,0,0,6,0,3,0,8,2,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2009,Virginia,12047,VA0400000,9,50,5,52,85,13,3,58,67,0,4,2,0,1,0,0,0,3,0,1,0,7,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2008,Virginia,11916,VA0400000,21,76,5,67,110,11,8,65,87,0,3,9,2,6,0,0,2,6,1,8,0,14,7,1,6,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2007,Virginia,10906,VA0400000,18,168,21,99,172,17,4,42,136,0,2,12,2,4,0,0,1,1,0,74,0,11,10,0,8,0,7,2,3,2,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2006,Virginia,11199,VA0400000,22,135,20,69,131,18,4,29,138,1,8,15,0,4,0,1,1,1,2,35,0,15,11,0,6,0,14,6,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2005,Virginia,11662,VA0400000,14,121,24,54,103,10,9,31,180,0,1,15,5,4,0,0,0,0,1,17,0,11,17,0,4,0,5,2,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2004,Virginia,NA,VA0400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greensville County Sheriff's Office,2003,Virginia,11719,VA0400000,15,20,48,5,64,17,7,15,131,2,3,42,0,6,0,0,3,2,0,1,0,2,1,0,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2002,Virginia,11911,VA0400000,9,6,41,3,29,6,4,12,77,1,3,36,0,1,1,0,1,0,2,1,0,4,1,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2001,Virginia,11738,VA0400000,20,1,33,8,23,9,3,16,65,1,0,18,0,2,0,1,1,0,0,1,1,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,2000,Virginia,0,VA0400000,4,2,30,7,18,11,2,9,47,1,1,10,0,3,0,1,0,0,4,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County Sheriff's Office,1999,Virginia,11416,VA0400000,13,3,25,2,21,8,3,0,32,2,0,15,2,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
