county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Sherman,Texas,2017-12-01,1,1,0,1,0,2,0,1,0,2,0,0,2,10,0,10,13,76.92,0,,,,
Sherman,Texas,2017-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,7.69,11,0,0,0,0
Sherman,Texas,2017-10-01,5,2,0,1,0,1,0,0,0,0,0,0,0,9,0,9,13,69.23,0,0,0,0,0
Sherman,Texas,2017-09-01,3,0,0,1,0,1,0,0,0,2,0,0,0,7,0,7,13,53.85,0,0,0,0,0
Sherman,Texas,2017-08-01,2,0,0,1,0,0,1,0,0,0,0,0,1,5,0,5,13,38.46,0,0,0,0,0
Sherman,Texas,2017-07-01,3,0,0,0,0,1,0,0,0,1,0,0,1,6,0,6,13,46.15,0,0,0,0,0
Sherman,Texas,2017-06-01,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,13,30.77,0,0,0,0,0
Sherman,Texas,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,7.69,11,0,0,0,0
Sherman,Texas,2017-04-01,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,13,23.08,0,0,2,25,79
Sherman,Texas,2017-03-01,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,13,38.46,0,0,3,13,41.08
Sherman,Texas,2017-02-01,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,13,30.77,0,0,2,18,1028.34
Sherman,Texas,2017-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2016-12-01,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2016-11-01,2,1,0,0,0,1,1,0,0,1,0,0,1,7,0,7,13,53.85,0,0,0,0,0
Sherman,Texas,2016-10-01,2,2,0,0,0,0,1,0,0,1,0,0,0,6,0,6,13,46.15,0,0,0,0,0
Sherman,Texas,2016-09-01,2,1,0,0,0,2,1,0,0,2,0,0,0,8,0,8,13,61.54,0,0,0,0,0
Sherman,Texas,2016-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,15.38,0,0,0,0,0
Sherman,Texas,2016-07-01,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2016-06-01,2,0,0,0,0,1,0,1,0,1,0,0,0,4,1,5,13,38.46,0,0,1,16,50.56
Sherman,Texas,2016-05-01,2,0,0,0,0,1,1,1,0,4,0,0,0,7,0,7,13,53.85,0,0,2,37,116.92
Sherman,Texas,2016-04-01,2,0,0,0,0,1,0,1,0,5,0,0,0,7,0,7,13,53.85,0,0,2,62,195.92
Sherman,Texas,2016-03-01,2,0,0,0,0,0,1,1,0,2,0,0,0,6,0,6,13,46.15,0,0,2,58,3313.54
Sherman,Texas,2016-02-01,2,0,0,0,0,1,1,1,0,0,0,0,0,5,0,5,13,38.46,0,0,2,18,1028.34
Sherman,Texas,2016-01-01,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,4,13,30.77,0,0,1,2,114.86
Sherman,Texas,2015-12-01,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,13,15.38,0,0,0,0,0
Sherman,Texas,2015-11-01,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2015-10-01,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2015-09-01,1,1,0,0,0,0,1,0,0,2,0,0,0,4,0,4,13,30.77,0,0,0,0,0
Sherman,Texas,2015-08-01,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,13,30.77,0,0,0,0,0
Sherman,Texas,2015-07-01,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,4,13,30.77,0,0,0,0,0
Sherman,Texas,2015-06-01,1,0,0,0,0,1,0,0,0,2,0,0,0,4,0,4,13,30.77,0,0,0,0,0
Sherman,Texas,2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0
Sherman,Texas,2015-04-01,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2015-03-01,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,13,15.38,0,0,4,0,0
Sherman,Texas,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,13,15.38,0,0,0,0,0
Sherman,Texas,2015-01-01,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,13,23.08,0,0,0,0,0
Sherman,Texas,2014-12-01,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,13,15.38,0,0,0,0,0
