cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,031804,Pennsylvania Highlands Community College,Public,Accounting and Related Services.,Associate's Degree,17,,9518
2016_2017,031804,Pennsylvania Highlands Community College,Public,Accounting and Related Services.,Associate's Degree,12,,10480
2015_2016,031804,Pennsylvania Highlands Community College,Public,Air Transportation.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Air Transportation.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,19,,7585
2016_2017,031804,Pennsylvania Highlands Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,14,,12778
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,11,,5422
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,10,,4284
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Business/Commerce, General.",Associate's Degree,40,8586,9362
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Business/Commerce, General.",Associate's Degree,49,9070,9752
2015_2016,031804,Pennsylvania Highlands Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Communication, Journalism, and Related Programs, Other.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Communication, Journalism, and Related Programs, Other.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Communications Technologies/Technicians and Support Services, Other.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Computer and Information Sciences, General.",Associate's Degree,18,,9998
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Computer and Information Sciences, General.",Associate's Degree,11,,10903
2015_2016,031804,Pennsylvania Highlands Community College,Public,Computer Science.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Computer Science.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Criminal Justice and Corrections.,Associate's Degree,26,11068,10476
2016_2017,031804,Pennsylvania Highlands Community College,Public,Criminal Justice and Corrections.,Associate's Degree,25,8862,9777
2015_2016,031804,Pennsylvania Highlands Community College,Public,Culinary Arts and Related Services.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,12,,9764
2016_2017,031804,Pennsylvania Highlands Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Education, General.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Education, General.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Electrical and Power Transmission Installers.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Electrical and Power Transmission Installers.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Engineering Technologies/Technicians, Other.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Engineering Technologies/Technicians, Other.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,19,,6888
2015_2016,031804,Pennsylvania Highlands Community College,Public,Health and Medical Administrative Services.,Associate's Degree,,,11476
2016_2017,031804,Pennsylvania Highlands Community College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,19,,8405
2016_2017,031804,Pennsylvania Highlands Community College,Public,Health and Medical Administrative Services.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Health Professions and Related Clinical Sciences, Other.",Undergraduate Certificate or Diploma,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Health Professions and Related Clinical Sciences, Other.",Undergraduate Certificate or Diploma,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Human Services, General.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Human Services, General.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,63,10970,10196
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,66,8577,9264
2015_2016,031804,Pennsylvania Highlands Community College,Public,Natural Resources Conservation and Research.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Natural Resources Conservation and Research.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Precision Metal Working.,Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,Precision Metal Working.,Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Psychology, General.",Associate's Degree,10,,10159
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Psychology, General.",Associate's Degree,13,,10945
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Radio, Television, and Digital Communication.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Radio, Television, and Digital Communication.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,"Teacher Education and Professional Development, Specific Levels and Methods.",Associate's Degree,,,
2016_2017,031804,Pennsylvania Highlands Community College,Public,"Teacher Education and Professional Development, Specific Levels and Methods.",Associate's Degree,,,
2015_2016,031804,Pennsylvania Highlands Community College,Public,Teaching Assistants/Aides.,Associate's Degree,,,
