cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002915,Central Piedmont Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,21,7500,9933
2016_2017,002915,Central Piedmont Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,10,NA,11596
2015_2016,002915,Central Piedmont Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,21,9250,9154
2016_2017,002915,Central Piedmont Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,American Sign Language.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,American Sign Language.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,American Sign Language.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,American Sign Language.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Architectural Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Architectural Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Architectural Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Architectural Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Audiovisual Communications Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Audiovisual Communications Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Audiovisual Communications Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,21,5500,7622
2015_2016,002915,Central Piedmont Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,17,NA,12875
2016_2017,002915,Central Piedmont Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,17,NA,7511
2016_2017,002915,Central Piedmont Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,18,NA,8068
2015_2016,002915,Central Piedmont Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Civil Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Civil Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Civil Engineering.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,"Computer and Information Sciences, General.",Associate's Degree,27,9250,11991
2016_2017,002915,Central Piedmont Community College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,"Computer and Information Sciences, General.",Associate's Degree,15,NA,10398
2015_2016,002915,Central Piedmont Community College,Public,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Computer Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Computer Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Computer Programming.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Cosmetology and Related Personal Grooming Services.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Cosmetology and Related Personal Grooming Services.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Criminal Justice and Corrections.,Associate's Degree,15,NA,10210
2016_2017,002915,Central Piedmont Community College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Criminal Justice and Corrections.,Associate's Degree,12,NA,9205
2015_2016,002915,Central Piedmont Community College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Culinary Arts and Related Services.,Associate's Degree,16,NA,10426
2016_2017,002915,Central Piedmont Community College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Culinary Arts and Related Services.,Associate's Degree,10,NA,5990
2015_2016,002915,Central Piedmont Community College,Public,Data Processing.,Associate's Degree,NA,NA,NA
2016_2017,002915,Central Piedmont Community College,Public,Data Processing.,Associate's Degree,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Dental Support Services and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,002915,Central Piedmont Community College,Public,Dental Support Services and Allied Professions.,Associate's Degree,15,NA,8803
2016_2017,002915,Central Piedmont Community College,Public,Dental Support Services and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
