cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007713,Skyline College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Allied Health and Medical Assisting Services.,Associate's Degree,NA,NA,18018
2016_2017,007713,Skyline College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,030927,Skyline College,Proprietary,Allied Health and Medical Assisting Services.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Anthropology.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Anthropology.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Apparel and Textiles.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Apparel and Textiles.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Apparel and Textiles.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Apparel and Textiles.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Biological and Physical Sciences.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Biological and Physical Sciences.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Business Administration, Management and Operations.",Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Business Operations Support and Assistant Services.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Business Operations Support and Assistant Services.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Communication and Media Studies.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Communication and Media Studies.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,"Computer and Information Sciences, General.",Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,"Computer and Information Sciences, General.",Bachelor's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,"Computer and Information Sciences, General.",Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Computer Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Computer/Information Technology Administration and Management.,Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Computer/Information Technology Administration and Management.,Bachelor's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Cosmetology and Related Personal Grooming Services.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Cosmetology and Related Personal Grooming Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Cosmetology and Related Personal Grooming Services.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Criminal Justice and Corrections.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Dance.,Associate's Degree,NA,NA,NA
2016_2017,007713,Skyline College,Public,Dance.,Associate's Degree,NA,NA,NA
2015_2016,030927,Skyline College,Proprietary,Electrical Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2015_2016,007713,Skyline College,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007713,Skyline College,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007713,Skyline College,Public,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,Associate's Degree,NA,NA,NA
