cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002531,Montana Technological University,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Accounting and Related Services.,Associate's Degree,21,20393,23839
2016_2017,002531,Montana Technological University,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Accounting and Related Services.,Associate's Degree,12,,20474
2015_2016,002531,Montana Technological University,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,28843
2015_2016,002531,Montana Technological University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,11,,12033
2016_2017,002531,Montana Technological University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,10,,12961
2015_2016,002531,Montana Technological University,Public,"Biology, General.",Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Biology, General.",Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Business/Commerce, General.",Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Business/Commerce, General.",Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Carpenters.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Carpenters.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Carpenters.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Carpenters.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Chemistry.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Chemistry.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,10,,23666
2016_2017,002531,Montana Technological University,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Civil Engineering.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Computer Engineering.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Computer Engineering.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Computer Science.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Computer Science.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Computer Systems Networking and Telecommunications.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Computer Systems Networking and Telecommunications.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Computer/Information Technology Administration and Management.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Computer/Information Technology Administration and Management.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Electrical, Electronics and Communications Engineering.",Bachelor's Degree,13,,29431
2015_2016,002531,Montana Technological University,Public,"Electrical, Electronics and Communications Engineering.",Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Electrical, Electronics and Communications Engineering.",Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Electrical, Electronics and Communications Engineering.",Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,31,2750,3989
2016_2017,002531,Montana Technological University,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,34,2750,4027
2015_2016,002531,Montana Technological University,Public,"Engineering, General.",Bachelor's Degree,43,20318,22193
2015_2016,002531,Montana Technological University,Public,"Engineering, General.",Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Engineering, General.",Bachelor's Degree,40,22954,23507
2016_2017,002531,Montana Technological University,Public,"Engineering, General.",Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Engineering, Other.",Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Engineering, Other.",Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Environmental Control Technologies/Technicians.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Environmental Control Technologies/Technicians.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Environmental/Environmental Health Engineering.,Bachelor's Degree,11,,31281
2015_2016,002531,Montana Technological University,Public,Environmental/Environmental Health Engineering.,Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,Environmental/Environmental Health Engineering.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Environmental/Environmental Health Engineering.,Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Geological and Earth Sciences/Geosciences.,Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,Geological and Earth Sciences/Geosciences.,Master's Degree,10,,13110
2015_2016,002531,Montana Technological University,Public,Geological/Geophysical Engineering.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Geological/Geophysical Engineering.,Bachelor's Degree,10,,25214
2015_2016,002531,Montana Technological University,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Historic Preservation and Conservation.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Historic Preservation and Conservation.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,11,,31302
2016_2017,002531,Montana Technological University,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Management Information Systems and Services.,Bachelor's Degree,,,26285
2016_2017,002531,Montana Technological University,Public,Management Information Systems and Services.,Bachelor's Degree,,21958,24868
2015_2016,002531,Montana Technological University,Public,Materials Sciences.,Doctoral Degree,,,
2016_2017,002531,Montana Technological University,Public,Materials Sciences.,Doctoral Degree,,,
2015_2016,002531,Montana Technological University,Public,Mathematics.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Mathematics.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Mechanical Engineering.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Bachelor's Degree,,,29869
2015_2016,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Post-baccalaureate Certificate,,,
2016_2017,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Bachelor's Degree,,,34084
2016_2017,002531,Montana Technological University,Public,Medical Illustration and Informatics.,Post-baccalaureate Certificate,,,
2015_2016,002531,Montana Technological University,Public,Metallurgical Engineering.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Metallurgical Engineering.,Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,Metallurgical Engineering.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Metallurgical Engineering.,Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Mining and Mineral Engineering.,Bachelor's Degree,14,,22163
2015_2016,002531,Montana Technological University,Public,Mining and Mineral Engineering.,Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,Mining and Mineral Engineering.,Bachelor's Degree,10,,24258
2016_2017,002531,Montana Technological University,Public,Mining and Mineral Engineering.,Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Multi/Interdisciplinary Studies, Other.",Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Multi/Interdisciplinary Studies, Other.",Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Multi/Interdisciplinary Studies, Other.",Associate's Degree,,,
2016_2017,002531,Montana Technological University,Public,"Multi/Interdisciplinary Studies, Other.",Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Petroleum Engineering.,Bachelor's Degree,54,26528,26005
2015_2016,002531,Montana Technological University,Public,Petroleum Engineering.,Master's Degree,,,
2016_2017,002531,Montana Technological University,Public,Petroleum Engineering.,Bachelor's Degree,59,25000,25049
2016_2017,002531,Montana Technological University,Public,Petroleum Engineering.,Master's Degree,,,
2015_2016,002531,Montana Technological University,Public,Physical Sciences.,Bachelor's Degree,,,
2016_2017,002531,Montana Technological University,Public,Physical Sciences.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,,,
2015_2016,002531,Montana Technological University,Public,Precision Metal Working.,Associate's Degree,11,,13284
2016_2017,002531,Montana Technological University,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,,,
2016_2017,002531,Montana Technological University,Public,Precision Metal Working.,Associate's Degree,,,
2015_2016,002531,Montana Technological University,Public,Public Health.,Bachelor's Degree,30,28875,28018
2015_2016,002531,Montana Technological University,Public,Public Health.,Master's Degree,17,,27362
2016_2017,002531,Montana Technological University,Public,Public Health.,Bachelor's Degree,32,30675,30864
2016_2017,002531,Montana Technological University,Public,Public Health.,Master's Degree,21,28000,27375
2015_2016,002531,Montana Technological University,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,32,21054,23838
2015_2016,002531,Montana Technological University,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,19,,27536
2016_2017,002531,Montana Technological University,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,30,23375,23700
2016_2017,002531,Montana Technological University,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,22,20189,23163
2015_2016,002531,Montana Technological University,Public,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,,,
2015_2016,002531,Montana Technological University,Public,Rhetoric and Composition/Writing Studies.,Post-baccalaureate Certificate,,,
