cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Accounting and Related Services.,Associate's Degree,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Agricultural and Food Products Processing.,Associate's Degree,11,NA,13510
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Agricultural and Food Products Processing.,Associate's Degree,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Air Transportation.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Air Transportation.,Associate's Degree,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,20,15375,17224
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,26,12250,15719
2015_2016,004033,Asheville Buncombe Technical Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,34,20000,20101
2016_2017,004033,Asheville Buncombe Technical Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,35,19000,19191
2015_2016,004033,Asheville Buncombe Technical Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,004033,Asheville Buncombe Technical Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,16,NA,18248
2016_2017,004033,Asheville Buncombe Technical Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,19,NA,25444
2015_2016,004033,Asheville Buncombe Technical Community College,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
2016_2017,004033,Asheville Buncombe Technical Community College,Public,Civil Engineering Technologies/Technicians.,Associate's Degree,NA,NA,NA
