cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007170,Lincoln Land Community College,Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Accounting and Related Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Agricultural Production Operations.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Agricultural Production Operations.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Agricultural Production Operations.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Agricultural Production Operations.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Air Transportation.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Air Transportation.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,26,14435,14628
2016_2017,007170,Lincoln Land Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,12,,8798
2016_2017,007170,Lincoln Land Community College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,33,15840,16476
2015_2016,007170,Lincoln Land Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Audiovisual Communications Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Audiovisual Communications Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Biological and Physical Sciences.,Associate's Degree,69,11000,12451
2016_2017,007170,Lincoln Land Community College,Public,Biological and Physical Sciences.,Associate's Degree,83,11000,11223
2015_2016,007170,Lincoln Land Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,"Building/Construction Finishing, Management, and Inspection.",Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,13,,9841
2015_2016,007170,Lincoln Land Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Business/Commerce, General.",Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,"Business/Commerce, General.",Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Programming.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Programming.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Programming.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Programming.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer Systems Networking and Telecommunications.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Criminal Justice and Corrections.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Criminal Justice and Corrections.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Culinary Arts and Related Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Culinary Arts and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Culinary Arts and Related Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Design and Applied Arts.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Design and Applied Arts.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Design and Applied Arts.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Design and Applied Arts.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Electrical Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Electrical Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Electrical Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Electrical Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,12,,6047
2015_2016,007170,Lincoln Land Community College,Public,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,10,,4787
2016_2017,007170,Lincoln Land Community College,Public,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,18,,6057
2016_2017,007170,Lincoln Land Community College,Public,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,11,,5309
2015_2016,007170,Lincoln Land Community College,Public,"Engineering, General.",Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,"Engineering, General.",Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Fine and Studio Arts.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Fine and Studio Arts.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Fire Protection.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Fire Protection.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Fire Protection.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Fire Protection.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Ground Transportation.,Undergraduate Certificate or Diploma,15,,7772
2016_2017,007170,Lincoln Land Community College,Public,Ground Transportation.,Undergraduate Certificate or Diploma,23,5500,7041
2015_2016,007170,Lincoln Land Community College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Health and Medical Administrative Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Health and Medical Administrative Services.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,14,,8286
2016_2017,007170,Lincoln Land Community College,Public,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,14,,7575
2015_2016,007170,Lincoln Land Community College,Public,Heavy/Industrial Equipment Maintenance Technologies.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Heavy/Industrial Equipment Maintenance Technologies.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Hospitality Administration/Management.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Hospitality Administration/Management.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,"Human Development, Family Studies, and Related Services.",Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Industrial Production Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Industrial Production Technologies/Technicians.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Industrial Production Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Industrial Production Technologies/Technicians.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Legal Support Services.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Legal Support Services.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Legal Support Services.,Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,170,12000,13591
2016_2017,007170,Lincoln Land Community College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,212,12125,14087
2015_2016,007170,Lincoln Land Community College,Public,"Mechatronics, Robotics, and Automation Engineering.",Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,"Mechatronics, Robotics, and Automation Engineering.",Undergraduate Certificate or Diploma,,,
2015_2016,007170,Lincoln Land Community College,Public,Music.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Music.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Music.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,22,8652,10456
2016_2017,007170,Lincoln Land Community College,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,42,6302,9244
2015_2016,007170,Lincoln Land Community College,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,,,
2016_2017,007170,Lincoln Land Community College,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,10,,8436
2015_2016,007170,Lincoln Land Community College,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,28,12898,15708
2016_2017,007170,Lincoln Land Community College,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,68,14320,16074
2015_2016,007170,Lincoln Land Community College,Public,Special Education and Teaching.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Teaching Assistants/Aides.,Associate's Degree,,,
2016_2017,007170,Lincoln Land Community College,Public,Teaching Assistants/Aides.,Associate's Degree,,,
2015_2016,007170,Lincoln Land Community College,Public,Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,28,11182,11718
2015_2016,007170,Lincoln Land Community College,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,18,,12988
2016_2017,007170,Lincoln Land Community College,Public,Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,44,9500,10548
2016_2017,007170,Lincoln Land Community College,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,19,,14438
